comunidad_autonoma,provincia,indicador,anio,valor,variable,unidad
"Asturias, Principado de",Asturias,Porcentaje de hogares unipersonales,2021,33.7,pct_hogares_unipersonales,porcentaje
"Asturias, Principado de",Asturias,Porcentaje de población menor de 18 años,2021,12.8,pct_menor_18,porcentaje
"Asturias, Principado de",Asturias,Porcentaje de población española,2021,95.5,pct_poblacion_espanola,porcentaje
"Asturias, Principado de",Asturias,Población,2021,996.757,poblacion,personas
"Asturias, Principado de",Asturias,Tamaño medio del hogar,2021,2.2,tamano_medio_hogar,personas_por_hogar
"Asturias, Principado de",Asturias,Edad media de la población,2022,48.7,edad_media,años
"Asturias, Principado de",Asturias,Porcentaje de población de 65 y más años,2022,27.4,pct_65_mas,porcentaje
"Asturias, Principado de",Asturias,Porcentaje de hogares unipersonales,2022,34.0,pct_hogares_unipersonales,porcentaje
"Asturias, Principado de",Asturias,Porcentaje de población menor de 18 años,2022,12.8,pct_menor_18,porcentaje
"Asturias, Principado de",Asturias,Porcentaje de población española,2022,94.8,pct_poblacion_espanola,porcentaje
"Asturias, Principado de",Asturias,Población,2022,998.499,poblacion,personas
"Asturias, Principado de",Asturias,Tamaño medio del hogar,2022,2.2,tamano_medio_hogar,personas_por_hogar
"Asturias, Principado de",Asturias,Edad media de la población,2023,48.9,edad_media,años
"Asturias, Principado de",Asturias,Porcentaje de población de 65 y más años,2023,27.8,pct_65_mas,porcentaje
"Asturias, Principado de",Asturias,Porcentaje de hogares unipersonales,2023,34.4,pct_hogares_unipersonales,porcentaje
"Asturias, Principado de",Asturias,Porcentaje de población menor de 18 años,2023,12.6,pct_menor_18,porcentaje
"Asturias, Principado de",Asturias,Porcentaje de población española,2023,94.1,pct_poblacion_espanola,porcentaje
"Asturias, Principado de",Asturias,Tamaño medio del hogar,2023,2.2,tamano_medio_hogar,personas_por_hogar
Extremadura,Badajoz,Edad media de la población,2015,41.9,edad_media,años
Extremadura,Badajoz,Porcentaje de población de 65 y más años,2015,18.5,pct_65_mas,porcentaje
Extremadura,Badajoz,Porcentaje de hogares unipersonales,2015,26.8,pct_hogares_unipersonales,porcentaje
Extremadura,Badajoz,Porcentaje de población menor de 18 años,2015,17.8,pct_menor_18,porcentaje
Extremadura,Badajoz,Porcentaje de población española,2015,97.1,pct_poblacion_espanola,porcentaje
Extremadura,Badajoz,Población,2015,682.115,poblacion,personas
Extremadura,Badajoz,Tamaño medio del hogar,2015,2.6,tamano_medio_hogar,personas_por_hogar
Extremadura,Badajoz,Edad media de la población,2016,42.2,edad_media,años
Extremadura,Badajoz,Porcentaje de población de 65 y más años,2016,18.8,pct_65_mas,porcentaje
Extremadura,Badajoz,Porcentaje de hogares unipersonales,2016,27.1,pct_hogares_unipersonales,porcentaje
Extremadura,Badajoz,Porcentaje de población menor de 18 años,2016,17.7,pct_menor_18,porcentaje
Extremadura,Badajoz,Porcentaje de población española,2016,97.2,pct_poblacion_espanola,porcentaje
Extremadura,Badajoz,Población,2016,677.825,poblacion,personas
Extremadura,Badajoz,Tamaño medio del hogar,2016,2.5,tamano_medio_hogar,personas_por_hogar
Extremadura,Badajoz,Edad media de la población,2017,42.5,edad_media,años
Extremadura,Badajoz,Porcentaje de población de 65 y más años,2017,19.0,pct_65_mas,porcentaje
Extremadura,Badajoz,Porcentaje de hogares unipersonales,2017,27.2,pct_hogares_unipersonales,porcentaje
Extremadura,Badajoz,Porcentaje de población menor de 18 años,2017,17.6,pct_menor_18,porcentaje
Extremadura,Badajoz,Porcentaje de población española,2017,97.2,pct_poblacion_espanola,porcentaje
Extremadura,Badajoz,Población,2017,674.788,poblacion,personas
Extremadura,Badajoz,Tamaño medio del hogar,2017,2.5,tamano_medio_hogar,personas_por_hogar
Extremadura,Badajoz,Edad media de la población,2018,42.8,edad_media,años
Extremadura,Badajoz,Porcentaje de población de 65 y más años,2018,19.3,pct_65_mas,porcentaje
Extremadura,Badajoz,Porcentaje de hogares unipersonales,2018,27.7,pct_hogares_unipersonales,porcentaje
Extremadura,Badajoz,Porcentaje de población menor de 18 años,2018,17.5,pct_menor_18,porcentaje
Extremadura,Badajoz,Porcentaje de población española,2018,97.1,pct_poblacion_espanola,porcentaje
Extremadura,Badajoz,Población,2018,670.715,poblacion,personas
Extremadura,Badajoz,Tamaño medio del hogar,2018,2.5,tamano_medio_hogar,personas_por_hogar
Extremadura,Badajoz,Edad media de la población,2019,43.1,edad_media,años
Extremadura,Badajoz,Porcentaje de población de 65 y más años,2019,19.5,pct_65_mas,porcentaje
Extremadura,Badajoz,Porcentaje de hogares unipersonales,2019,28.0,pct_hogares_unipersonales,porcentaje
Extremadura,Badajoz,Porcentaje de población menor de 18 años,2019,17.3,pct_menor_18,porcentaje
Extremadura,Badajoz,Porcentaje de población española,2019,96.9,pct_poblacion_espanola,porcentaje
Extremadura,Badajoz,Población,2019,669.125,poblacion,personas
Extremadura,Badajoz,Tamaño medio del hogar,2019,2.5,tamano_medio_hogar,personas_por_hogar
Extremadura,Badajoz,Edad media de la población,2020,43.4,edad_media,años
Extremadura,Badajoz,Porcentaje de población de 65 y más años,2020,19.7,pct_65_mas,porcentaje
Extremadura,Badajoz,Porcentaje de hogares unipersonales,2020,28.3,pct_hogares_unipersonales,porcentaje
Extremadura,Badajoz,Porcentaje de población menor de 18 años,2020,17.1,pct_menor_18,porcentaje
Extremadura,Badajoz,Porcentaje de población española,2020,96.8,pct_poblacion_espanola,porcentaje
Extremadura,Badajoz,Población,2020,667.879,poblacion,personas
Extremadura,Badajoz,Tamaño medio del hogar,2020,2.5,tamano_medio_hogar,personas_por_hogar
Extremadura,Badajoz,Edad media de la población,2021,43.7,edad_media,años
Extremadura,Badajoz,Porcentaje de población de 65 y más años,2021,20.0,pct_65_mas,porcentaje
Extremadura,Badajoz,Porcentaje de hogares unipersonales,2021,28.8,pct_hogares_unipersonales,porcentaje
Extremadura,Badajoz,Porcentaje de población menor de 18 años,2021,16.8,pct_menor_18,porcentaje
Extremadura,Badajoz,Porcentaje de población española,2021,96.8,pct_poblacion_espanola,porcentaje
Extremadura,Badajoz,Población,2021,664.288,poblacion,personas
Extremadura,Badajoz,Tamaño medio del hogar,2021,2.5,tamano_medio_hogar,personas_por_hogar
Extremadura,Badajoz,Edad media de la población,2022,44.0,edad_media,años
Extremadura,Badajoz,Porcentaje de población de 65 y más años,2022,20.4,pct_65_mas,porcentaje
Extremadura,Badajoz,Porcentaje de hogares unipersonales,2022,29.3,pct_hogares_unipersonales,porcentaje
Extremadura,Badajoz,Porcentaje de población menor de 18 años,2022,16.6,pct_menor_18,porcentaje
Extremadura,Badajoz,Porcentaje de población española,2022,96.5,pct_poblacion_espanola,porcentaje
Extremadura,Badajoz,Población,2022,662.828,poblacion,personas
Extremadura,Badajoz,Tamaño medio del hogar,2022,2.4,tamano_medio_hogar,personas_por_hogar
Extremadura,Badajoz,Edad media de la población,2023,44.3,edad_media,años
Extremadura,Badajoz,Porcentaje de población de 65 y más años,2023,20.9,pct_65_mas,porcentaje
Extremadura,Badajoz,Porcentaje de hogares unipersonales,2023,29.9,pct_hogares_unipersonales,porcentaje
Extremadura,Badajoz,Porcentaje de población menor de 18 años,2023,16.4,pct_menor_18,porcentaje
Extremadura,Badajoz,Porcentaje de población española,2023,96.2,pct_poblacion_espanola,porcentaje
Extremadura,Badajoz,Población,2023,662.774,poblacion,personas
Extremadura,Badajoz,Tamaño medio del hogar,2023,2.4,tamano_medio_hogar,personas_por_hogar
"Balears, Illes","Balears, Illes",Edad media de la población,2015,40.3,edad_media,años
"Balears, Illes","Balears, Illes",Porcentaje de población de 65 y más años,2015,15.1,pct_65_mas,porcentaje
"Balears, Illes","Balears, Illes",Porcentaje de hogares unipersonales,2015,27.5,pct_hogares_unipersonales,porcentaje
"Balears, Illes","Balears, Illes",Porcentaje de población menor de 18 años,2015,18.3,pct_menor_18,porcentaje
"Balears, Illes","Balears, Illes",Porcentaje de población española,2015,82.9,pct_poblacion_espanola,porcentaje
"Balears, Illes","Balears, Illes",Tamaño medio del hogar,2015,2.7,tamano_medio_hogar,personas_por_hogar
"Balears, Illes","Balears, Illes",Edad media de la población,2016,40.4,edad_media,años
"Balears, Illes","Balears, Illes",Porcentaje de población de 65 y más años,2016,15.3,pct_65_mas,porcentaje
"Balears, Illes","Balears, Illes",Porcentaje de hogares unipersonales,2016,27.4,pct_hogares_unipersonales,porcentaje
"Balears, Illes","Balears, Illes",Porcentaje de población menor de 18 años,2016,18.4,pct_menor_18,porcentaje
"Balears, Illes","Balears, Illes",Porcentaje de población española,2016,83.3,pct_poblacion_espanola,porcentaje
"Balears, Illes","Balears, Illes",Tamaño medio del hogar,2016,2.7,tamano_medio_hogar,personas_por_hogar
"Balears, Illes","Balears, Illes",Edad media de la población,2017,40.5,edad_media,años
"Balears, Illes","Balears, Illes",Porcentaje de población de 65 y más años,2017,15.4,pct_65_mas,porcentaje
"Balears, Illes","Balears, Illes",Porcentaje de hogares unipersonales,2017,27.3,pct_hogares_unipersonales,porcentaje
"Balears, Illes","Balears, Illes",Porcentaje de población menor de 18 años,2017,18.4,pct_menor_18,porcentaje
"Balears, Illes","Balears, Illes",Porcentaje de población española,2017,82.9,pct_poblacion_espanola,porcentaje
"Balears, Illes","Balears, Illes",Tamaño medio del hogar,2017,2.7,tamano_medio_hogar,personas_por_hogar
"Balears, Illes","Balears, Illes",Edad media de la población,2018,40.7,edad_media,años
"Balears, Illes","Balears, Illes",Porcentaje de población de 65 y más años,2018,15.5,pct_65_mas,porcentaje
"Balears, Illes","Balears, Illes",Porcentaje de hogares unipersonales,2018,27.3,pct_hogares_unipersonales,porcentaje
"Balears, Illes","Balears, Illes",Porcentaje de población menor de 18 años,2018,18.1,pct_menor_18,porcentaje
"Balears, Illes","Balears, Illes",Porcentaje de población española,2018,82.2,pct_poblacion_espanola,porcentaje
"Balears, Illes","Balears, Illes",Tamaño medio del hogar,2018,2.7,tamano_medio_hogar,personas_por_hogar
"Balears, Illes","Balears, Illes",Edad media de la población,2019,40.9,edad_media,años
"Balears, Illes","Balears, Illes",Porcentaje de población de 65 y más años,2019,15.7,pct_65_mas,porcentaje
"Balears, Illes","Balears, Illes",Porcentaje de hogares unipersonales,2019,27.2,pct_hogares_unipersonales,porcentaje
"Balears, Illes","Balears, Illes",Porcentaje de población menor de 18 años,2019,17.8,pct_menor_18,porcentaje
"Balears, Illes","Balears, Illes",Porcentaje de población española,2019,81.2,pct_poblacion_espanola,porcentaje
"Balears, Illes","Balears, Illes",Tamaño medio del hogar,2019,2.7,tamano_medio_hogar,personas_por_hogar
"Balears, Illes","Balears, Illes",Edad media de la población,2020,41.2,edad_media,años
"Balears, Illes","Balears, Illes",Porcentaje de población de 65 y más años,2020,16.0,pct_65_mas,porcentaje
"Balears, Illes","Balears, Illes",Porcentaje de hogares unipersonales,2020,27.3,pct_hogares_unipersonales,porcentaje
"Balears, Illes","Balears, Illes",Porcentaje de población menor de 18 años,2020,17.6,pct_menor_18,porcentaje
"Balears, Illes","Balears, Illes",Porcentaje de población española,2020,81.2,pct_poblacion_espanola,porcentaje
"Balears, Illes","Balears, Illes",Tamaño medio del hogar,2020,2.7,tamano_medio_hogar,personas_por_hogar
"Balears, Illes","Balears, Illes",Edad media de la población,2021,41.5,edad_media,años
"Balears, Illes","Balears, Illes",Porcentaje de población de 65 y más años,2021,16.3,pct_65_mas,porcentaje
"Balears, Illes","Balears, Illes",Porcentaje de hogares unipersonales,2021,27.7,pct_hogares_unipersonales,porcentaje
"Balears, Illes","Balears, Illes",Porcentaje de población menor de 18 años,2021,17.5,pct_menor_18,porcentaje
"Balears, Illes","Balears, Illes",Porcentaje de población española,2021,81.1,pct_poblacion_espanola,porcentaje
"Balears, Illes","Balears, Illes",Tamaño medio del hogar,2021,2.7,tamano_medio_hogar,personas_por_hogar
"Balears, Illes","Balears, Illes",Edad media de la población,2022,41.8,edad_media,años
"Balears, Illes","Balears, Illes",Porcentaje de población de 65 y más años,2022,16.5,pct_65_mas,porcentaje
"Balears, Illes","Balears, Illes",Porcentaje de hogares unipersonales,2022,27.5,pct_hogares_unipersonales,porcentaje
"Balears, Illes","Balears, Illes",Porcentaje de población menor de 18 años,2022,17.1,pct_menor_18,porcentaje
"Balears, Illes","Balears, Illes",Porcentaje de población española,2022,79.9,pct_poblacion_espanola,porcentaje
"Balears, Illes","Balears, Illes",Tamaño medio del hogar,2022,2.7,tamano_medio_hogar,personas_por_hogar
"Balears, Illes","Balears, Illes",Edad media de la población,2023,42.0,edad_media,años
"Balears, Illes","Balears, Illes",Porcentaje de población de 65 y más años,2023,16.7,pct_65_mas,porcentaje
"Balears, Illes","Balears, Illes",Porcentaje de hogares unipersonales,2023,27.5,pct_hogares_unipersonales,porcentaje
"Balears, Illes","Balears, Illes",Porcentaje de población menor de 18 años,2023,16.7,pct_menor_18,porcentaje
"Balears, Illes","Balears, Illes",Porcentaje de población española,2023,79.3,pct_poblacion_espanola,porcentaje
"Balears, Illes","Balears, Illes",Tamaño medio del hogar,2023,2.7,tamano_medio_hogar,personas_por_hogar
Cataluña,Barcelona,Edad media de la población,2015,41.8,edad_media,años
Cataluña,Barcelona,Porcentaje de población de 65 y más años,2015,18.3,pct_65_mas,porcentaje
Cataluña,Barcelona,Porcentaje de hogares unipersonales,2015,25.5,pct_hogares_unipersonales,porcentaje
Cataluña,Barcelona,Porcentaje de población menor de 18 años,2015,18.4,pct_menor_18,porcentaje
Cataluña,Barcelona,Porcentaje de población española,2015,87.6,pct_poblacion_espanola,porcentaje
Cataluña,Barcelona,Tamaño medio del hogar,2015,2.6,tamano_medio_hogar,personas_por_hogar
Cataluña,Barcelona,Edad media de la población,2016,41.9,edad_media,años
Cataluña,Barcelona,Porcentaje de población de 65 y más años,2016,18.4,pct_65_mas,porcentaje
Cataluña,Barcelona,Porcentaje de hogares unipersonales,2016,26.0,pct_hogares_unipersonales,porcentaje
Cataluña,Barcelona,Porcentaje de población menor de 18 años,2016,18.4,pct_menor_18,porcentaje
Cataluña,Barcelona,Porcentaje de población española,2016,87.2,pct_poblacion_espanola,porcentaje
Cataluña,Barcelona,Tamaño medio del hogar,2016,2.6,tamano_medio_hogar,personas_por_hogar
Cataluña,Barcelona,Edad media de la población,2017,42.1,edad_media,años
Cataluña,Barcelona,Porcentaje de población de 65 y más años,2017,18.6,pct_65_mas,porcentaje
Cataluña,Barcelona,Porcentaje de hogares unipersonales,2017,26.1,pct_hogares_unipersonales,porcentaje
Cataluña,Barcelona,Porcentaje de población menor de 18 años,2017,18.4,pct_menor_18,porcentaje
Cataluña,Barcelona,Porcentaje de población española,2017,86.7,pct_poblacion_espanola,porcentaje
Cataluña,Barcelona,Tamaño medio del hogar,2017,2.6,tamano_medio_hogar,personas_por_hogar
Cataluña,Barcelona,Edad media de la población,2018,42.2,edad_media,años
Cataluña,Barcelona,Porcentaje de población de 65 y más años,2018,18.8,pct_65_mas,porcentaje
Cataluña,Barcelona,Porcentaje de hogares unipersonales,2018,26.2,pct_hogares_unipersonales,porcentaje
Cataluña,Barcelona,Porcentaje de población menor de 18 años,2018,18.2,pct_menor_18,porcentaje
Cataluña,Barcelona,Porcentaje de población española,2018,85.8,pct_poblacion_espanola,porcentaje
Cataluña,Barcelona,Tamaño medio del hogar,2018,2.6,tamano_medio_hogar,personas_por_hogar
Cataluña,Barcelona,Edad media de la población,2019,42.4,edad_media,años
Cataluña,Barcelona,Porcentaje de población de 65 y más años,2019,18.9,pct_65_mas,porcentaje
Cataluña,Barcelona,Porcentaje de hogares unipersonales,2019,26.1,pct_hogares_unipersonales,porcentaje
Cataluña,Barcelona,Porcentaje de población menor de 18 años,2019,18.0,pct_menor_18,porcentaje
Cataluña,Barcelona,Porcentaje de población española,2019,84.6,pct_poblacion_espanola,porcentaje
Cataluña,Barcelona,Tamaño medio del hogar,2019,2.6,tamano_medio_hogar,personas_por_hogar
Cataluña,Barcelona,Edad media de la población,2020,42.6,edad_media,años
Cataluña,Barcelona,Porcentaje de población de 65 y más años,2020,19.0,pct_65_mas,porcentaje
Cataluña,Barcelona,Porcentaje de hogares unipersonales,2020,26.4,pct_hogares_unipersonales,porcentaje
Cataluña,Barcelona,Porcentaje de población menor de 18 años,2020,17.7,pct_menor_18,porcentaje
Cataluña,Barcelona,Porcentaje de población española,2020,84.8,pct_poblacion_espanola,porcentaje
