comunidad_autonoma,provincia,indicador,anio,valor,variable,unidad
Galicia,Lugo,Población,2019,324.326,poblacion,personas
Galicia,Lugo,Tamaño medio del hogar,2019,2.4,tamano_medio_hogar,personas_por_hogar
Galicia,Lugo,Edad media de la población,2020,49.6,edad_media,años
Galicia,Lugo,Porcentaje de población de 65 y más años,2020,29.3,pct_65_mas,porcentaje
Galicia,Lugo,Porcentaje de hogares unipersonales,2020,33.6,pct_hogares_unipersonales,porcentaje
Galicia,Lugo,Porcentaje de población menor de 18 años,2020,12.2,pct_menor_18,porcentaje
Galicia,Lugo,Porcentaje de población española,2020,94.9,pct_poblacion_espanola,porcentaje
Galicia,Lugo,Población,2020,322.597,poblacion,personas
Galicia,Lugo,Tamaño medio del hogar,2020,2.3,tamano_medio_hogar,personas_por_hogar
Galicia,Lugo,Edad media de la población,2021,49.8,edad_media,años
Galicia,Lugo,Porcentaje de población de 65 y más años,2021,29.6,pct_65_mas,porcentaje
Galicia,Lugo,Porcentaje de hogares unipersonales,2021,34.2,pct_hogares_unipersonales,porcentaje
Galicia,Lugo,Porcentaje de población menor de 18 años,2021,12.2,pct_menor_18,porcentaje
Galicia,Lugo,Porcentaje de población española,2021,94.8,pct_poblacion_espanola,porcentaje
Galicia,Lugo,Población,2021,320.632,poblacion,personas
Galicia,Lugo,Tamaño medio del hogar,2021,2.3,tamano_medio_hogar,personas_por_hogar
Galicia,Lugo,Edad media de la población,2022,49.8,edad_media,años
Galicia,Lugo,Porcentaje de población de 65 y más años,2022,29.7,pct_65_mas,porcentaje
Galicia,Lugo,Porcentaje de hogares unipersonales,2022,34.8,pct_hogares_unipersonales,porcentaje
Galicia,Lugo,Porcentaje de población menor de 18 años,2022,12.2,pct_menor_18,porcentaje
Galicia,Lugo,Porcentaje de población española,2022,94.1,pct_poblacion_espanola,porcentaje
Galicia,Lugo,Población,2022,320.843,poblacion,personas
Galicia,Lugo,Tamaño medio del hogar,2022,2.3,tamano_medio_hogar,personas_por_hogar
Galicia,Lugo,Edad media de la población,2023,49.9,edad_media,años
Galicia,Lugo,Porcentaje de población de 65 y más años,2023,29.9,pct_65_mas,porcentaje
Galicia,Lugo,Porcentaje de hogares unipersonales,2023,35.1,pct_hogares_unipersonales,porcentaje
Galicia,Lugo,Porcentaje de población menor de 18 años,2023,12.2,pct_menor_18,porcentaje
Galicia,Lugo,Porcentaje de población española,2023,93.3,pct_poblacion_espanola,porcentaje
Galicia,Lugo,Población,2023,321.251,poblacion,personas
Galicia,Lugo,Tamaño medio del hogar,2023,2.3,tamano_medio_hogar,personas_por_hogar
"Madrid, Comunidad de",Madrid,Edad media de la población,2015,41.1,edad_media,años
"Madrid, Comunidad de",Madrid,Porcentaje de población de 65 y más años,2015,16.8,pct_65_mas,porcentaje
"Madrid, Comunidad de",Madrid,Porcentaje de hogares unipersonales,2015,25.5,pct_hogares_unipersonales,porcentaje
"Madrid, Comunidad de",Madrid,Porcentaje de población menor de 18 años,2015,18.5,pct_menor_18,porcentaje
"Madrid, Comunidad de",Madrid,Porcentaje de población española,2015,87.7,pct_poblacion_espanola,porcentaje
"Madrid, Comunidad de",Madrid,Tamaño medio del hogar,2015,2.7,tamano_medio_hogar,personas_por_hogar
"Madrid, Comunidad de",Madrid,Edad media de la población,2016,41.3,edad_media,años
"Madrid, Comunidad de",Madrid,Porcentaje de población de 65 y más años,2016,17.1,pct_65_mas,porcentaje
"Madrid, Comunidad de",Madrid,Porcentaje de hogares unipersonales,2016,25.6,pct_hogares_unipersonales,porcentaje
"Madrid, Comunidad de",Madrid,Porcentaje de población menor de 18 años,2016,18.6,pct_menor_18,porcentaje
"Madrid, Comunidad de",Madrid,Porcentaje de población española,2016,87.8,pct_poblacion_espanola,porcentaje
"Madrid, Comunidad de",Madrid,Tamaño medio del hogar,2016,2.7,tamano_medio_hogar,personas_por_hogar
"Madrid, Comunidad de",Madrid,Edad media de la población,2017,41.5,edad_media,años
"Madrid, Comunidad de",Madrid,Porcentaje de población de 65 y más años,2017,17.3,pct_65_mas,porcentaje
"Madrid, Comunidad de",Madrid,Porcentaje de hogares unipersonales,2017,25.6,pct_hogares_unipersonales,porcentaje
"Madrid, Comunidad de",Madrid,Porcentaje de población menor de 18 años,2017,18.5,pct_menor_18,porcentaje
"Madrid, Comunidad de",Madrid,Porcentaje de población española,2017,87.4,pct_poblacion_espanola,porcentaje
"Madrid, Comunidad de",Madrid,Tamaño medio del hogar,2017,2.7,tamano_medio_hogar,personas_por_hogar
"Madrid, Comunidad de",Madrid,Edad media de la población,2018,41.7,edad_media,años
"Madrid, Comunidad de",Madrid,Porcentaje de población de 65 y más años,2018,17.5,pct_65_mas,porcentaje
"Madrid, Comunidad de",Madrid,Porcentaje de hogares unipersonales,2018,25.7,pct_hogares_unipersonales,porcentaje
"Madrid, Comunidad de",Madrid,Porcentaje de población menor de 18 años,2018,18.3,pct_menor_18,porcentaje
"Madrid, Comunidad de",Madrid,Porcentaje de población española,2018,86.8,pct_poblacion_espanola,porcentaje
"Madrid, Comunidad de",Madrid,Tamaño medio del hogar,2018,2.7,tamano_medio_hogar,personas_por_hogar
"Madrid, Comunidad de",Madrid,Edad media de la población,2019,41.9,edad_media,años
"Madrid, Comunidad de",Madrid,Porcentaje de población de 65 y más años,2019,17.7,pct_65_mas,porcentaje
"Madrid, Comunidad de",Madrid,Porcentaje de hogares unipersonales,2019,25.6,pct_hogares_unipersonales,porcentaje
"Madrid, Comunidad de",Madrid,Porcentaje de población menor de 18 años,2019,18.0,pct_menor_18,porcentaje
"Madrid, Comunidad de",Madrid,Porcentaje de población española,2019,85.9,pct_poblacion_espanola,porcentaje
"Madrid, Comunidad de",Madrid,Tamaño medio del hogar,2019,2.7,tamano_medio_hogar,personas_por_hogar
"Madrid, Comunidad de",Madrid,Edad media de la población,2020,42.2,edad_media,años
"Madrid, Comunidad de",Madrid,Porcentaje de población de 65 y más años,2020,17.9,pct_65_mas,porcentaje
"Madrid, Comunidad de",Madrid,Porcentaje de hogares unipersonales,2020,26.1,pct_hogares_unipersonales,porcentaje
"Madrid, Comunidad de",Madrid,Porcentaje de población menor de 18 años,2020,17.8,pct_menor_18,porcentaje
"Madrid, Comunidad de",Madrid,Porcentaje de población española,2020,85.9,pct_poblacion_espanola,porcentaje
"Madrid, Comunidad de",Madrid,Tamaño medio del hogar,2020,2.7,tamano_medio_hogar,personas_por_hogar
"Madrid, Comunidad de",Madrid,Edad media de la población,2021,42.5,edad_media,años
"Madrid, Comunidad de",Madrid,Porcentaje de población de 65 y más años,2021,18.2,pct_65_mas,porcentaje
"Madrid, Comunidad de",Madrid,Porcentaje de hogares unipersonales,2021,26.4,pct_hogares_unipersonales,porcentaje
"Madrid, Comunidad de",Madrid,Porcentaje de población menor de 18 años,2021,17.6,pct_menor_18,porcentaje
"Madrid, Comunidad de",Madrid,Porcentaje de población española,2021,85.9,pct_poblacion_espanola,porcentaje
"Madrid, Comunidad de",Madrid,Tamaño medio del hogar,2021,2.6,tamano_medio_hogar,personas_por_hogar
"Madrid, Comunidad de",Madrid,Edad media de la población,2022,42.6,edad_media,años
"Madrid, Comunidad de",Madrid,Porcentaje de población de 65 y más años,2022,18.3,pct_65_mas,porcentaje
"Madrid, Comunidad de",Madrid,Porcentaje de hogares unipersonales,2022,26.6,pct_hogares_unipersonales,porcentaje
"Madrid, Comunidad de",Madrid,Porcentaje de población menor de 18 años,2022,17.3,pct_menor_18,porcentaje
"Madrid, Comunidad de",Madrid,Porcentaje de población española,2022,85.2,pct_poblacion_espanola,porcentaje
"Madrid, Comunidad de",Madrid,Tamaño medio del hogar,2022,2.6,tamano_medio_hogar,personas_por_hogar
"Madrid, Comunidad de",Madrid,Edad media de la población,2023,42.7,edad_media,años
"Madrid, Comunidad de",Madrid,Porcentaje de población de 65 y más años,2023,18.5,pct_65_mas,porcentaje
"Madrid, Comunidad de",Madrid,Porcentaje de hogares unipersonales,2023,26.4,pct_hogares_unipersonales,porcentaje
"Madrid, Comunidad de",Madrid,Porcentaje de población menor de 18 años,2023,16.9,pct_menor_18,porcentaje
"Madrid, Comunidad de",Madrid,Porcentaje de población española,2023,84.5,pct_poblacion_espanola,porcentaje
"Madrid, Comunidad de",Madrid,Tamaño medio del hogar,2023,2.6,tamano_medio_hogar,personas_por_hogar
Melilla,Melilla,Edad media de la población,2015,34.8,edad_media,años
Melilla,Melilla,Porcentaje de población de 65 y más años,2015,9.9,pct_65_mas,porcentaje
Melilla,Melilla,Porcentaje de hogares unipersonales,2015,18.6,pct_hogares_unipersonales,porcentaje
Melilla,Melilla,Porcentaje de población menor de 18 años,2015,26.9,pct_menor_18,porcentaje
Melilla,Melilla,Porcentaje de población española,2015,84.5,pct_poblacion_espanola,porcentaje
Melilla,Melilla,Población,2015,82.079,poblacion,personas
Melilla,Melilla,Tamaño medio del hogar,2015,3.2,tamano_medio_hogar,personas_por_hogar
Melilla,Melilla,Edad media de la población,2016,34.9,edad_media,años
Melilla,Melilla,Porcentaje de población de 65 y más años,2016,10.0,pct_65_mas,porcentaje
Melilla,Melilla,Porcentaje de hogares unipersonales,2016,18.6,pct_hogares_unipersonales,porcentaje
Melilla,Melilla,Porcentaje de población menor de 18 años,2016,27.1,pct_menor_18,porcentaje
Melilla,Melilla,Porcentaje de población española,2016,84.5,pct_poblacion_espanola,porcentaje
Melilla,Melilla,Población,2016,82.369,poblacion,personas
Melilla,Melilla,Tamaño medio del hogar,2016,3.2,tamano_medio_hogar,personas_por_hogar
Melilla,Melilla,Edad media de la población,2017,35.0,edad_media,años
Melilla,Melilla,Porcentaje de población de 65 y más años,2017,10.2,pct_65_mas,porcentaje
Melilla,Melilla,Porcentaje de hogares unipersonales,2017,19.0,pct_hogares_unipersonales,porcentaje
Melilla,Melilla,Porcentaje de población menor de 18 años,2017,27.2,pct_menor_18,porcentaje
Melilla,Melilla,Porcentaje de población española,2017,84.4,pct_poblacion_espanola,porcentaje
Melilla,Melilla,Población,2017,82.829,poblacion,personas
Melilla,Melilla,Tamaño medio del hogar,2017,3.2,tamano_medio_hogar,personas_por_hogar
Melilla,Melilla,Edad media de la población,2018,35.3,edad_media,años
Melilla,Melilla,Porcentaje de población de 65 y más años,2018,10.5,pct_65_mas,porcentaje
Melilla,Melilla,Porcentaje de hogares unipersonales,2018,19.2,pct_hogares_unipersonales,porcentaje
Melilla,Melilla,Porcentaje de población menor de 18 años,2018,26.9,pct_menor_18,porcentaje
Melilla,Melilla,Porcentaje de población española,2018,84.7,pct_poblacion_espanola,porcentaje
Melilla,Melilla,Población,2018,82.895,poblacion,personas
Melilla,Melilla,Tamaño medio del hogar,2018,3.2,tamano_medio_hogar,personas_por_hogar
Melilla,Melilla,Edad media de la población,2019,35.6,edad_media,años
Melilla,Melilla,Porcentaje de población de 65 y más años,2019,10.8,pct_65_mas,porcentaje
Melilla,Melilla,Porcentaje de hogares unipersonales,2019,19.2,pct_hogares_unipersonales,porcentaje
Melilla,Melilla,Porcentaje de población menor de 18 años,2019,26.6,pct_menor_18,porcentaje
Melilla,Melilla,Porcentaje de población española,2019,84.7,pct_poblacion_espanola,porcentaje
Melilla,Melilla,Población,2019,83.5,poblacion,personas
Melilla,Melilla,Tamaño medio del hogar,2019,3.2,tamano_medio_hogar,personas_por_hogar
Melilla,Melilla,Edad media de la población,2020,35.9,edad_media,años
Melilla,Melilla,Porcentaje de población de 65 y más años,2020,11.1,pct_65_mas,porcentaje
Melilla,Melilla,Porcentaje de hogares unipersonales,2020,19.5,pct_hogares_unipersonales,porcentaje
Melilla,Melilla,Porcentaje de población menor de 18 años,2020,26.2,pct_menor_18,porcentaje
Melilla,Melilla,Porcentaje de población española,2020,85.4,pct_poblacion_espanola,porcentaje
Melilla,Melilla,Población,2020,83.025,poblacion,personas
Melilla,Melilla,Tamaño medio del hogar,2020,3.3,tamano_medio_hogar,personas_por_hogar
Melilla,Melilla,Edad media de la población,2021,36.2,edad_media,años
Melilla,Melilla,Porcentaje de población de 65 y más años,2021,11.4,pct_65_mas,porcentaje
Melilla,Melilla,Porcentaje de hogares unipersonales,2021,20.3,pct_hogares_unipersonales,porcentaje
Melilla,Melilla,Porcentaje de población menor de 18 años,2021,25.5,pct_menor_18,porcentaje
Melilla,Melilla,Porcentaje de población española,2021,86.3,pct_poblacion_espanola,porcentaje
Melilla,Melilla,Población,2021,82.079,poblacion,personas
Melilla,Melilla,Tamaño medio del hogar,2021,3.3,tamano_medio_hogar,personas_por_hogar
Melilla,Melilla,Edad media de la población,2022,36.5,edad_media,años
Melilla,Melilla,Porcentaje de población de 65 y más años,2022,11.9,pct_65_mas,porcentaje
Melilla,Melilla,Porcentaje de hogares unipersonales,2022,20.3,pct_hogares_unipersonales,porcentaje
Melilla,Melilla,Porcentaje de población menor de 18 años,2022,25.1,pct_menor_18,porcentaje
Melilla,Melilla,Porcentaje de población española,2022,86.7,pct_poblacion_espanola,porcentaje
Melilla,Melilla,Población,2022,82.878,poblacion,personas
Melilla,Melilla,Tamaño medio del hogar,2022,3.2,tamano_medio_hogar,personas_por_hogar
Melilla,Melilla,Edad media de la población,2023,36.9,edad_media,años
Melilla,Melilla,Porcentaje de población de 65 y más años,2023,12.4,pct_65_mas,porcentaje
Melilla,Melilla,Porcentaje de hogares unipersonales,2023,20.7,pct_hogares_unipersonales,porcentaje
Melilla,Melilla,Porcentaje de población menor de 18 años,2023,24.5,pct_menor_18,porcentaje
Melilla,Melilla,Porcentaje de población española,2023,87.2,pct_poblacion_espanola,porcentaje
Melilla,Melilla,Población,2023,83.36,poblacion,personas
Melilla,Melilla,Tamaño medio del hogar,2023,3.2,tamano_medio_hogar,personas_por_hogar
"Murcia, Región de",Murcia,Edad media de la población,2015,39.2,edad_media,años
"Murcia, Región de",Murcia,Porcentaje de población de 65 y más años,2015,15.1,pct_65_mas,porcentaje
"Murcia, Región de",Murcia,Porcentaje de hogares unipersonales,2015,23.3,pct_hogares_unipersonales,porcentaje
"Murcia, Región de",Murcia,Porcentaje de población menor de 18 años,2015,21.0,pct_menor_18,porcentaje
"Murcia, Región de",Murcia,Porcentaje de población española,2015,86.3,pct_poblacion_espanola,porcentaje
"Murcia, Región de",Murcia,Tamaño medio del hogar,2015,2.9,tamano_medio_hogar,personas_por_hogar
"Murcia, Región de",Murcia,Edad media de la población,2016,39.5,edad_media,años
"Murcia, Región de",Murcia,Porcentaje de población de 65 y más años,2016,15.2,pct_65_mas,porcentaje
"Murcia, Región de",Murcia,Porcentaje de hogares unipersonales,2016,23.4,pct_hogares_unipersonales,porcentaje
"Murcia, Región de",Murcia,Porcentaje de población menor de 18 años,2016,21.0,pct_menor_18,porcentaje
"Murcia, Región de",Murcia,Porcentaje de población española,2016,86.5,pct_poblacion_espanola,porcentaje
"Murcia, Región de",Murcia,Tamaño medio del hogar,2016,2.9,tamano_medio_hogar,personas_por_hogar
"Murcia, Región de",Murcia,Edad media de la población,2017,39.7,edad_media,años
"Murcia, Región de",Murcia,Porcentaje de población de 65 y más años,2017,15.4,pct_65_mas,porcentaje
"Murcia, Región de",Murcia,Porcentaje de hogares unipersonales,2017,23.5,pct_hogares_unipersonales,porcentaje
"Murcia, Región de",Murcia,Porcentaje de población menor de 18 años,2017,20.9,pct_menor_18,porcentaje
"Murcia, Región de",Murcia,Porcentaje de población española,2017,86.3,pct_poblacion_espanola,porcentaje
"Murcia, Región de",Murcia,Tamaño medio del hogar,2017,2.9,tamano_medio_hogar,personas_por_hogar
"Murcia, Región de",Murcia,Edad media de la población,2018,40.0,edad_media,años
"Murcia, Región de",Murcia,Porcentaje de población de 65 y más años,2018,15.6,pct_65_mas,porcentaje
"Murcia, Región de",Murcia,Porcentaje de hogares unipersonales,2018,23.7,pct_hogares_unipersonales,porcentaje
"Murcia, Región de",Murcia,Porcentaje de población menor de 18 años,2018,20.6,pct_menor_18,porcentaje
"Murcia, Región de",Murcia,Porcentaje de población española,2018,85.9,pct_poblacion_espanola,porcentaje
"Murcia, Región de",Murcia,Tamaño medio del hogar,2018,2.8,tamano_medio_hogar,personas_por_hogar
"Murcia, Región de",Murcia,Edad media de la población,2019,40.2,edad_media,años
"Murcia, Región de",Murcia,Porcentaje de población de 65 y más años,2019,15.8,pct_65_mas,porcentaje
"Murcia, Región de",Murcia,Porcentaje de hogares unipersonales,2019,23.8,pct_hogares_unipersonales,porcentaje
"Murcia, Región de",Murcia,Porcentaje de población menor de 18 años,2019,20.4,pct_menor_18,porcentaje
"Murcia, Región de",Murcia,Porcentaje de población española,2019,85.3,pct_poblacion_espanola,porcentaje
"Murcia, Región de",Murcia,Tamaño medio del hogar,2019,2.8,tamano_medio_hogar,personas_por_hogar
"Murcia, Región de",Murcia,Edad media de la población,2020,40.5,edad_media,años
"Murcia, Región de",Murcia,Porcentaje de población de 65 y más años,2020,16.0,pct_65_mas,porcentaje
"Murcia, Región de",Murcia,Porcentaje de hogares unipersonales,2020,24.0,pct_hogares_unipersonales,porcentaje
"Murcia, Región de",Murcia,Porcentaje de población menor de 18 años,2020,20.1,pct_menor_18,porcentaje
"Murcia, Región de",Murcia,Porcentaje de población española,2020,85.4,pct_poblacion_espanola,porcentaje
"Murcia, Región de",Murcia,Tamaño medio del hogar,2020,2.8,tamano_medio_hogar,personas_por_hogar
"Murcia, Región de",Murcia,Edad media de la población,2021,40.7,edad_media,años
"Murcia, Región de",Murcia,Porcentaje de población de 65 y más años,2021,16.1,pct_65_mas,porcentaje
"Murcia, Región de",Murcia,Porcentaje de hogares unipersonales,2021,24.3,pct_hogares_unipersonales,porcentaje
"Murcia, Región de",Murcia,Porcentaje de población menor de 18 años,2021,19.9,pct_menor_18,porcentaje
"Murcia, Región de",Murcia,Porcentaje de población española,2021,85.2,pct_poblacion_espanola,porcentaje
"Murcia, Región de",Murcia,Tamaño medio del hogar,2021,2.8,tamano_medio_hogar,personas_por_hogar
"Murcia, Región de",Murcia,Edad media de la población,2022,40.9,edad_media,años
"Murcia, Región de",Murcia,Porcentaje de población de 65 y más años,2022,16.3,pct_65_mas,porcentaje
"Murcia, Región de",Murcia,Porcentaje de hogares unipersonales,2022,24.5,pct_hogares_unipersonales,porcentaje
"Murcia, Región de",Murcia,Porcentaje de población menor de 18 años,2022,19.7,pct_menor_18,porcentaje
"Murcia, Región de",Murcia,Porcentaje de población española,2022,85.1,pct_poblacion_espanola,porcentaje
"Murcia, Región de",Murcia,Tamaño medio del hogar,2022,2.8,tamano_medio_hogar,personas_por_hogar
"Murcia, Región de",Murcia,Edad media de la población,2023,41.1,edad_media,años
"Murcia, Región de",Murcia,Porcentaje de población de 65 y más años,2023,16.6,pct_65_mas,porcentaje
"Murcia, Región de",Murcia,Porcentaje de hogares unipersonales,2023,24.8,pct_hogares_unipersonales,porcentaje
"Murcia, Región de",Murcia,Porcentaje de población menor de 18 años,2023,19.4,pct_menor_18,porcentaje
"Murcia, Región de",Murcia,Porcentaje de población española,2023,84.9,pct_poblacion_espanola,porcentaje
"Murcia, Región de",Murcia,Tamaño medio del hogar,2023,2.8,tamano_medio_hogar,personas_por_hogar
Andalucía,Málaga,Edad media de la población,2015,40.6,edad_media,años
Andalucía,Málaga,Porcentaje de población de 65 y más años,2015,16.5,pct_65_mas,porcentaje
Andalucía,Málaga,Porcentaje de hogares unipersonales,2015,28.3,pct_hogares_unipersonales,porcentaje
Andalucía,Málaga,Porcentaje de población menor de 18 años,2015,19.2,pct_menor_18,porcentaje
Andalucía,Málaga,Porcentaje de población española,2015,85.3,pct_poblacion_espanola,porcentaje
Andalucía,Málaga,Tamaño medio del hogar,2015,2.6,tamano_medio_hogar,personas_por_hogar
Andalucía,Málaga,Edad media de la población,2016,40.9,edad_media,años
Andalucía,Málaga,Porcentaje de población de 65 y más años,2016,16.7,pct_65_mas,porcentaje
Andalucía,Málaga,Porcentaje de hogares unipersonales,2016,28.4,pct_hogares_unipersonales,porcentaje
Andalucía,Málaga,Porcentaje de población menor de 18 años,2016,19.2,pct_menor_18,porcentaje
Andalucía,Málaga,Porcentaje de población española,2016,85.7,pct_poblacion_espanola,porcentaje
Andalucía,Málaga,Tamaño medio del hogar,2016,2.6,tamano_medio_hogar,personas_por_hogar
Andalucía,Málaga,Edad media de la población,2017,41.1,edad_media,años
Andalucía,Málaga,Porcentaje de población de 65 y más años,2017,16.9,pct_65_mas,porcentaje
Andalucía,Málaga,Porcentaje de hogares unipersonales,2017,28.2,pct_hogares_unipersonales,porcentaje
Andalucía,Málaga,Porcentaje de población menor de 18 años,2017,19.2,pct_menor_18,porcentaje
Andalucía,Málaga,Porcentaje de población española,2017,85.5,pct_poblacion_espanola,porcentaje
Andalucía,Málaga,Tamaño medio del hogar,2017,2.6,tamano_medio_hogar,personas_por_hogar
Andalucía,Málaga,Edad media de la población,2018,41.4,edad_media,años
Andalucía,Málaga,Porcentaje de población de 65 y más años,2018,17.2,pct_65_mas,porcentaje
Andalucía,Málaga,Porcentaje de hogares unipersonales,2018,28.4,pct_hogares_unipersonales,porcentaje
Andalucía,Málaga,Porcentaje de población menor de 18 años,2018,18.9,pct_menor_18,porcentaje
Andalucía,Málaga,Porcentaje de población española,2018,84.8,pct_poblacion_espanola,porcentaje
Andalucía,Málaga,Tamaño medio del hogar,2018,2.6,tamano_medio_hogar,personas_por_hogar
Andalucía,Málaga,Edad media de la población,2019,41.7,edad_media,años
Andalucía,Málaga,Porcentaje de población de 65 y más años,2019,17.5,pct_65_mas,porcentaje
Andalucía,Málaga,Porcentaje de hogares unipersonales,2019,28.3,pct_hogares_unipersonales,porcentaje
Andalucía,Málaga,Porcentaje de población menor de 18 años,2019,18.6,pct_menor_18,porcentaje
Andalucía,Málaga,Porcentaje de población española,2019,84.0,pct_poblacion_espanola,porcentaje
Andalucía,Málaga,Tamaño medio del hogar,2019,2.6,tamano_medio_hogar,personas_por_hogar
Andalucía,Málaga,Edad media de la población,2020,42.1,edad_media,años
Andalucía,Málaga,Porcentaje de población de 65 y más años,2020,17.8,pct_65_mas,porcentaje
Andalucía,Málaga,Porcentaje de hogares unipersonales,2020,28.4,pct_hogares_unipersonales,porcentaje
Andalucía,Málaga,Porcentaje de población menor de 18 años,2020,18.3,pct_menor_18,porcentaje
Andalucía,Málaga,Porcentaje de población española,2020,83.9,pct_poblacion_espanola,porcentaje
Andalucía,Málaga,Tamaño medio del hogar,2020,2.6,tamano_medio_hogar,personas_por_hogar
Andalucía,Málaga,Edad media de la población,2021,42.4,edad_media,años
Andalucía,Málaga,Porcentaje de población de 65 y más años,2021,18.1,pct_65_mas,porcentaje
Andalucía,Málaga,Porcentaje de hogares unipersonales,2021,28.8,pct_hogares_unipersonales,porcentaje
Andalucía,Málaga,Porcentaje de población menor de 18 años,2021,18.1,pct_menor_18,porcentaje
Andalucía,Málaga,Porcentaje de población española,2021,83.3,pct_poblacion_espanola,porcentaje
Andalucía,Málaga,Tamaño medio del hogar,2021,2.5,tamano_medio_hogar,personas_por_hogar
Andalucía,Málaga,Edad media de la población,2022,42.6,edad_media,años
Andalucía,Málaga,Porcentaje de población de 65 y más años,2022,18.4,pct_65_mas,porcentaje
Andalucía,Málaga,Porcentaje de hogares unipersonales,2022,28.9,pct_hogares_unipersonales,porcentaje
Andalucía,Málaga,Porcentaje de población menor de 18 años,2022,17.8,pct_menor_18,porcentaje
Andalucía,Málaga,Porcentaje de población española,2022,82.4,pct_poblacion_espanola,porcentaje
Andalucía,Málaga,Tamaño medio del hogar,2022,2.5,tamano_medio_hogar,personas_por_hogar
Andalucía,Málaga,Edad media de la población,2023,42.8,edad_media,años
Andalucía,Málaga,Porcentaje de población de 65 y más años,2023,18.7,pct_65_mas,porcentaje
Andalucía,Málaga,Porcentaje de hogares unipersonales,2023,29.1,pct_hogares_unipersonales,porcentaje
Andalucía,Málaga,Porcentaje de población menor de 18 años,2023,17.4,pct_menor_18,porcentaje
Andalucía,Málaga,Porcentaje de población española,2023,81.9,pct_poblacion_espanola,porcentaje
Andalucía,Málaga,Tamaño medio del hogar,2023,2.5,tamano_medio_hogar,personas_por_hogar
"Navarra, Comunidad Foral de",Navarra,Edad media de la población,2015,42.1,edad_media,años
"Navarra, Comunidad Foral de",Navarra,Porcentaje de población de 65 y más años,2015,18.8,pct_65_mas,porcentaje
"Navarra, Comunidad Foral de",Navarra,Porcentaje de hogares unipersonales,2015,27.7,pct_hogares_unipersonales,porcentaje
"Navarra, Comunidad Foral de",Navarra,Porcentaje de población menor de 18 años,2015,18.8,pct_menor_18,porcentaje
"Navarra, Comunidad Foral de",Navarra,Porcentaje de población española,2015,91.4,pct_poblacion_espanola,porcentaje
"Navarra, Comunidad Foral de",Navarra,Población,2015,634.91,poblacion,personas
"Navarra, Comunidad Foral de",Navarra,Tamaño medio del hogar,2015,2.6,tamano_medio_hogar,personas_por_hogar
"Navarra, Comunidad Foral de",Navarra,Edad media de la población,2016,42.3,edad_media,años
"Navarra, Comunidad Foral de",Navarra,Porcentaje de población de 65 y más años,2016,19.1,pct_65_mas,porcentaje
"Navarra, Comunidad Foral de",Navarra,Porcentaje de hogares unipersonales,2016,27.8,pct_hogares_unipersonales,porcentaje
"Navarra, Comunidad Foral de",Navarra,Porcentaje de población menor de 18 años,2016,18.8,pct_menor_18,porcentaje
"Navarra, Comunidad Foral de",Navarra,Porcentaje de población española,2016,91.5,pct_poblacion_espanola,porcentaje
"Navarra, Comunidad Foral de",Navarra,Población,2016,637.392,poblacion,personas
"Navarra, Comunidad Foral de",Navarra,Tamaño medio del hogar,2016,2.6,tamano_medio_hogar,personas_por_hogar
"Navarra, Comunidad Foral de",Navarra,Edad media de la población,2017,42.4,edad_media,años
"Navarra, Comunidad Foral de",Navarra,Porcentaje de población de 65 y más años,2017,19.2,pct_65_mas,porcentaje
"Navarra, Comunidad Foral de",Navarra,Porcentaje de hogares unipersonales,2017,27.8,pct_hogares_unipersonales,porcentaje
"Navarra, Comunidad Foral de",Navarra,Porcentaje de población menor de 18 años,2017,18.8,pct_menor_18,porcentaje
"Navarra, Comunidad Foral de",Navarra,Porcentaje de población española,2017,90.9,pct_poblacion_espanola,porcentaje
"Navarra, Comunidad Foral de",Navarra,Población,2017,642.202,poblacion,personas
"Navarra, Comunidad Foral de",Navarra,Tamaño medio del hogar,2017,2.6,tamano_medio_hogar,personas_por_hogar
"Navarra, Comunidad Foral de",Navarra,Edad media de la población,2018,42.6,edad_media,años
"Navarra, Comunidad Foral de",Navarra,Porcentaje de población de 65 y más años,2018,19.4,pct_65_mas,porcentaje
"Navarra, Comunidad Foral de",Navarra,Porcentaje de hogares unipersonales,2018,27.9,pct_hogares_unipersonales,porcentaje
"Navarra, Comunidad Foral de",Navarra,Porcentaje de población menor de 18 años,2018,18.7,pct_menor_18,porcentaje
"Navarra, Comunidad Foral de",Navarra,Porcentaje de población española,2018,90.2,pct_poblacion_espanola,porcentaje
"Navarra, Comunidad Foral de",Navarra,Población,2018,644.725,poblacion,personas
"Navarra, Comunidad Foral de",Navarra,Tamaño medio del hogar,2018,2.6,tamano_medio_hogar,personas_por_hogar
"Navarra, Comunidad Foral de",Navarra,Edad media de la población,2019,42.7,edad_media,años
"Navarra, Comunidad Foral de",Navarra,Porcentaje de población de 65 y más años,2019,19.5,pct_65_mas,porcentaje
"Navarra, Comunidad Foral de",Navarra,Porcentaje de hogares unipersonales,2019,28.0,pct_hogares_unipersonales,porcentaje
"Navarra, Comunidad Foral de",Navarra,Porcentaje de población menor de 18 años,2019,18.6,pct_menor_18,porcentaje
"Navarra, Comunidad Foral de",Navarra,Porcentaje de población española,2019,89.3,pct_poblacion_espanola,porcentaje
"Navarra, Comunidad Foral de",Navarra,Población,2019,651.06,poblacion,personas
"Navarra, Comunidad Foral de",Navarra,Tamaño medio del hogar,2019,2.6,tamano_medio_hogar,personas_por_hogar
