provincia,anio,trimestre,periodo,superficie_m2
Pontevedra,2005,3,2005-T3,144.4
Pontevedra,2005,4,2005-T4,175.5
Pontevedra,2006,1,2006-T1,165.2
Pontevedra,2006,2,2006-T2,67.3
Pontevedra,2006,3,2006-T3,125.9
Pontevedra,2006,4,2006-T4,123.4
Pontevedra,2007,1,2007-T1,46.9
Pontevedra,2007,2,2007-T2,66.7
Pontevedra,2007,3,2007-T3,48.29769
Pontevedra,2007,4,2007-T4,81.6
Pontevedra,2008,1,2008-T1,33.1
Pontevedra,2008,2,2008-T2,29.8
Pontevedra,2008,3,2008-T3,33.8
Pontevedra,2008,4,2008-T4,51.68
Pontevedra,2009,1,2009-T1,32.35
Pontevedra,2009,2,2009-T2,34.69
Pontevedra,2009,3,2009-T3,72.0
Pontevedra,2009,4,2009-T4,63.44
Pontevedra,2010,1,2010-T1,52.27
Pontevedra,2010,2,2010-T2,35.12
Pontevedra,2010,3,2010-T3,25.69
Pontevedra,2010,4,2010-T4,55.53
Pontevedra,2011,1,2011-T1,24.97
Pontevedra,2011,2,2011-T2,30.36
Pontevedra,2011,3,2011-T3,20.95
Pontevedra,2011,4,2011-T4,17.77
Pontevedra,2012,1,2012-T1,14.69
Pontevedra,2012,2,2012-T2,47.56
Pontevedra,2012,3,2012-T3,5.26
Pontevedra,2012,4,2012-T4,37.93
Pontevedra,2013,1,2013-T1,13.17
Pontevedra,2013,2,2013-T2,29.1
Pontevedra,2013,3,2013-T3,26.51
Pontevedra,2013,4,2013-T4,35.79
Pontevedra,2014,1,2014-T1,22.61
Pontevedra,2014,2,2014-T2,25.0
Pontevedra,2014,3,2014-T3,28.22
Pontevedra,2014,4,2014-T4,39.38
Pontevedra,2015,1,2015-T1,24.57
Pontevedra,2015,2,2015-T2,40.81
Pontevedra,2015,3,2015-T3,49.65
Pontevedra,2015,4,2015-T4,116.61
Pontevedra,2016,1,2016-T1,24.28
Pontevedra,2016,2,2016-T2,41.49
Pontevedra,2016,3,2016-T3,19.99
Pontevedra,2016,4,2016-T4,21.54
Pontevedra,2017,1,2017-T1,26.21
Pontevedra,2017,2,2017-T2,70.51
Pontevedra,2017,3,2017-T3,36.48
Pontevedra,2017,4,2017-T4,44.73
Pontevedra,2018,1,2018-T1,60.55
Pontevedra,2018,2,2018-T2,58.04
Pontevedra,2018,3,2018-T3,42.75
Pontevedra,2018,4,2018-T4,25.98
Pontevedra,2019,1,2019-T1,45.37
Pontevedra,2019,2,2019-T2,23.71
Pontevedra,2019,3,2019-T3,33.66
Pontevedra,2019,4,2019-T4,54.97
Pontevedra,2020,1,2020-T1,8.67
Pontevedra,2020,2,2020-T2,14.96
Pontevedra,2020,3,2020-T3,13.27
Pontevedra,2020,4,2020-T4,41.17
Pontevedra,2021,1,2021-T1,57.18
Pontevedra,2021,2,2021-T2,111.57
Pontevedra,2021,3,2021-T3,50.23
Pontevedra,2021,4,2021-T4,33.25
Pontevedra,2022,1,2022-T1,50.8
Pontevedra,2022,2,2022-T2,27.47
Pontevedra,2022,3,2022-T3,21.72
Pontevedra,2022,4,2022-T4,31.36
Pontevedra,2023,1,2023-T1,19.09
Pontevedra,2023,2,2023-T2,31.97
Pontevedra,2023,3,2023-T3,37.84
Pontevedra,2023,4,2023-T4,13.3
Pontevedra,2024,1,2024-T1,26.62
Pontevedra,2024,2,2024-T2,30.84
Pontevedra,2024,3,2024-T3,31.37
Pontevedra,2024,4,2024-T4,18.81
Pontevedra,2025,1,2025-T1,57.97
Pontevedra,2025,2,2025-T2,41.77
Pontevedra,2025,3,2025-T3,68.18
Pontevedra,2025,4,2025-T4,61.29
Pontevedra,2026,1,2026-T1,36.72
Salamanca,2004,1,2004-T1,121.8
Salamanca,2004,2,2004-T2,144.0
Salamanca,2004,3,2004-T3,156.4
Salamanca,2004,4,2004-T4,187.9
Salamanca,2005,1,2005-T1,86.9
Salamanca,2005,2,2005-T2,93.4
Salamanca,2005,3,2005-T3,190.9
Salamanca,2005,4,2005-T4,36.6
Salamanca,2006,1,2006-T1,106.6
Salamanca,2006,2,2006-T2,61.7
Salamanca,2006,3,2006-T3,66.9
Salamanca,2006,4,2006-T4,659.7
Salamanca,2007,1,2007-T1,202.0
Salamanca,2007,2,2007-T2,90.7
Salamanca,2007,3,2007-T3,62.70519
Salamanca,2007,4,2007-T4,53.2
Salamanca,2008,1,2008-T1,131.6
Salamanca,2008,2,2008-T2,114.6
Salamanca,2008,3,2008-T3,50.91
Salamanca,2008,4,2008-T4,236.84
Salamanca,2009,1,2009-T1,49.74
Salamanca,2009,2,2009-T2,77.49
Salamanca,2009,3,2009-T3,28.21
Salamanca,2009,4,2009-T4,36.76
Salamanca,2010,1,2010-T1,40.98
Salamanca,2010,2,2010-T2,133.05
Salamanca,2010,3,2010-T3,39.42
Salamanca,2010,4,2010-T4,50.35
Salamanca,2011,1,2011-T1,29.31
Salamanca,2011,2,2011-T2,117.4
Salamanca,2011,3,2011-T3,25.68
Salamanca,2011,4,2011-T4,56.08
Salamanca,2012,1,2012-T1,22.34
Salamanca,2012,2,2012-T2,16.97
Salamanca,2012,3,2012-T3,39.34
Salamanca,2012,4,2012-T4,15.36
Salamanca,2013,1,2013-T1,13.25
Salamanca,2013,2,2013-T2,51.13
Salamanca,2013,3,2013-T3,21.73
Salamanca,2013,4,2013-T4,22.83
Salamanca,2014,1,2014-T1,7.63
Salamanca,2014,2,2014-T2,20.44
Salamanca,2014,3,2014-T3,18.84
Salamanca,2014,4,2014-T4,111.95
Salamanca,2015,1,2015-T1,34.7
Salamanca,2015,2,2015-T2,52.59
Salamanca,2015,3,2015-T3,49.51
Salamanca,2015,4,2015-T4,52.65
Salamanca,2016,1,2016-T1,27.19
Salamanca,2016,2,2016-T2,43.66
Salamanca,2016,3,2016-T3,12.26
Salamanca,2016,4,2016-T4,35.86
Salamanca,2017,1,2017-T1,22.49
Salamanca,2017,2,2017-T2,48.03
Salamanca,2017,3,2017-T3,128.26
Salamanca,2017,4,2017-T4,35.19
Salamanca,2018,1,2018-T1,26.27
Salamanca,2018,2,2018-T2,28.85
Salamanca,2018,3,2018-T3,28.02
Salamanca,2018,4,2018-T4,24.9
Salamanca,2019,1,2019-T1,28.0
Salamanca,2019,2,2019-T2,27.14
Salamanca,2019,3,2019-T3,26.49
Salamanca,2019,4,2019-T4,47.49
Salamanca,2020,1,2020-T1,12.07
Salamanca,2020,2,2020-T2,18.33
Salamanca,2020,3,2020-T3,64.1
Salamanca,2020,4,2020-T4,68.28
Salamanca,2021,1,2021-T1,41.59
Salamanca,2021,2,2021-T2,88.92
Salamanca,2021,3,2021-T3,64.56
Salamanca,2021,4,2021-T4,41.22
Salamanca,2022,1,2022-T1,42.82
Salamanca,2022,2,2022-T2,27.38
Salamanca,2022,3,2022-T3,43.8
Salamanca,2022,4,2022-T4,27.81
Salamanca,2023,1,2023-T1,43.02
Salamanca,2023,2,2023-T2,30.53
Salamanca,2023,3,2023-T3,36.54
Salamanca,2023,4,2023-T4,37.83
Salamanca,2024,1,2024-T1,44.16
Salamanca,2024,2,2024-T2,25.93
Salamanca,2024,3,2024-T3,60.42
Salamanca,2024,4,2024-T4,41.19
Salamanca,2025,1,2025-T1,43.08
Salamanca,2025,2,2025-T2,151.12
Salamanca,2025,3,2025-T3,94.27
Salamanca,2025,4,2025-T4,197.0
Salamanca,2026,1,2026-T1,120.99
Santa Cruz de Tenerife,2004,1,2004-T1,485.6
Santa Cruz de Tenerife,2004,2,2004-T2,271.5
Santa Cruz de Tenerife,2004,3,2004-T3,231.8
Santa Cruz de Tenerife,2004,4,2004-T4,277.8
Santa Cruz de Tenerife,2005,1,2005-T1,304.7
Santa Cruz de Tenerife,2005,2,2005-T2,423.9
Santa Cruz de Tenerife,2005,3,2005-T3,421.1
Santa Cruz de Tenerife,2005,4,2005-T4,197.3
Santa Cruz de Tenerife,2006,1,2006-T1,329.5
Santa Cruz de Tenerife,2006,2,2006-T2,229.4
Santa Cruz de Tenerife,2006,3,2006-T3,396.6
Santa Cruz de Tenerife,2006,4,2006-T4,553.4
Santa Cruz de Tenerife,2007,1,2007-T1,327.3
Santa Cruz de Tenerife,2007,2,2007-T2,166.3
Santa Cruz de Tenerife,2007,3,2007-T3,111.41182
Santa Cruz de Tenerife,2007,4,2007-T4,139.7
Santa Cruz de Tenerife,2008,1,2008-T1,61.1
Santa Cruz de Tenerife,2008,2,2008-T2,155.1
Santa Cruz de Tenerife,2008,3,2008-T3,180.98
Santa Cruz de Tenerife,2008,4,2008-T4,80.7
Santa Cruz de Tenerife,2009,1,2009-T1,192.3
Santa Cruz de Tenerife,2009,2,2009-T2,76.74
Santa Cruz de Tenerife,2009,3,2009-T3,75.49
Santa Cruz de Tenerife,2009,4,2009-T4,162.13
Santa Cruz de Tenerife,2010,1,2010-T1,40.35
Santa Cruz de Tenerife,2010,2,2010-T2,88.38
Santa Cruz de Tenerife,2010,3,2010-T3,98.14
Santa Cruz de Tenerife,2010,4,2010-T4,86.63
Santa Cruz de Tenerife,2011,1,2011-T1,59.2
Santa Cruz de Tenerife,2011,2,2011-T2,148.16
Santa Cruz de Tenerife,2011,3,2011-T3,63.65
Santa Cruz de Tenerife,2011,4,2011-T4,58.12
Santa Cruz de Tenerife,2012,1,2012-T1,85.47
Santa Cruz de Tenerife,2012,2,2012-T2,98.8
Santa Cruz de Tenerife,2012,3,2012-T3,33.12
Santa Cruz de Tenerife,2012,4,2012-T4,89.6
Santa Cruz de Tenerife,2013,1,2013-T1,74.68
Santa Cruz de Tenerife,2013,2,2013-T2,79.96
Santa Cruz de Tenerife,2013,3,2013-T3,175.0
Santa Cruz de Tenerife,2013,4,2013-T4,61.96
Santa Cruz de Tenerife,2014,1,2014-T1,56.4
Santa Cruz de Tenerife,2014,2,2014-T2,53.71
Santa Cruz de Tenerife,2014,3,2014-T3,132.79
Santa Cruz de Tenerife,2014,4,2014-T4,287.81
Santa Cruz de Tenerife,2015,1,2015-T1,66.89
Santa Cruz de Tenerife,2015,2,2015-T2,104.52
Santa Cruz de Tenerife,2015,3,2015-T3,81.7
Santa Cruz de Tenerife,2015,4,2015-T4,80.61
Santa Cruz de Tenerife,2016,1,2016-T1,394.9
Santa Cruz de Tenerife,2016,2,2016-T2,95.48
Santa Cruz de Tenerife,2016,3,2016-T3,94.68
Santa Cruz de Tenerife,2016,4,2016-T4,92.83
Santa Cruz de Tenerife,2017,1,2017-T1,121.19
Santa Cruz de Tenerife,2017,2,2017-T2,56.32
Santa Cruz de Tenerife,2017,3,2017-T3,119.24
Santa Cruz de Tenerife,2017,4,2017-T4,72.21
Santa Cruz de Tenerife,2018,1,2018-T1,94.57
Santa Cruz de Tenerife,2018,2,2018-T2,115.35
Santa Cruz de Tenerife,2018,3,2018-T3,143.69
Santa Cruz de Tenerife,2018,4,2018-T4,116.2
Santa Cruz de Tenerife,2019,1,2019-T1,48.68
Santa Cruz de Tenerife,2019,2,2019-T2,42.31
Santa Cruz de Tenerife,2019,3,2019-T3,40.66
Santa Cruz de Tenerife,2019,4,2019-T4,192.68
Santa Cruz de Tenerife,2020,1,2020-T1,67.35
Santa Cruz de Tenerife,2020,2,2020-T2,32.03
Santa Cruz de Tenerife,2020,3,2020-T3,42.0
Santa Cruz de Tenerife,2020,4,2020-T4,51.49
Santa Cruz de Tenerife,2021,1,2021-T1,30.76
Santa Cruz de Tenerife,2021,2,2021-T2,120.71
Santa Cruz de Tenerife,2021,3,2021-T3,100.66
Santa Cruz de Tenerife,2021,4,2021-T4,76.09
Santa Cruz de Tenerife,2022,1,2022-T1,181.75
Santa Cruz de Tenerife,2022,2,2022-T2,200.5
Santa Cruz de Tenerife,2022,3,2022-T3,66.02
Santa Cruz de Tenerife,2022,4,2022-T4,210.82
Santa Cruz de Tenerife,2023,1,2023-T1,129.0
Santa Cruz de Tenerife,2023,2,2023-T2,90.16
Santa Cruz de Tenerife,2023,3,2023-T3,42.02
Santa Cruz de Tenerife,2023,4,2023-T4,120.96
Santa Cruz de Tenerife,2024,1,2024-T1,207.12
Santa Cruz de Tenerife,2024,2,2024-T2,96.74
Santa Cruz de Tenerife,2024,3,2024-T3,54.9
Santa Cruz de Tenerife,2024,4,2024-T4,53.31
Santa Cruz de Tenerife,2025,1,2025-T1,51.08
Santa Cruz de Tenerife,2025,2,2025-T2,90.97
Santa Cruz de Tenerife,2025,3,2025-T3,64.24
Santa Cruz de Tenerife,2025,4,2025-T4,85.31
Santa Cruz de Tenerife,2026,1,2026-T1,69.3
Segovia,2004,1,2004-T1,349.9
Segovia,2004,2,2004-T2,393.3
Segovia,2004,3,2004-T3,481.5
Segovia,2004,4,2004-T4,483.4
Segovia,2005,1,2005-T1,416.8
Segovia,2005,2,2005-T2,721.1
Segovia,2005,3,2005-T3,275.0
Segovia,2005,4,2005-T4,381.8
Segovia,2006,1,2006-T1,567.7
Segovia,2006,2,2006-T2,288.1
Segovia,2006,3,2006-T3,239.9
Segovia,2006,4,2006-T4,180.5
Segovia,2007,1,2007-T1,213.7
Segovia,2007,2,2007-T2,191.9
Segovia,2007,3,2007-T3,98.14013
Segovia,2007,4,2007-T4,81.7
Segovia,2008,1,2008-T1,81.9
Segovia,2008,2,2008-T2,79.5
Segovia,2008,3,2008-T3,149.64
Segovia,2008,4,2008-T4,133.86
Segovia,2009,1,2009-T1,52.86
Segovia,2009,2,2009-T2,90.3
Segovia,2009,3,2009-T3,65.55
Segovia,2009,4,2009-T4,49.26
Segovia,2010,1,2010-T1,41.26
Segovia,2010,2,2010-T2,52.97
Segovia,2010,3,2010-T3,48.86
Segovia,2010,4,2010-T4,36.49
Segovia,2011,1,2011-T1,36.85
Segovia,2011,2,2011-T2,49.76
Segovia,2011,3,2011-T3,44.12
Segovia,2011,4,2011-T4,64.91
Segovia,2012,1,2012-T1,26.03
Segovia,2012,2,2012-T2,84.43
Segovia,2012,3,2012-T3,104.15
Segovia,2012,4,2012-T4,54.59
Segovia,2013,1,2013-T1,14.98
Segovia,2013,2,2013-T2,17.85
Segovia,2013,3,2013-T3,29.98
Segovia,2013,4,2013-T4,19.46
Segovia,2014,1,2014-T1,27.29
Segovia,2014,2,2014-T2,34.82
Segovia,2014,3,2014-T3,44.25
Segovia,2014,4,2014-T4,63.93
Segovia,2015,1,2015-T1,12.58
Segovia,2015,2,2015-T2,19.56
Segovia,2015,3,2015-T3,28.3
Segovia,2015,4,2015-T4,17.17
Segovia,2016,1,2016-T1,23.39
Segovia,2016,2,2016-T2,38.08
Segovia,2016,3,2016-T3,13.68
Segovia,2016,4,2016-T4,39.27
Segovia,2017,1,2017-T1,52.8
Segovia,2017,2,2017-T2,50.11
Segovia,2017,3,2017-T3,50.93
Segovia,2017,4,2017-T4,102.8
Segovia,2018,1,2018-T1,29.14
Segovia,2018,2,2018-T2,30.81
Segovia,2018,3,2018-T3,58.89
Segovia,2018,4,2018-T4,54.53
Segovia,2019,1,2019-T1,52.75
Segovia,2019,2,2019-T2,20.9
Segovia,2019,3,2019-T3,100.4
Segovia,2019,4,2019-T4,55.47
Segovia,2020,1,2020-T1,23.35
Segovia,2020,2,2020-T2,29.48
Segovia,2020,3,2020-T3,45.12
Segovia,2020,4,2020-T4,64.5
Segovia,2021,1,2021-T1,60.15
Segovia,2021,2,2021-T2,105.59
Segovia,2021,3,2021-T3,67.33
Segovia,2021,4,2021-T4,99.8
Segovia,2022,1,2022-T1,80.88
Segovia,2022,2,2022-T2,64.15
Segovia,2022,3,2022-T3,42.44
Segovia,2022,4,2022-T4,60.79
Segovia,2023,1,2023-T1,50.68
Segovia,2023,2,2023-T2,54.44
Segovia,2023,3,2023-T3,24.66
Segovia,2023,4,2023-T4,77.47
Segovia,2024,1,2024-T1,50.73
Segovia,2024,2,2024-T2,28.92
Segovia,2024,3,2024-T3,37.57
Segovia,2024,4,2024-T4,36.12
Segovia,2025,1,2025-T1,59.05
Segovia,2025,2,2025-T2,84.18
Segovia,2025,3,2025-T3,106.58
Segovia,2025,4,2025-T4,109.68
Segovia,2026,1,2026-T1,92.64
Sevilla,2004,1,2004-T1,1200.3
Sevilla,2004,2,2004-T2,885.8
Sevilla,2004,3,2004-T3,821.2
Sevilla,2004,4,2004-T4,930.6
Sevilla,2005,1,2005-T1,720.3
Sevilla,2005,2,2005-T2,1020.3
Sevilla,2005,3,2005-T3,1564.8
Sevilla,2005,4,2005-T4,524.0
Sevilla,2006,1,2006-T1,687.5
Sevilla,2006,2,2006-T2,725.7
Sevilla,2006,3,2006-T3,912.2
Sevilla,2006,4,2006-T4,717.9
Sevilla,2007,1,2007-T1,803.4
Sevilla,2007,2,2007-T2,607.2
Sevilla,2007,3,2007-T3,637.52642
Sevilla,2007,4,2007-T4,547.6
Sevilla,2008,1,2008-T1,326.5
Sevilla,2008,2,2008-T2,338.3
Sevilla,2008,3,2008-T3,325.83
Sevilla,2008,4,2008-T4,274.47
Sevilla,2009,1,2009-T1,248.55
Sevilla,2009,2,2009-T2,131.41
Sevilla,2009,3,2009-T3,133.15
Sevilla,2009,4,2009-T4,266.54
Sevilla,2010,1,2010-T1,123.0
Sevilla,2010,2,2010-T2,288.96
Sevilla,2010,3,2010-T3,325.36
Sevilla,2010,4,2010-T4,168.07
Sevilla,2011,1,2011-T1,169.99
Sevilla,2011,2,2011-T2,230.29
Sevilla,2011,3,2011-T3,336.5
Sevilla,2011,4,2011-T4,222.17
Sevilla,2012,1,2012-T1,129.35
Sevilla,2012,2,2012-T2,105.49
Sevilla,2012,3,2012-T3,112.9
Sevilla,2012,4,2012-T4,179.63
Sevilla,2013,1,2013-T1,334.64
Sevilla,2013,2,2013-T2,187.92
Sevilla,2013,3,2013-T3,200.21
Sevilla,2013,4,2013-T4,224.99
Sevilla,2014,1,2014-T1,202.5
Sevilla,2014,2,2014-T2,146.78
Sevilla,2014,3,2014-T3,292.1
Sevilla,2014,4,2014-T4,318.57
Sevilla,2015,1,2015-T1,179.34
Sevilla,2015,2,2015-T2,140.49
Sevilla,2015,3,2015-T3,394.11
Sevilla,2015,4,2015-T4,165.44
Sevilla,2016,1,2016-T1,307.89
Sevilla,2016,2,2016-T2,170.46
Sevilla,2016,3,2016-T3,138.68
Sevilla,2016,4,2016-T4,137.13
Sevilla,2017,1,2017-T1,162.92
Sevilla,2017,2,2017-T2,245.52
Sevilla,2017,3,2017-T3,485.85
Sevilla,2017,4,2017-T4,234.57
Sevilla,2018,1,2018-T1,151.6
Sevilla,2018,2,2018-T2,389.53
Sevilla,2018,3,2018-T3,117.28
Sevilla,2018,4,2018-T4,377.68
Sevilla,2019,1,2019-T1,200.85
Sevilla,2019,2,2019-T2,320.53
Sevilla,2019,3,2019-T3,110.15
Sevilla,2019,4,2019-T4,175.15
Sevilla,2020,1,2020-T1,95.0
Sevilla,2020,2,2020-T2,116.05
Sevilla,2020,3,2020-T3,155.02
Sevilla,2020,4,2020-T4,316.09
Sevilla,2021,1,2021-T1,660.81
Sevilla,2021,2,2021-T2,535.26
Sevilla,2021,3,2021-T3,334.83
Sevilla,2021,4,2021-T4,412.0
Sevilla,2022,1,2022-T1,332.09
Sevilla,2022,2,2022-T2,289.12
Sevilla,2022,3,2022-T3,152.58
Sevilla,2022,4,2022-T4,235.9
Sevilla,2023,1,2023-T1,202.69
Sevilla,2023,2,2023-T2,440.3
Sevilla,2023,3,2023-T3,201.06
Sevilla,2023,4,2023-T4,226.09
Sevilla,2024,1,2024-T1,325.91
Sevilla,2024,2,2024-T2,215.99
Sevilla,2024,3,2024-T3,208.2
Sevilla,2024,4,2024-T4,330.24
Sevilla,2025,1,2025-T1,257.44
Sevilla,2025,2,2025-T2,373.22
Sevilla,2025,3,2025-T3,181.23
Sevilla,2025,4,2025-T4,608.69
Sevilla,2026,1,2026-T1,291.35
Soria,2004,1,2004-T1,23.6
Soria,2004,2,2004-T2,80.2
Soria,2004,3,2004-T3,90.2
Soria,2004,4,2004-T4,50.0
Soria,2005,1,2005-T1,62.9
Soria,2005,2,2005-T2,99.1
Soria,2005,3,2005-T3,19.3
Soria,2005,4,2005-T4,67.9
Soria,2006,1,2006-T1,21.0
Soria,2006,2,2006-T2,40.1
Soria,2006,3,2006-T3,49.9
Soria,2006,4,2006-T4,43.6
Soria,2007,1,2007-T1,25.8
Soria,2007,2,2007-T2,72.9
Soria,2007,3,2007-T3,40.426660000000005
Soria,2007,4,2007-T4,93.1
Soria,2008,1,2008-T1,31.2
Soria,2008,2,2008-T2,62.7
Soria,2008,3,2008-T3,24.36
Soria,2008,4,2008-T4,16.21
Soria,2009,1,2009-T1,74.96
Soria,2009,2,2009-T2,64.25
Soria,2009,3,2009-T3,17.48
Soria,2009,4,2009-T4,106.13
Soria,2010,1,2010-T1,17.52
Soria,2010,2,2010-T2,49.69
Soria,2010,3,2010-T3,39.24
Soria,2010,4,2010-T4,44.71
Soria,2011,1,2011-T1,19.8
Soria,2011,2,2011-T2,105.26
Soria,2011,3,2011-T3,14.68
Soria,2011,4,2011-T4,142.97
Soria,2012,1,2012-T1,5.2
Soria,2012,2,2012-T2,10.84
Soria,2012,3,2012-T3,390.54
Soria,2012,4,2012-T4,14.79
Soria,2013,1,2013-T1,6.34
Soria,2013,2,2013-T2,1.7
Soria,2013,3,2013-T3,7.08
Soria,2013,4,2013-T4,6.94
Soria,2014,1,2014-T1,1.84
Soria,2014,2,2014-T2,38.86
Soria,2014,3,2014-T3,9.03
Soria,2014,4,2014-T4,158.16
Soria,2015,1,2015-T1,12.55
Soria,2015,2,2015-T2,15.9
Soria,2015,3,2015-T3,36.7
Soria,2015,4,2015-T4,13.29
Soria,2016,1,2016-T1,33.77
Soria,2016,2,2016-T2,5.61
Soria,2016,3,2016-T3,4.2
Soria,2016,4,2016-T4,6.53
Soria,2017,1,2017-T1,8.97
Soria,2017,2,2017-T2,9.22
Soria,2017,3,2017-T3,30.49
Soria,2017,4,2017-T4,11.56
Soria,2018,1,2018-T1,2.35
Soria,2018,2,2018-T2,4.94
Soria,2018,3,2018-T3,4.39
Soria,2018,4,2018-T4,6.96
Soria,2019,1,2019-T1,11.39
Soria,2019,2,2019-T2,38.16
Soria,2019,3,2019-T3,9.46
Soria,2019,4,2019-T4,31.21
Soria,2020,1,2020-T1,0.28
Soria,2020,2,2020-T2,3.1
Soria,2020,3,2020-T3,6.95
Soria,2020,4,2020-T4,9.58
Soria,2021,1,2021-T1,8.75
Soria,2021,2,2021-T2,32.3
Soria,2021,3,2021-T3,26.73
Soria,2021,4,2021-T4,51.61
Soria,2022,1,2022-T1,13.97
Soria,2022,2,2022-T2,26.6
Soria,2022,3,2022-T3,8.89
Soria,2022,4,2022-T4,23.68
Soria,2023,1,2023-T1,8.88
Soria,2023,2,2023-T2,25.2
Soria,2023,3,2023-T3,14.05
Soria,2023,4,2023-T4,21.28
Soria,2024,1,2024-T1,6.2
Soria,2024,2,2024-T2,92.5
Soria,2024,3,2024-T3,70.89
Soria,2024,4,2024-T4,2.63
Soria,2025,1,2025-T1,12.8
Soria,2025,2,2025-T2,22.01
Soria,2025,3,2025-T3,13.14
Soria,2025,4,2025-T4,28.33
Soria,2026,1,2026-T1,8.04
Tarragona,2004,1,2004-T1,1304.1
Tarragona,2004,2,2004-T2,1448.8
Tarragona,2004,3,2004-T3,1191.4
Tarragona,2004,4,2004-T4,1402.9
Tarragona,2005,1,2005-T1,1137.4
Tarragona,2005,2,2005-T2,1203.5
Tarragona,2005,3,2005-T3,1325.8
Tarragona,2005,4,2005-T4,758.2
Tarragona,2006,1,2006-T1,555.1
Tarragona,2006,2,2006-T2,599.7
Tarragona,2006,3,2006-T3,560.4
Tarragona,2006,4,2006-T4,594.3
Tarragona,2007,1,2007-T1,586.4
Tarragona,2007,2,2007-T2,668.4
Tarragona,2007,3,2007-T3,332.26322999999996
Tarragona,2007,4,2007-T4,251.7
Tarragona,2008,1,2008-T1,1222.9
Tarragona,2008,2,2008-T2,256.8
Tarragona,2008,3,2008-T3,219.62
Tarragona,2008,4,2008-T4,436.44
Tarragona,2009,1,2009-T1,226.73
Tarragona,2009,2,2009-T2,212.23
Tarragona,2009,3,2009-T3,116.04
Tarragona,2009,4,2009-T4,129.41
Tarragona,2010,1,2010-T1,266.68
Tarragona,2010,2,2010-T2,149.89
Tarragona,2010,3,2010-T3,68.67
Tarragona,2010,4,2010-T4,264.58
Tarragona,2011,1,2011-T1,86.37
Tarragona,2011,2,2011-T2,498.26
Tarragona,2011,3,2011-T3,143.7
Tarragona,2011,4,2011-T4,233.61
Tarragona,2012,1,2012-T1,249.68
Tarragona,2012,2,2012-T2,94.29
Tarragona,2012,3,2012-T3,144.21
Tarragona,2012,4,2012-T4,84.83
Tarragona,2013,1,2013-T1,125.03
Tarragona,2013,2,2013-T2,139.15
Tarragona,2013,3,2013-T3,126.37
Tarragona,2013,4,2013-T4,168.08
Tarragona,2014,1,2014-T1,104.39
Tarragona,2014,2,2014-T2,550.48
Tarragona,2014,3,2014-T3,96.78
Tarragona,2014,4,2014-T4,259.91
Tarragona,2015,1,2015-T1,193.25
Tarragona,2015,2,2015-T2,172.43
Tarragona,2015,3,2015-T3,160.16
Tarragona,2015,4,2015-T4,98.73
Tarragona,2016,1,2016-T1,146.97
Tarragona,2016,2,2016-T2,144.47
Tarragona,2016,3,2016-T3,69.43
Tarragona,2016,4,2016-T4,129.99
Tarragona,2017,1,2017-T1,140.15
Tarragona,2017,2,2017-T2,133.35
Tarragona,2017,3,2017-T3,90.99
Tarragona,2017,4,2017-T4,168.91
Tarragona,2018,1,2018-T1,265.71
Tarragona,2018,2,2018-T2,178.85
Tarragona,2018,3,2018-T3,194.23
Tarragona,2018,4,2018-T4,157.7
Tarragona,2019,1,2019-T1,296.94
Tarragona,2019,2,2019-T2,61.4
Tarragona,2019,3,2019-T3,130.21
Tarragona,2019,4,2019-T4,315.24
Tarragona,2020,1,2020-T1,28.7
Tarragona,2020,2,2020-T2,61.14
Tarragona,2020,3,2020-T3,152.63
Tarragona,2020,4,2020-T4,229.07
Tarragona,2021,1,2021-T1,284.61
Tarragona,2021,2,2021-T2,235.38
Tarragona,2021,3,2021-T3,360.58
Tarragona,2021,4,2021-T4,332.2
Tarragona,2022,1,2022-T1,280.49
Tarragona,2022,2,2022-T2,293.04
Tarragona,2022,3,2022-T3,462.75
Tarragona,2022,4,2022-T4,266.84
Tarragona,2023,1,2023-T1,212.27
Tarragona,2023,2,2023-T2,337.86
Tarragona,2023,3,2023-T3,117.45
Tarragona,2023,4,2023-T4,282.71
Tarragona,2024,1,2024-T1,172.33
Tarragona,2024,2,2024-T2,143.12
Tarragona,2024,3,2024-T3,183.36
Tarragona,2024,4,2024-T4,149.28
Tarragona,2025,1,2025-T1,354.63
Tarragona,2025,2,2025-T2,390.56
Tarragona,2025,3,2025-T3,217.38
Tarragona,2025,4,2025-T4,453.72
Tarragona,2026,1,2026-T1,308.6
Teruel,2004,1,2004-T1,48.4
Teruel,2004,2,2004-T2,38.9
Teruel,2004,3,2004-T3,28.1
Teruel,2004,4,2004-T4,55.4
Teruel,2005,1,2005-T1,31.7
Teruel,2005,2,2005-T2,53.2
Teruel,2005,3,2005-T3,21.5
Teruel,2005,4,2005-T4,20.1
Teruel,2006,1,2006-T1,25.7
Teruel,2006,2,2006-T2,21.7
Teruel,2006,3,2006-T3,63.2
Teruel,2006,4,2006-T4,30.1
Teruel,2007,1,2007-T1,30.3
Teruel,2007,2,2007-T2,42.0
Teruel,2007,3,2007-T3,35.542089999999995
Teruel,2007,4,2007-T4,73.5
Teruel,2008,1,2008-T1,106.8
Teruel,2008,2,2008-T2,48.9
Teruel,2008,3,2008-T3,36.74
Teruel,2008,4,2008-T4,128.22
Teruel,2009,1,2009-T1,16.89
Teruel,2009,2,2009-T2,33.02
Teruel,2009,3,2009-T3,9.24
