periodo;codigo_provincia;provincia;poblacion_total;pct_18_34;pct_35_64;pct_65_mas;tamano_medio_hogar;pct_hogares_unipersonales;salario_medio_anual_euros_total;salario_medio_anual_euros_hombre;salario_medio_anual_euros_mujer;tasa_empleo_pct_total;tasa_paro_pct_total;inflación;indice_costes_construccion;ipv_general;ratio_prestamo_valor_pct;tipo_interes_prestamos_vivienda_pct;credito_vivienda_variacion_interanual_pct;valor_tasado_m2;tasa_migracion_neta_exterior_por_1000_habitantes;compraventas_viviendas;pct_compraventas_vivienda_nueva;importe_medio_hipoteca_vivienda_eur;visados_obra_nueva_viviendas;IAV_total
2024T1;42;Soria;90073;16,59;37,16;31,58;2,30;37,40;23569,00;25028,00;21945,00;51,66;10,07;123,66;113,32;84,24;61,50;3,69;-2,61;1156,68;15,48;328;27,44;108923,57;72;3,93
2024T2;42;Soria;90073;16,59;37,16;31,58;2,30;37,40;23569,00;25028,00;21945,00;54,84;4,15;125,62;117,41;87,06;63,00;3,55;-1,79;1215,87;15,48;382;32,72;101994,82;75;4,13
2024T3;42;Soria;90073;16,59;37,16;31,58;2,30;37,40;23569,00;25028,00;21945,00;54,92;5,77;125,40;114,16;88,94;63,30;3,45;-0,62;1223,90;15,48;261;14,18;109173,91;61;4,15
2024T4;42;Soria;90073;16,59;37,16;31,58;2,30;37,40;23569,00;25028,00;21945,00;54,26;5,37;125,51;118,19;90,75;64,10;3,17;0,21;1215,83;15,48;368;25,82;109024,39;47;4,13
2015T1;43;Tarragona;793272;19,32;40,91;20,55;2,60;27,90;18647,00;21076,00;15777,00;48,10;23,17;99,05;90,33;50,90;60,70;2,61;-3,78;1201,72;-0,70;1736;21,60;84169,68;198;5,16
2015T2;43;Tarragona;793272;19,32;40,91;20,55;2,60;27,90;18647,00;21076,00;15777,00;48,99;22,16;100,77;93,72;53,67;61,80;2,51;-3,32;1252,73;-0,70;1827;14,89;81895,83;352;5,37
2015T3;43;Tarragona;793272;19,32;40,91;20,55;2,60;27,90;18647,00;21076,00;15777,00;50,12;20,55;100,15;90,26;54,15;62,30;2,45;-3,36;1227,94;-0,70;1969;14,53;89902,33;167;5,27
2015T4;43;Tarragona;793272;19,32;40,91;20,55;2,60;27,90;18647,00;21076,00;15777,00;48,24;21,86;100,02;92,91;54,38;63,20;2,43;-3,27;1231,16;-0,70;1799;14,17;84062,10;315;5,28
2016T1;43;Tarragona;792163;18,63;41,23;20,95;2,60;28,10;18828,00;21329,00;15884,00;47,97;21,27;98,12;88,55;55,27;63,90;2,33;-3,32;1214,08;0,50;1834;13,74;86941,79;342;5,16
2016T2;43;Tarragona;792163;18,63;41,23;20,95;2,60;28,10;18828,00;21329,00;15884,00;48,72;19,43;99,46;92,68;56,63;63,80;2,32;-3,60;1232,68;0,50;2076;13,87;86472,51;311;5,24
2016T3;43;Tarragona;792163;18,63;41,23;20,95;2,60;28,10;18828,00;21329,00;15884,00;49,63;18,13;99,79;89,74;57,74;63,80;2,37;-3,16;1221,99;0,50;2395;11,82;88705,18;214;5,19
2016T4;43;Tarragona;792163;18,63;41,23;20,95;2,60;28,10;18828,00;21329,00;15884,00;47,96;17,41;101,17;93,20;58,42;64,20;2,27;-3,10;1241,96;0,50;2308;11,05;88460,55;292;5,28
2017T1;43;Tarragona;793077;18,13;41,36;21,38;2,60;28,10;19129,00;21669,00;16159,00;46,71;19,98;101,37;90,09;60,12;64,80;2,24;-2,96;1266,57;1,69;2535;14,48;89980,71;251;5,30
2017T2;43;Tarragona;793077;18,13;41,36;21,38;2,60;28,10;19129,00;21669,00;16159,00;52,12;14,95;101,67;93,77;61,89;65,00;2,17;-2,83;1262,44;1,69;2531;14,11;91342,00;267;5,28
2017T3;43;Tarragona;793077;18,13;41,36;21,38;2,60;28,10;19129,00;21669,00;16159,00;51,96;13,50;101,57;91,13;63,48;64,90;2,22;-2,84;1273,24;1,69;2764;18,56;97692,31;275;5,32
2017T4;43;Tarragona;793077;18,13;41,36;21,38;2,60;28,10;19129,00;21669,00;16159,00;50,51;15,92;102,71;94,80;64,39;65,60;2,15;-2,79;1275,41;1,69;2493;17,61;94575,38;388;5,33
2018T1;43;Tarragona;795919;17,81;41,34;21,76;2,50;28,20;19738,00;22291,00;16779,00;51,04;15,84;102,24;91,97;65,27;65,50;2,23;-2,60;1290,01;8,10;2660;11,58;90844,57;371;5,23
2018T2;43;Tarragona;795919;17,81;41,34;21,76;2,50;28,20;19738,00;22291,00;16779,00;51,57;14,70;103,85;95,37;67,66;64,90;2,20;-2,19;1298,20;8,10;2749;12,48;97391,16;335;5,26
2018T3;43;Tarragona;795919;17,81;41,34;21,76;2,50;28,20;19738,00;22291,00;16779,00;52,44;13,93;104,21;92,55;69,24;65,90;2,17;-1,81;1306,98;8,10;2823;14,38;95634,39;466;5,30
2018T4;43;Tarragona;795919;17,81;41,34;21,76;2,50;28,20;19738,00;22291,00;16779,00;50,04;15,39;104,71;96,51;69,63;66,50;2,26;-1,57;1340,76;8,10;2735;14,48;95805,10;371;5,43
2019T1;43;Tarragona;803528;17,81;41,26;22,00;2,50;28,30;20399,00;22947,00;17459,00;49,16;15,49;103,26;92,79;70,24;64,60;2,37;-1,25;1320,79;12,19;2889;11,32;96622,22;409;5,18
2019T2;43;Tarragona;803528;17,81;41,26;22,00;2,50;28,30;20399,00;22947,00;17459,00;51,28;14,16;104,59;96,07;71,17;65,50;2,35;-1,14;1347,86;12,19;2905;9,57;89418,82;377;5,29
2019T3;43;Tarragona;803528;17,81;41,26;22,00;2,50;28,30;20399,00;22947,00;17459,00;52,38;12,21;104,09;93,19;72,47;64,70;2,15;-1,19;1331,13;12,19;2703;11,32;98894,74;274;5,22
2019T4;43;Tarragona;803528;17,81;41,26;22,00;2,50;28,30;20399,00;22947,00;17459,00;51,59;11,96;104,69;96,93;71,98;63,00;1,99;-1,08;1340,39;12,19;2584;8,94;96174,22;270;5,26
2020T1;43;Tarragona;815746;17,88;41,16;22,17;2,50;28,60;20352,00;22703,00;17608,00;50,77;12,83;103,68;92,62;72,46;63,80;2,03;-1,14;1305,53;5,53;2736;8,95;98604,96;365;5,13
2020T2;43;Tarragona;815746;17,88;41,16;22,17;2,50;28,60;20352,00;22703,00;17608,00;48,30;15,34;103,03;93,31;72,82;64,20;1,91;-1,64;1258,36;5,53;1513;10,44;106840,37;194;4,95
2020T3;43;Tarragona;815746;17,88;41,16;22,17;2,50;28,60;20352,00;22703,00;17608,00;50,20;15,43;103,08;92,71;73,73;63,60;1,94;-1,62;1298,54;5,53;2264;13,34;105812,06;325;5,10
2020T4;43;Tarragona;815746;17,88;41,16;22,17;2,50;28,60;20352,00;22703,00;17608,00;48,85;17,47;103,63;97,76;72,70;65,20;1,80;-1,19;1316,16;5,53;2725;11,67;111039,84;289;5,17
2021T1;43;Tarragona;823435;17,86;41,20;22,35;2,50;28,90;21387,00;23811,00;18590,00;49,98;15,64;104,27;94,96;73,35;64,70;1,72;-0,80;1317,32;3,57;2943;15,83;107110,17;369;4,93
2021T2;43;Tarragona;823435;17,86;41,20;22,35;2,50;28,90;21387,00;23811,00;18590,00;50,45;12,87;106,30;100,28;75,19;64,90;1,62;0,07;1380,33;3,57;3428;13,74;108412,95;278;5,16
2021T3;43;Tarragona;823435;17,86;41,20;22,35;2,50;28,90;21387,00;23811,00;18590,00;51,98;11,86;106,81;99,76;76,15;65,20;1,59;0,74;1411,93;3,57;3764;13,26;110532,23;260;5,28
2021T4;43;Tarragona;823435;17,86;41,20;22,35;2,50;28,90;21387,00;23811,00;18590,00;49,18;13,08;110,13;105,01;77,11;65,40;1,54;0,76;1495,95;3,57;3455;14,36;113624,83;345;5,60
2022T1;43;Tarragona;830906;17,92;40,99;22,68;2,50;29,00;22527,00;25019,00;19671,00;48,63;12,99;113,05;105,46;79,00;65,20;1,60;0,72;1586,66;19,73;3910;15,35;110056,03;342;5,63
2022T2;43;Tarragona;830906;17,92;40,99;22,68;2,50;29,00;22527,00;25019,00;19671,00;50,09;11,18;116,55;114,52;80,61;65,20;1,74;0,98;1609,42;19,73;3884;13,49;111562,06;375;5,72
2022T3;43;Tarragona;830906;17,92;40,99;22,68;2,50;29,00;22527,00;25019,00;19671,00;51,18;11,27;117,99;110,54;82,34;64,60;2,14;0,87;1585,85;19,73;4314;13,95;124684,48;384;5,63
2022T4;43;Tarragona;830906;17,92;40,99;22,68;2,50;29,00;22527,00;25019,00;19671,00;51,53;10,14;117,25;115,01;81,32;63,90;2,87;0,30;1595,99;19,73;3776;14,67;115049,71;459;5,67
2023T1;43;Tarragona;848592;18,22;40,89;22,74;2,50;29,30;23653,00;26172,00;20780,00;50,87;11,78;117,87;112,83;81,76;63,00;3,59;-0,75;1628,28;14,31;3933;14,70;112762,77;399;5,51
2023T2;43;Tarragona;848592;18,22;40,89;22,74;2,50;29,30;23653,00;26172,00;20780,00;54,09;8,06;119,45;116,60;83,19;62,70;3,89;-2,01;1643,82;14,31;3696;15,42;111770,17;381;5,56
2023T3;43;Tarragona;848592;18,22;40,89;22,74;2,50;29,30;23653,00;26172,00;20780,00;54,24;10,38;120,87;112,78;85,45;62,20;4,06;-3,14;1694,83;14,31;3695;13,72;107215,12;296;5,73
2023T4;43;Tarragona;848592;18,22;40,89;22,74;2,50;29,30;23653,00;26172,00;20780,00;49,88;14,88;120,63;117,61;84,19;61,40;4,03;-3,14;1741,66;14,31;3370;13,03;117577,43;595;5,89
2024T1;43;Tarragona;861744;18,22;40,89;22,74;2,50;29,30;24677,00;27144,00;21870,00;50,63;13,40;121,32;113,32;86,34;61,50;3,69;-2,61;1786,02;13,51;3629;13,53;111231,15;430;5,79
2024T2;43;Tarragona;861744;18,22;40,89;22,74;2,50;29,30;24677,00;27144,00;21870,00;51,44;13,44;123,52;117,41;88,74;63,00;3,55;-1,79;1818,64;13,51;3391;13,30;106958,62;490;5,90
2024T3;43;Tarragona;861744;18,22;40,89;22,74;2,50;29,30;24677,00;27144,00;21870,00;53,28;11,28;123,05;114,16;91,22;63,30;3,45;-0,62;1830,30;13,51;4071;12,43;115002,14;371;5,93
2024T4;43;Tarragona;861744;18,22;40,89;22,74;2,50;29,30;24677,00;27144,00;21870,00;51,45;12,67;123,46;118,19;92,96;64,10;3,17;0,21;1887,38;13,51;4137;19,75;117666,26;530;6,12
2015T1;44;Teruel;137871;18,65;36,83;28,92;2,50;31,20;17146,00;19067,00;14727,00;44,28;21,59;98,68;90,33;57,28;60,70;2,61;-3,78;798,75;-2,43;168;24,40;88938,68;71;3,73
2015T2;44;Teruel;137871;18,65;36,83;28,92;2,50;31,20;17146,00;19067,00;14727,00;47,27;18,05;100,95;93,72;58,79;61,80;2,51;-3,32;808,81;-2,43;185;23,24;67817,20;75;3,77
2015T3;44;Teruel;137871;18,65;36,83;28,92;2,50;31,20;17146,00;19067,00;14727,00;47,94;15,46;99,82;90,26;58,23;62,30;2,45;-3,36;779,48;-2,43;166;9,04;70946,15;71;3,64
2015T4;44;Teruel;137871;18,65;36,83;28,92;2,50;31,20;17146,00;19067,00;14727,00;49,73;13,00;100,55;92,91;58,01;63,20;2,43;-3,27;812,63;-2,43;223;13,45;87245,76;66;3,79
2016T1;44;Teruel;136377;18,14;37,07;29,22;2,50;31,40;17308,00;19200,00;14947,00;48,93;14,52;98,12;88,55;58,39;63,90;2,33;-3,32;775,24;1,04;214;14,02;74805,19;70;3,58
2016T2;44;Teruel;136377;18,14;37,07;29,22;2,50;31,40;17308,00;19200,00;14947,00;47,92;14,24;99,78;92,68;59,57;63,80;2,32;-3,60;795,46;1,04;201;8,46;65214,88;55;3,68
2016T3;44;Teruel;136377;18,14;37,07;29,22;2,50;31,40;17308,00;19200,00;14947,00;50,15;12,75;99,39;89,74;59,39;63,80;2,37;-3,16;791,93;1,04;169;16,57;72057,47;66;3,66
2016T4;44;Teruel;136377;18,14;37,07;29,22;2,50;31,40;17308,00;19200,00;14947,00;49,29;12,27;101,63;93,20;59,37;64,20;2,27;-3,10;820,13;1,04;178;11,80;73948,91;102;3,79
2017T1;44;Teruel;135324;17,72;37,17;29,52;2,50;31,70;17546,00;19434,00;15221,00;46,48;14,07;101,12;90,09;60,57;64,80;2,24;-2,96;796,99;1,66;213;18,78;88153,44;179;3,63
2017T2;44;Teruel;135324;17,72;37,17;29,52;2,50;31,70;17546,00;19434,00;15221,00;48,29;13,16;101,81;93,77;60,55;65,00;2,17;-2,83;795,05;1,66;182;13,19;75900,76;120;3,62
2017T3;44;Teruel;135324;17,72;37,17;29,52;2,50;31,70;17546,00;19434,00;15221,00;51,06;10,23;101,03;91,13;61,09;64,90;2,22;-2,84;809,76;1,66;209;14,35;69556,52;56;3,69
2017T4;44;Teruel;135324;17,72;37,17;29,52;2,50;31,70;17546,00;19434,00;15221,00;48,86;11,16;102,91;94,80;61,23;65,60;2,15;-2,79;829,43;1,66;263;18,25;80600,00;64;3,78
2018T1;44;Teruel;134449;17,42;37,20;29,75;2,40;32,00;18061,00;19970,00;15736,00;49,01;10,21;101,88;91,97;62,44;65,50;2,23;-2,60;825,05;3,72;280;29,29;77859,46;116;3,65
2018T2;44;Teruel;134449;17,42;37,20;29,75;2,40;32,00;18061,00;19970,00;15736,00;51,26;8,79;103,60;95,37;63,27;64,90;2,20;-2,19;848,38;3,72;262;19,08;74183,10;56;3,76
2018T3;44;Teruel;134449;17,42;37,20;29,75;2,40;32,00;18061,00;19970,00;15736,00;52,53;8,41;103,36;92,55;64,43;65,90;2,17;-1,81;817,88;3,72;284;13,38;77945,95;62;3,62
2018T4;44;Teruel;134449;17,42;37,20;29,75;2,40;32,00;18061,00;19970,00;15736,00;51,43;9,23;104,69;96,51;65,02;66,50;2,26;-1,57;820,03;3,72;260;20,77;81819,67;52;3,63
2019T1;44;Teruel;134025;17,33;37,20;29,88;2,40;32,20;18849,00;20708,00;16597,00;49,35;11,66;102,87;92,79;66,44;64,60;2,37;-1,25;806,22;5,92;306;21,90;105018,96;51;3,42
2019T2;44;Teruel;134025;17,33;37,20;29,88;2,40;32,20;18849,00;20708,00;16597,00;51,02;10,29;104,46;96,07;67,50;65,50;2,35;-1,14;790,16;5,92;298;32,89;105271,28;98;3,35
2019T3;44;Teruel;134025;17,33;37,20;29,88;2,40;32,20;18849,00;20708,00;16597,00;52,07;8,09;103,61;93,19;68,14;64,70;2,15;-1,19;800,97;5,92;216;15,74;81586,78;57;3,40
2019T4;44;Teruel;134025;17,33;37,20;29,88;2,40;32,20;18849,00;20708,00;16597,00;52,70;9,04;105,20;96,93;68,59;63,00;1,99;-1,08;832,56;5,92;279;18,64;96687,94;137;3,53
2020T1;44;Teruel;134085;17,34;37,32;29,78;2,40;32,60;18956,00;20629,00;16922,00;50,46;10,35;103,58;92,62;68,86;63,80;2,03;-1,14;813,34;2,71;314;23,25;96022,47;126;3,43
2020T2;44;Teruel;134085;17,34;37,32;29,78;2,40;32,60;18956,00;20629,00;16922,00;48,69;11,59;103,50;93,31;69,54;64,20;1,91;-1,64;781,71;2,71;154;24,03;105314,81;67;3,30
2020T3;44;Teruel;134085;17,34;37,32;29,78;2,40;32,60;18956,00;20629,00;16922,00;50,31;11,15;102,97;92,71;69,85;63,60;1,94;-1,62;757,65;2,71;281;21,35;88911,76;60;3,20
2020T4;44;Teruel;134085;17,34;37,32;29,78;2,40;32,60;18956,00;20629,00;16922,00;50,67;9,25;104,29;97,76;69,34;65,20;1,80;-1,19;786,21;2,71;269;14,50;87093,02;91;3,32
2021T1;44;Teruel;134259;17,30;37,46;29,64;2,40;33,00;19745,00;21532,00;17614,00;48,68;10,51;103,94;94,96;70,16;64,70;1,72;-0,80;795,13;3,67;304;14,80;77020,55;67;3,22
2021T2;44;Teruel;134259;17,30;37,46;29,64;2,40;33,00;19745,00;21532,00;17614,00;51,89;8,76;106,34;100,28;71,26;64,90;1,62;0,07;806,24;3,67;293;21,16;95469,27;73;3,27
2021T3;44;Teruel;134259;17,30;37,46;29,64;2,40;33,00;19745,00;21532,00;17614,00;53,24;7,19;106,60;99,76;72,96;65,20;1,59;0,74;801,56;3,67;333;16,82;90602,56;45;3,25
2021T4;44;Teruel;134259;17,30;37,46;29,64;2,40;33,00;19745,00;21532,00;17614,00;52,64;7,08;110,49;105,01;73,73;65,40;1,54;0,76;845,78;3,67;303;16,50;86392,86;82;3,43
2022T1;44;Teruel;134132;17,23;37,32;29,87;2,40;33,40;20777,00;22627,00;18609,00;52,29;10,06;112,87;105,46;75,56;65,20;1,60;0,72;875,57;12,99;356;16,57;101075,22;94;3,37
2022T2;44;Teruel;134132;17,23;37,32;29,87;2,40;33,40;20777,00;22627,00;18609,00;52,07;9,62;117,59;114,52;76,63;65,20;1,74;0,98;900,88;12,99;378;15,34;89355,00;84;3,47
2022T3;44;Teruel;134132;17,23;37,32;29,87;2,40;33,40;20777,00;22627,00;18609,00;53,28;6,40;118,66;110,54;77,47;64,60;2,14;0,87;936,19;12,99;434;9,45;89749,06;53;3,60
2022T4;44;Teruel;134132;17,23;37,32;29,87;2,40;33,40;20777,00;22627,00;18609,00;49,68;9,68;119,34;115,01;76,89;63,90;2,87;0,30;914,74;12,99;354;14,97;92645,83;84;3,52
2023T1;44;Teruel;135046;17,15;37,37;29,77;2,40;33,90;21815,00;23681,00;19640,00;49,17;11,15;118,95;112,83;77,97;63,00;3,59;-0,75;907,49;9,99;436;14,45;101672,34;151;3,33
2023T2;44;Teruel;135046;17,15;37,37;29,77;2,40;33,90;21815,00;23681,00;19640,00;52,12;8,77;120,66;116,60;79,25;62,70;3,89;-2,01;955,75;9,99;341;14,08;105382,65;54;3,50
2023T3;44;Teruel;135046;17,15;37,37;29,77;2,40;33,90;21815,00;23681,00;19640,00;52,52;8,26;121,56;112,78;81,13;62,20;4,06;-3,14;958,05;9,99;324;14,20;94226,95;47;3,51
2023T4;44;Teruel;135046;17,15;37,37;29,77;2,40;33,90;21815,00;23681,00;19640,00;52,60;9,39;122,56;117,61;80,19;61,40;4,03;-3,14;1004,03;9,99;337;9,79;94928,00;70;3,68
2024T1;44;Teruel;135309;17,15;37,37;29,77;2,40;33,90;22767,00;24583,00;20683,00;52,92;6,36;122,58;113,32;83,44;61,50;3,69;-2,61;1030,03;14,15;343;10,79;89889,76;74;3,62
2024T2;44;Teruel;135309;17,15;37,37;29,77;2,40;33,90;22767,00;24583,00;20683,00;54,20;8,22;124,01;117,41;87,06;63,00;3,55;-1,79;1072,08;14,15;343;9,33;87507,58;135;3,77
2024T3;44;Teruel;135309;17,15;37,37;29,77;2,40;33,90;22767,00;24583,00;20683,00;57,04;5,74;123,48;114,16;89,49;63,30;3,45;-0,62;1063,88;14,15;367;8,45;88206,06;77;3,74
2024T4;44;Teruel;135309;17,15;37,37;29,77;2,40;33,90;22767,00;24583,00;20683,00;55,52;8,47;124,22;118,19;90,89;64,10;3,17;0,21;1107,27;14,15;423;11,11;95305,39;54;3,89
2015T1;45;Toledo;694329;20,87;39,26;20,20;2,70;26,30;16113,00;17567,00;14088,00;43,36;29,13;99,11;90,33;69,07;60,70;2,61;-3,78;803,96;-1,53;1076;21,75;77238,38;320;3,99
2015T2;45;Toledo;694329;20,87;39,26;20,20;2,70;26,30;16113,00;17567,00;14088,00;42,81;28,84;100,85;93,72;70,51;61,80;2,51;-3,32;809,90;-1,53;1139;20,54;76846,05;216;4,02
2015T3;45;Toledo;694329;20,87;39,26;20,20;2,70;26,30;16113,00;17567,00;14088,00;45,46;24,86;99,71;90,26;70,16;62,30;2,45;-3,36;808,19;-1,53;1184;18,58;81928,66;242;4,01
2015T4;45;Toledo;694329;20,87;39,26;20,20;2,70;26,30;16113,00;17567,00;14088,00;43,53;27,91;100,33;92,91;70,38;63,20;2,43;-3,27;811,67;-1,53;1085;15,48;79351,17;273;4,03
2016T1;45;Toledo;691787;20,06;39,78;20,54;2,60;26,60;16377,00;17915,00;14251,00;43,53;27,77;97,86;88,55;70,09;63,90;2,33;-3,32;802,53;-1,08;1395;22,51;74335,40;239;3,92
2016T2;45;Toledo;691787;20,06;39,78;20,54;2,60;26,60;16377,00;17915,00;14251,00;44,32;26,08;99,25;92,68;70,92;63,80;2,32;-3,60;785,00;-1,08;1455;17,11;75844,52;454;3,83
2016T3;45;Toledo;691787;20,06;39,78;20,54;2,60;26,60;16377,00;17915,00;14251,00;45,53;24,31;99,34;89,74;71,06;63,80;2,37;-3,16;795,03;-1,08;1222;14,32;82899,38;179;3,88
2016T4;45;Toledo;691787;20,06;39,78;20,54;2,60;26,60;16377,00;17915,00;14251,00;46,66;23,44;101,29;93,20;70,38;64,20;2,27;-3,10;823,61;-1,08;1238;15,11;93390,21;197;4,02
2017T1;45;Toledo;691021;19,36;40,21;20,87;2,60;26,70;16737,00;18407,00;14470,00;47,35;22,65;101,16;90,09;71,22;64,80;2,24;-2,96;813,45;0,11;1561;18,96;86277,30;241;3,89
2017T2;45;Toledo;691021;19,36;40,21;20,87;2,60;26,70;16737,00;18407,00;14470,00;46,76;22,08;101,59;93,77;71,46;65,00;2,17;-2,83;811,23;0,11;1618;21,38;85830,91;190;3,88
2017T3;45;Toledo;691021;19,36;40,21;20,87;2,60;26,70;16737,00;18407,00;14470,00;48,39;18,59;101,18;91,13;71,19;64,90;2,22;-2,84;808,81;0,11;1706;15,59;89281,46;276;3,87
2017T4;45;Toledo;691021;19,36;40,21;20,87;2,60;26,70;16737,00;18407,00;14470,00;48,67;20,33;102,97;94,80;70,68;65,60;2,15;-2,79;820,17;0,11;1545;16,12;86988,65;402;3,92
2018T1;45;Toledo;691124;18,87;40,46;21,15;2,60;26,90;17426,00;19218,00;15040,00;46,34;21,89;102,20;91,97;71,69;65,50;2,23;-2,60;818,40;5,51;2051;16,82;83574,61;429;3,76
2018T2;45;Toledo;691124;18,87;40,46;21,15;2,60;26,90;17426,00;19218,00;15040,00;47,16;20,45;103,91;95,37;72,51;64,90;2,20;-2,19;829,60;5,51;1992;16,27;83243,51;271;3,81
2018T3;45;Toledo;691124;18,87;40,46;21,15;2,60;26,90;17426,00;19218,00;15040,00;48,74;18,03;103,96;92,55;73,47;65,90;2,17;-1,81;841,64;5,51;2083;22,71;88003,18;420;3,86
2018T4;45;Toledo;691124;18,87;40,46;21,15;2,60;26,90;17426,00;19218,00;15040,00;48,89;17,50;105,07;96,51;73,58;66,50;2,26;-1,57;879,64;5,51;1942;19,36;90761,15;370;4,04
2019T1;45;Toledo;696390;18,58;40,71;21,29;2,60;26,90;18230,00;20085,00;15777,00;49,37;16,62;103,30;92,79;74,65;64,60;2,37;-1,25;859,03;8,29;2290;17,73;81690,20;512;3,77
2019T2;45;Toledo;696390;18,58;40,71;21,29;2,60;26,90;18230,00;20085,00;15777,00;48,24;17,86;104,76;96,07;75,33;65,50;2,35;-1,14;866,02;8,29;2274;24,49;84514,22;540;3,80
2019T3;45;Toledo;696390;18,58;40,71;21,29;2,60;26,90;18230,00;20085,00;15777,00;49,34;16,49;103,99;93,19;75,74;64,70;2,15;-1,19;871,68;8,29;1994;20,81;87486,51;297;3,83
2019T4;45;Toledo;696390;18,58;40,71;21,29;2,60;26,90;18230,00;20085,00;15777,00;49,85;16,47;105,49;96,93;75,80;63,00;1,99;-1,08;896,35;8,29;2063;17,69;65998,94;271;3,93
2020T1;45;Toledo;704792;18,36;40,86;21,41;2,60;27,10;18265,00;19915,00;16075,00;48,31;18,29;104,09;92,62;75,41;63,80;2,03;-1,14;869,12;3,41;2104;18,92;79791,59;165;3,81
2020T2;45;Toledo;704792;18,36;40,86;21,41;2,60;27,10;18265,00;19915,00;16075,00;46,72;16,90;103,55;93,31;76,50;64,20;1,91;-1,64;844,13;3,41;1086;20,63;88937,82;241;3,70
2020T3;45;Toledo;704792;18,36;40,86;21,41;2,60;27,10;18265,00;19915,00;16075,00;47,58;20,31;103,14;92,71;76,79;63,60;1,94;-1,62;864,40;3,41;1917;23,32;89900,25;377;3,79
2020T4;45;Toledo;704792;18,36;40,86;21,41;2,60;27,10;18265,00;19915,00;16075,00;48,90;19,85;104,16;97,76;76,70;65,20;1,80;-1,19;885,16;3,41;2108;18,64;93649,57;482;3,88
2021T1;45;Toledo;710400;18,26;41,21;21,24;2,60;27,40;19135,00;20984,00;16744,00;49,32;16,71;104,51;94,96;75,62;64,70;1,72;-0,80;868,37;3,88;2064;19,43;96224,36;679;3,63
2021T2;45;Toledo;710400;18,26;41,21;21,24;2,60;27,40;19135,00;20984,00;16744,00;51,11;18,28;107,05;100,28;78,32;64,90;1,62;0,07;910,12;3,88;2259;20,54;94236,43;580;3,81
2021T3;45;Toledo;710400;18,26;41,21;21,24;2,60;27,40;19135,00;20984,00;16744,00;52,35;16,79;107,86;99,76;79,09;65,20;1,59;0,74;935,72;3,88;2626;21,97;103961,02;874;3,91
2021T4;45;Toledo;710400;18,26;41,21;21,24;2,60;27,40;19135,00;20984,00;16744,00;54,13;13,87;111,88;105,01;79,77;65,40;1,54;0,76;984,57;3,88;2466;15,86;101721,29;302;4,12
2022T1;45;Toledo;716309;18,19;41,25;21,47;2,60;27,50;20266,00;22253,00;17761,00;53,28;13,31;115,01;105,46;81,01;65,20;1,60;0,72;1040,64;15,95;2915;20,45;98148,00;502;4,11
2022T2;45;Toledo;716309;18,19;41,25;21,47;2,60;27,50;20266,00;22253,00;17761,00;52,08;15,69;120,00;114,52;83,04;65,20;1,74;0,98;1061,04;15,95;2920;19,86;102641,71;462;4,19
2022T3;45;Toledo;716309;18,19;41,25;21,47;2,60;27,50;20266,00;22253,00;17761,00;51,09;15,99;121,46;110,54;84,29;64,60;2,14;0,87;1069,30;15,95;3028;18,26;107332,57;255;4,22
2022T4;45;Toledo;716309;18,19;41,25;21,47;2,60;27,50;20266,00;22253,00;17761,00;51,16;15,75;121,19;115,01;82,98;63,90;2,87;0,30;1081,26;15,95;2366;18,43;101452,91;285;4,27
2023T1;45;Toledo;731112;18,37;41,16;21,63;2,60;27,60;21320,00;23391,00;18748,00;50,28;17,06;121,95;112,83;82,32;63,00;3,59;-0,75;1120,25;13,41;2612;18,42;98617,61;317;4,20
2023T2;45;Toledo;731112;18,37;41,16;21,63;2,60;27,60;21320,00;23391,00;18748,00;52,53;13,62;123,24;116,60;84,69;62,70;3,89;-2,01;1161,21;13,41;2888;19,81;96433,06;252;4,36
2023T3;45;Toledo;731112;18,37;41,16;21,63;2,60;27,60;21320,00;23391,00;18748,00;53,03;11,99;124,36;112,78;85,16;62,20;4,06;-3,14;1162,54;13,41;2830;19,36;97652,37;248;4,36
2023T4;45;Toledo;731112;18,37;41,16;21,63;2,60;27,60;21320,00;23391,00;18748,00;51,09;11,89;125,25;117,61;84,71;61,40;4,03;-3,14;1165,97;13,41;2584;18,58;97440,67;406;4,38
2024T1;45;Toledo;743165;18,37;41,16;21,63;2,60;27,60;22188,00;24319,00;19570,00;49,83;15,78;125,97;113,32;86,38;61,50;3,69;-2,61;1193,02;12,60;2784;19,40;86320,24;490;4,30
2024T2;45;Toledo;743165;18,37;41,16;21,63;2,60;27,60;22188,00;24319,00;19570,00;50,52;14,45;127,81;117,41;89,16;63,00;3,55;-1,79;1226,85;12,60;3024;20,70;108211,07;540;4,42
2024T3;45;Toledo;743165;18,37;41,16;21,63;2,60;27,60;22188,00;24319,00;19570,00;51,18;13,54;126,92;114,16;91,03;63,30;3,45;-0,62;1243,55;12,60;3337;19,87;104162,99;543;4,48
2024T4;45;Toledo;743165;18,37;41,16;21,63;2,60;27,60;22188,00;24319,00;19570,00;51,13;11,71;127,71;118,19;92,05;64,10;3,17;0,21;1290,75;12,60;3760;32,47;108813,20;794;4,65
2015T1;46;Valencia/València;2528776;19,30;42,05;20,44;2,50;27,60;18052,00;19972,00;15731,00;46,36;22,43;98,94;90,33;58,07;60,70;2,61;-3,78;1047,22;-1,49;4659;19,15;77553,59;568;4,64
