periodo;codigo_provincia;provincia;poblacion_total;pct_18_34;pct_35_64;pct_65_mas;tamano_medio_hogar;pct_hogares_unipersonales;salario_medio_anual_euros_total;salario_medio_anual_euros_hombre;salario_medio_anual_euros_mujer;tasa_empleo_pct_total;tasa_paro_pct_total;inflación;indice_costes_construccion;ipv_general;ratio_prestamo_valor_pct;tipo_interes_prestamos_vivienda_pct;credito_vivienda_variacion_interanual_pct;valor_tasado_m2;tasa_migracion_neta_exterior_por_1000_habitantes;compraventas_viviendas;pct_compraventas_vivienda_nueva;importe_medio_hipoteca_vivienda_eur;visados_obra_nueva_viviendas;IAV_total
2015T1;27;Lugo;338430;16,83;36,98;34,39;2,40;32,00;16806,00;18410,00;15004,00;42,31;16,80;98,76;90,33;61,18;60,70;2,61;-3,78;805,65;1,11;428;51,40;66941,70;72;3,84
2015T2;27;Lugo;338430;16,83;36,98;34,39;2,40;32,00;16806,00;18410,00;15004,00;42,87;16,45;100,86;93,72;62,64;61,80;2,51;-3,32;856,37;1,11;551;49,55;66710,04;88;4,08
2015T3;27;Lugo;338430;16,83;36,98;34,39;2,40;32,00;16806,00;18410,00;15004,00;44,49;14,73;99,61;90,26;63,15;62,30;2,45;-3,36;822,08;1,11;447;38,93;70380,07;190;3,91
2015T4;27;Lugo;338430;16,83;36,98;34,39;2,40;32,00;16806,00;18410,00;15004,00;44,86;15,85;100,78;92,91;62,29;63,20;2,43;-3,27;833,83;1,11;503;49,70;68043,65;71;3,97
2016T1;27;Lugo;335752;16,21;37,16;34,73;2,40;32,30;16954,00;18554,00;15182,00;44,27;16,54;98,09;88,55;63,20;63,90;2,33;-3,32;835,46;2,36;451;37,69;69036,50;128;3,94
2016T2;27;Lugo;335752;16,21;37,16;34,73;2,40;32,30;16954,00;18554,00;15182,00;45,06;14,81;99,99;92,68;63,42;63,80;2,32;-3,60;877,57;2,36;494;40,49;58883,18;83;4,14
2016T3;27;Lugo;335752;16,21;37,16;34,73;2,40;32,30;16954,00;18554,00;15182,00;44,77;14,04;99,38;89,74;63,95;63,80;2,37;-3,16;851,19;2,36;430;30,70;72419,01;68;4,02
2016T4;27;Lugo;335752;16,21;37,16;34,73;2,40;32,30;16954,00;18554,00;15182,00;43,52;13,75;101,78;93,20;63,58;64,20;2,27;-3,10;855,58;2,36;427;30,91;74531,82;119;4,04
2017T1;27;Lugo;333152;15,69;37,37;34,98;2,40;32,40;17409,00;18982,00;15678,00;43,68;14,86;101,04;90,09;64,03;64,80;2,24;-2,96;844,39;3,21;476;29,83;73898,41;82;3,88
2017T2;27;Lugo;333152;15,69;37,37;34,98;2,40;32,40;17409,00;18982,00;15678,00;44,83;13,44;102,03;93,77;64,03;65,00;2,17;-2,83;869,81;3,21;426;30,28;73204,14;138;4,00
2017T3;27;Lugo;333152;15,69;37,37;34,98;2,40;32,40;17409,00;18982,00;15678,00;46,42;11,11;101,22;91,13;65,05;64,90;2,22;-2,84;866,41;3,21;429;24,01;79174,27;70;3,98
2017T4;27;Lugo;333152;15,69;37,37;34,98;2,40;32,40;17409,00;18982,00;15678,00;45,56;11,23;103,34;94,80;65,41;65,60;2,15;-2,79;889,42;3,21;438;23,97;78648,15;64;4,09
2018T1;27;Lugo;331128;15,26;37,41;35,26;2,40;33,00;17959,00;19557,00;16219,00;46,17;9,67;101,96;91,97;66,08;65,50;2,23;-2,60;888,29;4,44;540;23,89;73593,86;259;3,96
2018T2;27;Lugo;331128;15,26;37,41;35,26;2,40;33,00;17959,00;19557,00;16219,00;46,67;9,58;103,88;95,37;66,53;64,90;2,20;-2,19;910,08;4,44;546;22,89;73627,24;167;4,05
2018T3;27;Lugo;331128;15,26;37,41;35,26;2,40;33,00;17959,00;19557,00;16219,00;47,69;8,34;103,62;92,55;67,70;65,90;2,17;-1,81;924,11;4,44;456;19,30;71203,57;137;4,12
2018T4;27;Lugo;331128;15,26;37,41;35,26;2,40;33,00;17959,00;19557,00;16219,00;47,24;9,16;104,97;96,51;68,07;66,50;2,26;-1,57;902,34;4,44;451;23,95;69041,28;173;4,02
2019T1;27;Lugo;329070;14,90;37,31;35,69;2,40;33,20;18648,00;20201,00;16973,00;45,44;8,91;102,90;92,79;68,43;64,60;2,37;-1,25;856,64;6,20;489;21,06;76563,64;113;3,67
2019T2;27;Lugo;329070;14,90;37,31;35,69;2,40;33,20;18648,00;20201,00;16973,00;46,50;8,15;104,67;96,07;69,76;65,50;2,35;-1,14;890,00;6,20;474;29,11;73987,70;270;3,82
2019T3;27;Lugo;329070;14,90;37,31;35,69;2,40;33,20;18648,00;20201,00;16973,00;47,04;8,60;103,69;93,19;70,24;64,70;2,15;-1,19;902,92;6,20;410;17,07;73290,84;109;3,87
2019T4;27;Lugo;329070;14,90;37,31;35,69;2,40;33,20;18648,00;20201,00;16973,00;47,00;9,79;105,18;96,93;70,74;63,00;1,99;-1,08;888,69;6,20;469;23,67;70245,55;122;3,81
2020T1;27;Lugo;327573;14,58;37,14;36,14;2,30;33,60;18963,00;20431,00;17384,00;46,73;8,63;103,50;92,62;70,67;63,80;2,03;-1,14;869,39;3,35;452;25,89;77529,22;193;3,67
2020T2;27;Lugo;327573;14,58;37,14;36,14;2,30;33,60;18963,00;20431,00;17384,00;44,94;9,22;103,63;93,31;71,62;64,20;1,91;-1,64;868,75;3,35;248;29,84;85050,00;231;3,67
2020T3;27;Lugo;327573;14,58;37,14;36,14;2,30;33,60;18963,00;20431,00;17384,00;47,37;9,05;103,02;92,71;71,59;63,60;1,94;-1,62;879,98;3,35;410;26,34;75371,79;113;3,71
2020T4;27;Lugo;327573;14,58;37,14;36,14;2,30;33,60;18963,00;20431,00;17384,00;47,77;8,25;104,48;97,76;71,56;65,20;1,80;-1,19;908,87;3,35;517;22,05;80363,64;110;3,83
2021T1;27;Lugo;326068;14,29;37,02;36,55;2,30;34,20;19823,00;21377,00;18181,00;47,53;8,68;104,02;94,96;72,26;64,70;1,72;-0,80;888,33;3,59;563;26,11;70843,67;193;3,59
2021T2;27;Lugo;326068;14,29;37,02;36,55;2,30;34,20;19823,00;21377,00;18181,00;47,55;9,66;106,72;100,28;74,12;64,90;1,62;0,07;934,90;3,59;535;24,49;80034,72;121;3,77
2021T3;27;Lugo;326068;14,29;37,02;36,55;2,30;34,20;19823,00;21377,00;18181,00;48,64;8,26;107,08;99,76;75,73;65,20;1,59;0,74;943,08;3,59;651;26,42;79147,73;122;3,81
2021T4;27;Lugo;326068;14,29;37,02;36,55;2,30;34,20;19823,00;21377,00;18181,00;46,74;8,89;110,68;105,01;76,45;65,40;1,54;0,76;987,22;3,59;671;28,17;76765,28;66;3,98
2022T1;27;Lugo;324240;14,11;36,78;37,02;2,30;34,80;20788,00;22315,00;19192,00;45,75;10,53;112,92;105,46;78,25;65,20;1,60;0,72;1001,92;10,85;652;24,85;81498,80;138;3,86
2022T2;27;Lugo;324240;14,11;36,78;37,02;2,30;34,80;20788,00;22315,00;19192,00;47,20;8,92;117,84;114,52;79,81;65,20;1,74;0,98;1074,14;10,85;584;20,55;82636,86;84;4,13
2022T3;27;Lugo;324240;14,11;36,78;37,02;2,30;34,80;20788,00;22315,00;19192,00;47,07;8,29;118,71;110,54;80,34;64,60;2,14;0,87;1069,13;10,85;716;23,32;209967,82;140;4,11
2022T4;27;Lugo;324240;14,11;36,78;37,02;2,30;34,80;20788,00;22315,00;19192,00;47,82;8,76;119,06;115,01;79,87;63,90;2,87;0,30;1049,79;10,85;651;22,27;89988,98;124;4,04
2023T1;27;Lugo;324267;14,05;36,81;36,99;2,30;35,10;21939,00;23588,00;20231,00;48,04;8,59;119,28;112,83;80,88;63,00;3,59;-0,75;1092,02;11,71;642;21,03;85670,21;68;3,98
2023T2;27;Lugo;324267;14,05;36,81;36,99;2,30;35,10;21939,00;23588,00;20231,00;48,54;7,86;120,92;116,60;82,30;62,70;3,89;-2,01;1122,52;11,71;583;19,04;102953,22;336;4,09
2023T3;27;Lugo;324267;14,05;36,81;36,99;2,30;35,10;21939,00;23588,00;20231,00;48,02;9,34;122,15;112,78;84,00;62,20;4,06;-3,14;1174,97;11,71;496;18,55;80980,00;101;4,28
2023T4;27;Lugo;324267;14,05;36,81;36,99;2,30;35,10;21939,00;23588,00;20231,00;47,77;7,09;122,87;117,61;82,61;61,40;4,03;-3,14;1165,33;11,71;588;18,71;83165,49;105;4,25
2024T1;27;Lugo;325048;14,05;36,81;36,99;2,30;35,10;22704,00;24272,00;21093,00;48,29;7,07;123,54;113,32;85,01;61,50;3,69;-2,61;1199,43;13,10;904;32,96;76611,11;121;4,23
2024T2;27;Lugo;325048;14,05;36,81;36,99;2,30;35,10;22704,00;24272,00;21093,00;48,40;7,64;125,43;117,41;87,83;63,00;3,55;-1,79;1199,00;13,10;650;19,69;80403,95;176;4,22
2024T3;27;Lugo;325048;14,05;36,81;36,99;2,30;35,10;22704,00;24272,00;21093,00;48,79;6,66;124,92;114,16;90,17;63,30;3,45;-0,62;1232,84;13,10;667;24,74;76700,60;146;4,34
2024T4;27;Lugo;325048;14,05;36,81;36,99;2,30;35,10;22704,00;24272,00;21093,00;48,31;6,99;125,44;118,19;91,32;64,10;3,17;0,21;1249,88;13,10;803;26,77;85382,65;298;4,40
2015T1;28;Madrid;6375737;19,94;42,03;19,48;2,70;25,50;24734,00;28284,00;20824,00;53,08;17,79;99,14;90,33;47,98;60,70;2,61;-3,78;2026,47;-0,04;14707;28,76;145923,04;2501;6,55
2015T2;28;Madrid;6375737;19,94;42,03;19,48;2,70;25,50;24734,00;28284,00;20824,00;53,56;17,66;100,69;93,72;50,40;61,80;2,51;-3,32;2092,38;-0,04;12664;21,71;142687,79;3539;6,77
2015T3;28;Madrid;6375737;19,94;42,03;19,48;2,70;25,50;24734,00;28284,00;20824,00;53,53;16,27;99,96;90,26;50,98;62,30;2,45;-3,36;2074,92;-0,04;13214;21,46;152963,45;3442;6,71
2015T4;28;Madrid;6375737;19,94;42,03;19,48;2,70;25,50;24734,00;28284,00;20824,00;54,06;16,51;100,21;92,91;51,18;63,20;2,43;-3,27;2106,27;-0,04;11300;22,98;153884,34;3115;6,81
2016T1;28;Madrid;6411466;19,41;42,16;19,84;2,70;25,60;24886,00;28562,00;20850,00;53,44;16,81;98,54;88,55;52,66;63,90;2,33;-3,32;2098,42;2,74;15093;25,49;146741,49;5322;6,75
2016T2;28;Madrid;6411466;19,41;42,16;19,84;2,70;25,60;24886,00;28562,00;20850,00;53,63;16,25;99,71;92,68;54,31;63,80;2,32;-3,60;2171,78;2,74;15667;22,93;149334,72;4305;6,98
2016T3;28;Madrid;6411466;19,41;42,16;19,84;2,70;25,60;24886,00;28562,00;20850,00;53,55;15,19;99,71;89,74;54,96;63,80;2,37;-3,16;2159,15;2,74;15196;21,47;157220,07;4497;6,94
2016T4;28;Madrid;6411466;19,41;42,16;19,84;2,70;25,60;24886,00;28562,00;20850,00;53,96;14,60;101,00;93,20;55,79;64,20;2,27;-3,10;2225,23;2,74;13103;21,42;156641,95;4049;7,15
2017T1;28;Madrid;6459297;18,98;42,22;20,19;2,70;25,60;25120,00;28787,00;21112,00;53,75;14,23;100,86;90,09;58,26;64,80;2,24;-2,96;2253,72;6,69;16955;21,34;157945,19;4712;7,18
2017T2;28;Madrid;6459297;18,98;42,22;20,19;2,70;25,60;25120,00;28787,00;21112,00;54,47;13,04;101,59;93,77;60,22;65,00;2,17;-2,83;2299,61;6,69;18530;22,82;160064,70;5517;7,32
2017T3;28;Madrid;6459297;18,98;42,22;20,19;2,70;25,60;25120,00;28787,00;21112,00;55,09;12,35;101,23;91,13;61,75;64,90;2,22;-2,84;2333,46;6,69;18129;21,79;164034,87;4837;7,43
2017T4;28;Madrid;6459297;18,98;42,22;20,19;2,70;25,60;25120,00;28787,00;21112,00;54,62;13,75;102,42;94,80;62,44;65,60;2,15;-2,79;2411,99;6,69;16798;23,08;170596,60;5677;7,68
2018T1;28;Madrid;6529923;18,84;42,14;20,50;2,70;25,70;25904,00;29573,00;21906,00;54,79;13,40;101,91;91,97;64,18;65,50;2,23;-2,60;2459,24;11,19;18758;20,93;168926,64;5996;7,59
2018T2;28;Madrid;6529923;18,84;42,14;20,50;2,70;25,70;25904,00;29573,00;21906,00;55,25;12,08;103,31;95,37;66,31;64,90;2,20;-2,19;2563,71;11,19;20094;21,09;173450,78;6751;7,92
2018T3;28;Madrid;6529923;18,84;42,14;20,50;2,70;25,70;25904,00;29573,00;21906,00;55,11;11,86;103,38;92,55;68,47;65,90;2,17;-1,81;2581,07;11,19;20173;22,62;178410,79;6418;7,97
2018T4;28;Madrid;6529923;18,84;42,14;20,50;2,70;25,70;25904,00;29573,00;21906,00;55,68;11,54;104,35;96,51;68,42;66,50;2,26;-1,57;2656,63;11,19;17578;24,24;183395,36;4916;8,20
2019T1;28;Madrid;6618078;18,94;41,98;20,75;2,70;25,60;26721,00;30439,00;22685,00;55,37;11,70;103,39;92,79;70,41;64,60;2,37;-1,25;2701,33;14,03;19730;26,57;150095,36;7031;8,09
2019T2;28;Madrid;6618078;18,94;41,98;20,75;2,70;25,60;26721,00;30439,00;22685,00;56,23;10,54;104,52;96,07;70,59;65,50;2,35;-1,14;2728,16;14,03;18237;21,27;177929,46;6792;8,17
2019T3;28;Madrid;6618078;18,94;41,98;20,75;2,70;25,60;26721,00;30439,00;22685,00;55,97;10,26;104,03;93,19;71,62;64,70;2,15;-1,19;2716,25;14,03;17364;20,83;188601,92;4917;8,13
2019T4;28;Madrid;6618078;18,94;41,98;20,75;2,70;25,60;26721,00;30439,00;22685,00;57,06;9,99;104,97;96,93;70,42;63,00;1,99;-1,08;2804,54;14,03;16464;24,59;176186,97;5191;8,40
2020T1;28;Madrid;6720310;19,17;41,84;20,91;2,70;26,10;26801,00;30389,00;22890,00;56,28;10,60;103,95;92,62;72,18;63,80;2,03;-1,14;2741,44;6,31;17861;25,49;162790,05;4657;8,18
2020T2;28;Madrid;6720310;19,17;41,84;20,91;2,70;26,10;26801,00;30389,00;22890,00;52,85;12,61;104,07;93,31;71,76;64,20;1,91;-1,64;2694,29;6,31;11574;23,71;184764,15;3930;8,04
2020T3;28;Madrid;6720310;19,17;41,84;20,91;2,70;26,10;26801,00;30389,00;22890,00;53,60;13,25;103,45;92,71;72,50;63,60;1,94;-1,62;2700,35;6,31;13905;33,37;196093,13;4393;8,06
2020T4;28;Madrid;6720310;19,17;41,84;20,91;2,70;26,10;26801,00;30389,00;22890,00;54,76;13,53;103,96;97,76;71,46;65,20;1,80;-1,19;2675,63;6,31;15198;28,01;196287,02;4829;7,99
2021T1;28;Madrid;6726640;19,19;42,02;20,95;2,60;26,40;27981,00;31585,00;24074,00;55,50;12,24;104,35;94,96;72,16;64,70;1,72;-0,80;2711,64;4,87;19491;30,54;190786,07;3384;7,75
2021T2;28;Madrid;6726640;19,19;42,02;20,95;2,60;26,40;27981,00;31585,00;24074,00;55,78;12,20;106,11;100,28;73,12;64,90;1,62;0,07;2824,09;4,87;20835;27,03;202499,18;5390;8,07
2021T3;28;Madrid;6726640;19,19;42,02;20,95;2,60;26,40;27981,00;31585,00;24074,00;55,81;12,13;106,61;99,76;74,55;65,20;1,59;0,74;2862,46;4,87;21869;22,90;201065,16;5313;8,18
2021T4;28;Madrid;6726640;19,19;42,02;20,95;2,60;26,40;27981,00;31585,00;24074,00;56,61;10,18;109,72;105,01;75,38;65,40;1,54;0,76;3028,36;4,87;18741;25,07;205256,35;5615;8,66
2022T1;28;Madrid;6743254;19,22;41,85;21,37;2,60;26,60;29447,00;33295,00;25324,00;56,19;11,72;111,83;105,46;77,54;65,20;1,60;0,72;3182,81;20,11;22465;25,74;210407,31;5823;8,65
2022T2;28;Madrid;6743254;19,22;41,85;21,37;2,60;26,60;29447,00;33295,00;25324,00;56,71;10,70;115,13;114,52;78,44;65,20;1,74;0,98;3338,48;20,11;21897;20,13;206456,76;5085;9,07
2022T3;28;Madrid;6743254;19,22;41,85;21,37;2,60;26,60;29447,00;33295,00;25324,00;55,91;11,11;116,09;110,54;80,23;64,60;2,14;0,87;3336,45;20,11;20640;19,67;205593,43;5465;9,06
2022T4;28;Madrid;6743254;19,22;41,85;21,37;2,60;26,60;29447,00;33295,00;25324,00;55,99;11,33;115,95;115,01;79,10;63,90;2,87;0,30;3348,74;20,11;18512;22,13;214268,78;5812;9,10
2023T1;28;Madrid;6871903;19,86;41,42;21,47;2,60;26,40;30769,00;34621,00;26673,00;56,41;10,83;116,70;112,83;79,92;63,00;3,59;-0,75;3475,77;21,90;19876;24,50;210362,25;4991;9,04
2023T2;28;Madrid;6871903;19,86;41,42;21,47;2,60;26,40;30769,00;34621,00;26673,00;57,65;9,11;117,88;116,60;81,64;62,70;3,89;-2,01;3511,25;21,90;18625;24,04;208298,38;3460;9,13
2023T3;28;Madrid;6871903;19,86;41,42;21,47;2,60;26,40;30769,00;34621,00;26673,00;56,65;10,24;118,99;112,78;83,52;62,20;4,06;-3,14;3579,41;21,90;16472;19,08;198887,55;4836;9,31
2023T4;28;Madrid;6871903;19,86;41,42;21,47;2,60;26,40;30769,00;34621,00;26673,00;57,10;9,64;119,41;117,61;82,63;61,40;4,03;-3,14;3677,75;21,90;14982;20,14;191133,43;4177;9,56
2024T1;28;Madrid;7009268;19,86;41,42;21,47;2,60;26,40;31911,00;35873,00;27731,00;57,46;9,19;119,99;113,32;84,62;61,50;3,69;-2,61;3739,84;16,26;18469;22,16;167057,64;5300;9,38
2024T2;28;Madrid;7009268;19,86;41,42;21,47;2,60;26,40;31911,00;35873,00;27731,00;57,39;8,48;121,88;117,41;87,50;63,00;3,55;-1,79;3897,61;16,26;17538;19,95;205799,52;6005;9,77
2024T3;28;Madrid;7009268;19,86;41,42;21,47;2,60;26,40;31911,00;35873,00;27731,00;57,04;9,65;121,53;114,16;89,57;63,30;3,45;-0,62;3979,69;16,26;20227;18,07;222274,13;5299;9,98
2024T4;28;Madrid;7009268;19,86;41,42;21,47;2,60;26,40;31911,00;35873,00;27731,00;58,03;8,58;122,33;118,19;91,16;64,10;3,17;0,21;4123,17;16,26;21708;25,35;226028,85;3432;10,34
2015T1;29;Málaga;1629179;20,50;41,97;18,35;2,60;28,30;15377,00;17177,00;13332,00;40,80;32,37;98,92;90,33;53,94;60,70;2,61;-3,78;1471,19;2,15;6026;23,66;108332,80;658;7,65
2015T2;29;Málaga;1629179;20,50;41,97;18,35;2,60;28,30;15377,00;17177,00;13332,00;42,70;29,95;100,85;93,72;56,15;61,80;2,51;-3,32;1493,86;2,15;6083;21,16;104711,27;941;7,77
2015T3;29;Málaga;1629179;20,50;41,97;18,35;2,60;28,30;15377,00;17177,00;13332,00;42,86;28,97;99,84;90,26;56,78;62,30;2,45;-3,36;1522,00;2,15;6515;20,37;109521,13;1170;7,92
2015T4;29;Málaga;1629179;20,50;41,97;18,35;2,60;28,30;15377,00;17177,00;13332,00;43,02;26,98;100,39;92,91;56,39;63,20;2,43;-3,27;1526,17;2,15;5929;19,56;126301,40;883;7,94
2016T1;29;Málaga;1638378;19,88;42,35;18,64;2,60;28,40;15651,00;17453,00;13607,00;42,81;28,03;98,33;88,55;56,88;63,90;2,33;-3,32;1514,01;0,80;6225;18,62;106923,68;956;7,74
2016T2;29;Málaga;1638378;19,88;42,35;18,64;2,60;28,40;15651,00;17453,00;13607,00;42,56;25,94;99,98;92,68;57,60;63,80;2,32;-3,60;1564,83;0,80;7461;19,53;132205,91;1262;8,00
2016T3;29;Málaga;1638378;19,88;42,35;18,64;2,60;28,40;15651,00;17453,00;13607,00;43,29;25,26;99,74;89,74;57,55;63,80;2,37;-3,16;1526,95;0,80;6592;17,45;128283,68;1283;7,81
2016T4;29;Málaga;1638378;19,88;42,35;18,64;2,60;28,40;15651,00;17453,00;13607,00;42,09;25,00;101,57;93,20;57,57;64,20;2,27;-3,10;1612,27;0,80;6370;15,07;122435,72;1430;8,24
2017T1;29;Málaga;1644147;19,34;42,64;18,94;2,60;28,20;15939,00;17795,00;13842,00;41,68;26,20;101,26;90,09;58,08;64,80;2,24;-2,96;1636,20;0,35;7733;21,84;124564,96;1971;8,21
2017T2;29;Málaga;1644147;19,34;42,64;18,94;2,60;28,20;15939,00;17795,00;13842,00;43,83;21,94;102,14;93,77;58,98;65,00;2,17;-2,83;1645,99;0,35;7946;15,15;118145,77;1967;8,26
2017T3;29;Málaga;1644147;19,34;42,64;18,94;2,60;28,20;15939,00;17795,00;13842,00;44,17;20,88;101,57;91,13;59,67;64,90;2,22;-2,84;1640,51;0,35;7878;19,35;115422,32;1680;8,23
2017T4;29;Málaga;1644147;19,34;42,64;18,94;2,60;28,20;15939,00;17795,00;13842,00;44,18;20,73;103,45;94,80;60,15;65,60;2,15;-2,79;1706,44;0,35;7312;16,63;134193,39;1698;8,56
2018T1;29;Málaga;1650068;18,99;42,79;19,20;2,60;28,40;16527,00;18420,00;14403,00;43,74;22,11;102,44;91,97;60,44;65,50;2,23;-2,60;1721,75;3,85;7999;17,08;129027,91;2106;8,33
2018T2;29;Málaga;1650068;18,99;42,79;19,20;2,60;28,40;16527,00;18420,00;14403,00;46,29;20,21;104,25;95,37;61,78;64,90;2,20;-2,19;1787,75;3,85;8781;16,79;132759,08;2888;8,65
2018T3;29;Málaga;1650068;18,99;42,79;19,20;2,60;28,40;16527,00;18420,00;14403,00;47,06;17,88;104,01;92,55;62,89;65,90;2,17;-1,81;1803,64;3,85;8362;19,61;132931,15;1878;8,73
2018T4;29;Málaga;1650068;18,99;42,79;19,20;2,60;28,40;16527,00;18420,00;14403,00;47,38;16,56;105,13;96,51;63,54;66,50;2,26;-1,57;1877,64;3,85;7494;20,42;139003,35;3111;9,09
2019T1;29;Málaga;1660348;18,78;42,95;19,39;2,60;28,30;17390,00;19354,00;15183,00;47,01;17,46;103,69;92,79;64,02;64,60;2,37;-1,25;1834,18;11,44;8051;21,54;147266,16;3530;8,44
2019T2;29;Málaga;1660348;18,78;42,95;19,39;2,60;28,30;17390,00;19354,00;15183,00;47,04;17,27;105,28;96,07;65,22;65,50;2,35;-1,14;1910,88;11,44;7555;16,43;145030,58;3176;8,79
2019T3;29;Málaga;1660348;18,78;42,95;19,39;2,60;28,30;17390,00;19354,00;15183,00;46,91;18,09;104,46;93,19;66,60;64,70;2,15;-1,19;1906,57;11,44;6937;16,61;144588,28;1893;8,77
2019T4;29;Málaga;1660348;18,78;42,95;19,39;2,60;28,30;17390,00;19354,00;15183,00;46,50;17,75;105,67;96,93;66,17;63,00;1,99;-1,08;1938,98;11,44;7309;19,84;142912,31;2088;8,92
2020T1;29;Málaga;1683380;18,62;43,05;19,67;2,60;28,40;16946,00;18784,00;14855,00;45,77;19,40;104,46;92,62;66,67;63,80;2,03;-1,14;1889,50;6,96;6952;19,51;136925,55;2245;8,92
2020T2;29;Málaga;1683380;18,62;43,05;19,67;2,60;28,40;16946,00;18784,00;14855,00;43,04;20,06;104,65;93,31;66,76;64,20;1,91;-1,64;1895,43;6,96;4051;20,74;138106,54;1201;8,95
2020T3;29;Málaga;1683380;18,62;43,05;19,67;2,60;28,40;16946,00;18784,00;14855,00;44,20;22,60;104,06;92,71;67,44;63,60;1,94;-1,62;1861,14;6,96;5913;28,45;167797,09;1635;8,79
2020T4;29;Málaga;1683380;18,62;43,05;19,67;2,60;28,40;16946,00;18784,00;14855,00;46,34;19,32;105,17;97,76;67,27;65,20;1,80;-1,19;1904,02;6,96;6349;29,72;152613,44;1308;8,99
2021T1;29;Málaga;1696955;18,47;43,17;19,98;2,50;28,80;18112,00;20003,00;15992,00;43,41;22,68;105,39;94,96;67,10;64,70;1,72;-0,80;1901,63;8,20;7240;28,56;158350,53;1695;8,40
2021T2;29;Málaga;1696955;18,47;43,17;19,98;2,50;28,80;18112,00;20003,00;15992,00;45,99;19,10;107,77;100,28;69,14;64,90;1,62;0,07;1995,95;8,20;7259;21,97;162486,60;1816;8,82
2021T3;29;Málaga;1696955;18,47;43,17;19,98;2,50;28,80;18112,00;20003,00;15992,00;46,48;19,95;107,91;99,76;71,51;65,20;1,59;0,74;2076,48;8,20;9253;28,02;159685,66;2074;9,17
2021T4;29;Málaga;1696955;18,47;43,17;19,98;2,50;28,80;18112,00;20003,00;15992,00;46,93;19,98;111,46;105,01;72,66;65,40;1,54;0,76;2141,87;8,20;9387;25,73;171589,04;2509;9,46
