codigo_provincia,provincia,anio,pernoctaciones_residentes_espana,viajeros_residentes_espana,pernoctaciones_residentes_extranjero,viajeros_residentes_extranjero,pernoctaciones_total,viajeros_total,estancia_media_total,estancia_media_residentes_espana,estancia_media_residentes_extranjero
43,Tarragona,2025,4427878,1833063,6358090,1421752,10785970,3254813,3.3138524394489024,2.4155623674690943,4.472010589751236
44,Teruel,2015,560780,321194,84267,44214,645047,365406,1.7652884736430163,1.7459230247140358,1.9058895372506446
44,Teruel,2016,616997,348686,92911,45762,709905,394446,1.7997520573158303,1.7694917490234767,2.030308989991696
44,Teruel,2017,704908,392353,102826,49845,807731,442198,1.8266274383873287,1.7966168220964285,2.062915036613502
44,Teruel,2018,699768,392214,104438,56153,804204,448370,1.793616878916966,1.7841484495708975,1.8598828201520845
44,Teruel,2019,731961,397483,105879,57282,837841,454765,1.8423603399558013,1.84149007630515,1.8483816905834294
44,Teruel,2020,339923,185111,48106,20302,388029,205412,1.8890279048935796,1.8363198297237873,2.3695202443109054
44,Teruel,2021,532704,280335,64502,28861,597205,309194,1.931489614934313,1.9002407833484938,2.234919094972454
44,Teruel,2022,729989,382089,96643,48624,826633,430712,1.9192244469622393,1.910520847237162,1.9875575847318196
44,Teruel,2023,721512,375205,119291,52733,840801,427936,1.9647821169520676,1.92298077051212,2.262169798797717
44,Teruel,2024,726115,377905,139801,58626,865917,436532,1.9836277752833698,1.9214220505153412,2.384624569303722
44,Teruel,2025,796196,401727,148779,59463,944974,461189,2.0489950974546227,1.9819330042541328,2.5020432874224308
45,Toledo,2015,842153,551709,315313,208621,1157467,760328,1.5223258909312822,1.5264441943125815,1.5114154375638118
45,Toledo,2016,926776,580570,334693,222780,1261469,803349,1.5702627376146607,1.596320857088723,1.502347607505162
45,Toledo,2017,919112,579242,362672,247430,1281782,826671,1.5505346141330711,1.5867495796230247,1.4657559713858466
45,Toledo,2018,930036,571178,385599,252860,1315635,824038,1.5965707892111771,1.6282769994642652,1.524950565530333
45,Toledo,2019,912672,577929,410887,265908,1323557,843836,1.5685002773050687,1.5792112871996387,1.545222407750049
45,Toledo,2020,384506,237512,87470,50865,471977,288380,1.6366495596088495,1.61889083498939,1.719650054064681
45,Toledo,2021,729117,449927,127185,72071,856297,521998,1.640421993954,1.620522884823538,1.764718125182112
45,Toledo,2022,1004459,630523,324032,171231,1328491,801753,1.6569828862505036,1.5930568750069387,1.892367620349119
45,Toledo,2023,1048601,652505,369269,208809,1417872,861314,1.6461731726176516,1.6070390265208696,1.768453467044045
45,Toledo,2024,1116588,690919,355178,222367,1471764,913286,1.6115039538545428,1.6160910323786146,1.5972603848592641
45,Toledo,2025,1176058,725762,390913,215402,1566969,941162,1.6649301608012224,1.6204458210818422,1.8148067334565139
46,Valencia/València,2015,3773102,1739081,2589370,1145860,6362471,2884943,2.205406138006886,2.1695953207469922,2.259761227375072
46,Valencia/València,2016,3806656,1756600,3084940,1265853,6891598,3022454,2.280133295659752,2.1670590914266197,2.43704442774951
46,Valencia/València,2017,4049530,1809097,3163199,1296747,7212730,3105843,2.3223099171464883,2.2384261319321186,2.4393339641425813
46,Valencia/València,2018,4144579,1854492,3597130,1471506,7741708,3326000,2.327633193024654,2.2348864271185858,2.4445228221971234
46,Valencia/València,2019,4230452,1901813,3795134,1572156,8025587,3473970,2.310206190611894,2.2244311086316055,2.413967825075883
46,Valencia/València,2020,1772928,899121,892937,384928,2665868,1284047,2.0761451878319095,1.9718458360999243,2.319750706625655
46,Valencia/València,2021,3163625,1495551,1670509,650920,4834138,2146474,2.2521297718956763,2.1153574836297793,2.566381429361519
46,Valencia/València,2022,4343443,2024278,3582340,1368550,7925785,3392828,2.3360409074671633,2.145675149361896,2.617617186072851
46,Valencia/València,2023,4479558,2077874,3934452,1559489,8414008,3637363,2.3132164702835545,2.1558371681824786,2.522911030472161
46,Valencia/València,2024,4516481,2010267,4320488,1655074,8836969,3665340,2.410954781821059,2.2467070294642455,2.6104500463423386
46,Valencia/València,2025,4317220,1997029,4421100,1695609,8738317,3692639,2.3664151843708523,2.1618213856684103,2.607381772566671
47,Valladolid,2015,869804,508331,184017,110516,1053818,618847,1.7028732465375125,1.7110976902844799,1.6650711209236673
47,Valladolid,2016,933280,567254,215022,125427,1148302,692681,1.6577645409647441,1.6452594428598124,1.7143198832787199
47,Valladolid,2017,1003007,598687,233445,137507,1236453,736193,1.6795228968490599,1.6753445456473917,1.69769539005287
47,Valladolid,2018,1013799,600117,245866,138503,1259663,738619,1.7054299984159627,1.6893355795619853,1.7751673248954896
47,Valladolid,2019,1071394,620401,234836,135109,1306231,755512,1.7289348150658097,1.726937899842199,1.7381225529017312
47,Valladolid,2020,444593,257076,68209,36635,512804,293710,1.7459534915392734,1.729422427608956,1.8618534188617442
47,Valladolid,2021,736466,431086,113023,65927,849488,497013,1.70918668123369,1.7083969323986397,1.7143658895444962
47,Valladolid,2022,953974,566803,212830,130435,1166805,697238,1.6734673095843886,1.6830786005014087,1.6316939471767546
47,Valladolid,2023,970450,550233,226457,137384,1196907,687615,1.7406644706703607,1.7637073748757344,1.648350608513364
47,Valladolid,2024,988117,549774,239760,135075,1227878,684845,1.7929283268476808,1.7973148966666304,1.7750138811771239
47,Valladolid,2025,985630,557762,255885,143936,1241516,701697,1.7693049849151414,1.7671157231937638,1.7777692863494887
48,Bizkaia,2015,1559464,796878,896851,479209,2456318,1276086,1.9248843729968044,1.9569670639671317,1.8715236984280346
48,Bizkaia,2016,1593658,849709,972847,513277,2566504,1362987,1.8829996177513064,1.8755338592388688,1.895364491298071
48,Bizkaia,2017,1676659,894445,1089932,565673,2766589,1460117,1.8947721312744115,1.8745244257612261,1.9267880913531317
48,Bizkaia,2018,1711600,922107,1183196,605824,2894794,1527930,1.894585484937137,1.8561837183754164,1.9530358652017747
48,Bizkaia,2019,1739833,936627,1252552,654550,2992386,1591179,1.8806092840591788,1.8575516187340317,1.9136078221679016
48,Bizkaia,2020,805159,428514,292703,152436,1097862,580946,1.889783215651713,1.8789561134525359,1.9201697761683592
48,Bizkaia,2021,1314082,698250,490321,254619,1804405,952870,1.8936528592567716,1.8819649122807018,1.9257046803262914
48,Bizkaia,2022,1675982,919465,1187270,607949,2863250,1527415,1.8745723984640716,1.8227795511520286,1.9529105237445905
48,Bizkaia,2023,1696668,929280,1506548,740904,3203215,1670183,1.917882651182535,1.8257877066115702,2.0333916404824377
48,Bizkaia,2024,1708079,931522,1571767,782061,3279844,1713585,1.9140246909257492,1.8336432204499733,2.009775452298478
48,Bizkaia,2025,1725845,934672,1692846,831937,3418691,1766607,1.9351734709530757,1.846471275484876,2.0348247523550462
49,Zamora,2015,307763,191349,37102,25445,344864,216795,1.5907377937683065,1.6083857245138464,1.458125368441737
49,Zamora,2016,337316,208437,34898,24808,372214,233244,1.5958138258647596,1.6183115281835758,1.4067236375362786
49,Zamora,2017,348356,216526,39340,27288,387696,243814,1.5901301812037045,1.608841432437675,1.4416593374377016
49,Zamora,2018,402394,238490,45272,30207,447665,268698,1.666052594362444,1.6872573273512517,1.4987254609858642
49,Zamora,2019,413370,245916,51105,31825,464479,277741,1.6723458185863809,1.6809398331137462,1.6058130400628436
49,Zamora,2021,267302,163484,23716,14139,291015,177621,1.6384042427415677,1.635034621125003,1.6773463469835208
49,Zamora,2022,337926,203979,41693,26958,379617,230936,1.6438190667544255,1.6566705396143722,1.5465909933971362
49,Zamora,2023,347204,199734,44448,29261,391653,228995,1.7103124522369484,1.738331981535442,1.5190184887734528
49,Zamora,2024,342404,199115,43319,29978,385724,229093,1.683700505908081,1.7196293599176355,1.4450263526586162
49,Zamora,2025,319201,189143,39693,27031,358895,216175,1.660205851740488,1.6876173054249959,1.468425141504199
50,Zaragoza,2015,1691979,962818,482942,301811,2174919,1264630,1.7198065837438619,1.7573196595826002,1.60014711193429
50,Zaragoza,2016,1923216,1085774,591673,353566,2514888,1439342,1.747248395447364,1.771285737179192,1.673444279144488
50,Zaragoza,2017,2024423,1135688,641649,401207,2666070,1536897,1.7347096129408803,1.7825520741612133,1.599296622441782
50,Zaragoza,2018,2102863,1170818,725964,426418,2828827,1597235,1.771077518336375,1.7960630943494207,1.7024703459985273
50,Zaragoza,2019,2104520,1169369,764211,454901,2868731,1624271,1.7661652519807347,1.7997056532198135,1.679950142998147
50,Zaragoza,2020,840434,462175,223295,108022,1063728,570195,1.865551258779891,1.8184324119651647,2.0671252152339337
50,Zaragoza,2021,1394971,796529,308763,164069,1703732,960599,1.7736141719906018,1.751312256050941,1.8819094405402605
50,Zaragoza,2022,1897524,1069546,657184,332472,2554708,1402019,1.8221636083391166,1.7741396816967199,1.976659688635434
50,Zaragoza,2023,2018665,1130087,704135,395428,2722799,1525514,1.784840388223248,1.7862916748887474,1.7806907957959477
50,Zaragoza,2024,2093965,1204032,772564,448995,2866530,1653026,1.734110655246802,1.7391273653856376,1.7206516776356084
50,Zaragoza,2025,2101888,1194797,702827,403072,2804715,1597870,1.7552835962875577,1.7592009353890243,1.7436760677993013
51,Ceuta,2015,114718,47979,46036,27864,160755,75843,2.1195759661405797,2.391004397757352,1.6521676715475164
51,Ceuta,2016,133905,50390,51332,24938,185235,75330,2.4589804858622064,2.657372494542568,2.058384794289839
51,Ceuta,2017,123563,48708,58554,28803,182114,77511,2.349524583607488,2.5368112014453477,2.0329132382043538
51,Ceuta,2018,120952,48172,59306,28075,180257,76246,2.3641502505049443,2.510836170389438,2.112413178984862
51,Ceuta,2019,109989,46267,58001,30072,167989,76339,2.2005658968548185,2.3772667343895217,1.9287376961957967
51,Ceuta,2021,89845,36509,7504,2724,97348,39233,2.481278515535391,2.4609000520419624,2.7547723935389135
51,Ceuta,2022,107477,47862,29704,13908,137179,61770,2.220802978792294,2.2455601521039656,2.1357492090882944
51,Ceuta,2023,101837,46619,42589,21724,144427,68343,2.1132669037063048,2.184452690962912,1.9604584791014545
51,Ceuta,2024,84951,39910,49633,27105,134586,67016,2.0082666825832636,2.1285642696066147,1.8311381663899648
51,Ceuta,2025,93652,48485,49937,26854,143590,75341,1.9058679868862904,1.9315664638548005,1.8595739927012735
52,Melilla,2015,122608,39872,25222,16777,147831,56652,2.6094577420038125,3.075040128410915,1.5033677057876855
52,Melilla,2016,127327,40947,31941,17532,159269,58479,2.7235246840746252,3.1095562556475445,1.8218685831622177
52,Melilla,2017,124484,41818,30229,19762,154713,61583,2.5122679960378678,2.9768042469749867,1.5296528691427993
52,Melilla,2018,111510,44596,34797,21671,146307,66267,2.2078410068359817,2.500448470714862,1.6056942457662313
52,Melilla,2019,106010,44806,34172,22504,140184,67309,2.0826932505311326,2.365977770834263,1.518485602559545
52,Melilla,2021,76462,28950,11857,4143,88318,33093,2.668781917626084,2.641174438687392,2.861935795317403
52,Melilla,2022,94140,39001,19948,11326,114089,50330,2.2668189946354063,2.4137842619420016,1.761257284125022
52,Melilla,2023,106511,41037,19944,11467,126453,52503,2.408490943374664,2.595486999537003,1.7392517659370368
52,Melilla,2024,108123,43888,21081,13205,129205,57096,2.2629431133529496,2.4636119212541012,1.5964407421431277
52,Melilla,2025,111950,47846,26152,16625,138104,64470,2.142143632697379,2.3397985202524767,1.5730526315789473
