provincia,anio,trimestre,periodo,numero_transacciones
Pontevedra,2006,1,2006-T1,163.0
Pontevedra,2006,2,2006-T2,92.0
Pontevedra,2006,3,2006-T3,145.0
Pontevedra,2006,4,2006-T4,146.0
Pontevedra,2007,1,2007-T1,57.0
Pontevedra,2007,2,2007-T2,103.0
Pontevedra,2007,3,2007-T3,72.0
Pontevedra,2007,4,2007-T4,88.0
Pontevedra,2008,1,2008-T1,56.0
Pontevedra,2008,2,2008-T2,38.0
Pontevedra,2008,3,2008-T3,40.0
Pontevedra,2008,4,2008-T4,67.0
Pontevedra,2009,1,2009-T1,44.0
Pontevedra,2009,2,2009-T2,53.0
Pontevedra,2009,3,2009-T3,54.0
Pontevedra,2009,4,2009-T4,73.0
Pontevedra,2010,1,2010-T1,51.0
Pontevedra,2010,2,2010-T2,40.0
Pontevedra,2010,3,2010-T3,42.0
Pontevedra,2010,4,2010-T4,45.0
Pontevedra,2011,1,2011-T1,33.0
Pontevedra,2011,2,2011-T2,48.0
Pontevedra,2011,3,2011-T3,30.0
Pontevedra,2011,4,2011-T4,39.0
Pontevedra,2012,1,2012-T1,24.0
Pontevedra,2012,2,2012-T2,31.0
Pontevedra,2012,3,2012-T3,13.0
Pontevedra,2012,4,2012-T4,33.0
Pontevedra,2013,1,2013-T1,21.0
Pontevedra,2013,2,2013-T2,21.0
Pontevedra,2013,3,2013-T3,27.0
Pontevedra,2013,4,2013-T4,39.0
Pontevedra,2014,1,2014-T1,21.0
Pontevedra,2014,2,2014-T2,35.0
Pontevedra,2014,3,2014-T3,24.0
Pontevedra,2014,4,2014-T4,27.0
Pontevedra,2015,1,2015-T1,33.0
Pontevedra,2015,2,2015-T2,35.0
Pontevedra,2015,3,2015-T3,62.0
Pontevedra,2015,4,2015-T4,58.0
Pontevedra,2016,1,2016-T1,19.0
Pontevedra,2016,2,2016-T2,44.0
Pontevedra,2016,3,2016-T3,31.0
Pontevedra,2016,4,2016-T4,22.0
Pontevedra,2017,1,2017-T1,22.0
Pontevedra,2017,2,2017-T2,64.0
Pontevedra,2017,3,2017-T3,35.0
Pontevedra,2017,4,2017-T4,44.0
Pontevedra,2018,1,2018-T1,66.0
Pontevedra,2018,2,2018-T2,49.0
Pontevedra,2018,3,2018-T3,59.0
Pontevedra,2018,4,2018-T4,38.0
Pontevedra,2019,1,2019-T1,47.0
Pontevedra,2019,2,2019-T2,27.0
Pontevedra,2019,3,2019-T3,61.0
Pontevedra,2019,4,2019-T4,60.0
Pontevedra,2020,1,2020-T1,20.0
Pontevedra,2020,2,2020-T2,23.0
Pontevedra,2020,3,2020-T3,27.0
Pontevedra,2020,4,2020-T4,66.0
Pontevedra,2021,1,2021-T1,44.0
Pontevedra,2021,2,2021-T2,53.0
Pontevedra,2021,3,2021-T3,101.0
Pontevedra,2021,4,2021-T4,43.0
Pontevedra,2022,1,2022-T1,68.0
Pontevedra,2022,2,2022-T2,35.0
Pontevedra,2022,3,2022-T3,39.0
Pontevedra,2022,4,2022-T4,43.0
Pontevedra,2023,1,2023-T1,25.0
Pontevedra,2023,2,2023-T2,60.0
Pontevedra,2023,3,2023-T3,30.0
Pontevedra,2023,4,2023-T4,23.0
Pontevedra,2024,1,2024-T1,38.0
Pontevedra,2024,2,2024-T2,31.0
Pontevedra,2024,3,2024-T3,41.0
Pontevedra,2024,4,2024-T4,19.0
Pontevedra,2025,1,2025-T1,64.0
Pontevedra,2025,2,2025-T2,47.0
Pontevedra,2025,3,2025-T3,74.0
Pontevedra,2025,4,2025-T4,49.0
Pontevedra,2026,1,2026-T1,62.0
Salamanca,2004,1,2004-T1,150.0
Salamanca,2004,2,2004-T2,288.0
Salamanca,2004,3,2004-T3,154.0
Salamanca,2004,4,2004-T4,153.0
Salamanca,2005,1,2005-T1,106.0
Salamanca,2005,2,2005-T2,122.0
Salamanca,2005,3,2005-T3,218.0
Salamanca,2005,4,2005-T4,78.0
Salamanca,2006,1,2006-T1,60.0
Salamanca,2006,2,2006-T2,85.0
Salamanca,2006,3,2006-T3,113.0
Salamanca,2006,4,2006-T4,212.0
Salamanca,2007,1,2007-T1,99.0
Salamanca,2007,2,2007-T2,72.0
Salamanca,2007,3,2007-T3,51.0
Salamanca,2007,4,2007-T4,73.0
Salamanca,2008,1,2008-T1,198.0
Salamanca,2008,2,2008-T2,125.0
Salamanca,2008,3,2008-T3,41.0
Salamanca,2008,4,2008-T4,172.0
Salamanca,2009,1,2009-T1,61.0
Salamanca,2009,2,2009-T2,100.0
Salamanca,2009,3,2009-T3,52.0
Salamanca,2009,4,2009-T4,52.0
Salamanca,2010,1,2010-T1,51.0
Salamanca,2010,2,2010-T2,85.0
Salamanca,2010,3,2010-T3,65.0
Salamanca,2010,4,2010-T4,63.0
Salamanca,2011,1,2011-T1,59.0
Salamanca,2011,2,2011-T2,66.0
Salamanca,2011,3,2011-T3,54.0
Salamanca,2011,4,2011-T4,64.0
Salamanca,2012,1,2012-T1,32.0
Salamanca,2012,2,2012-T2,29.0
Salamanca,2012,3,2012-T3,57.0
Salamanca,2012,4,2012-T4,39.0
Salamanca,2013,1,2013-T1,21.0
Salamanca,2013,2,2013-T2,36.0
Salamanca,2013,3,2013-T3,53.0
Salamanca,2013,4,2013-T4,35.0
Salamanca,2014,1,2014-T1,16.0
Salamanca,2014,2,2014-T2,43.0
Salamanca,2014,3,2014-T3,33.0
Salamanca,2014,4,2014-T4,31.0
Salamanca,2015,1,2015-T1,50.0
Salamanca,2015,2,2015-T2,76.0
Salamanca,2015,3,2015-T3,41.0
Salamanca,2015,4,2015-T4,64.0
Salamanca,2016,1,2016-T1,37.0
Salamanca,2016,2,2016-T2,34.0
Salamanca,2016,3,2016-T3,30.0
Salamanca,2016,4,2016-T4,48.0
Salamanca,2017,1,2017-T1,25.0
Salamanca,2017,2,2017-T2,79.0
Salamanca,2017,3,2017-T3,31.0
Salamanca,2017,4,2017-T4,62.0
Salamanca,2018,1,2018-T1,38.0
Salamanca,2018,2,2018-T2,42.0
Salamanca,2018,3,2018-T3,77.0
Salamanca,2018,4,2018-T4,38.0
Salamanca,2019,1,2019-T1,52.0
Salamanca,2019,2,2019-T2,42.0
Salamanca,2019,3,2019-T3,54.0
Salamanca,2019,4,2019-T4,126.0
Salamanca,2020,1,2020-T1,22.0
Salamanca,2020,2,2020-T2,26.0
Salamanca,2020,3,2020-T3,84.0
Salamanca,2020,4,2020-T4,96.0
Salamanca,2021,1,2021-T1,75.0
Salamanca,2021,2,2021-T2,115.0
Salamanca,2021,3,2021-T3,120.0
Salamanca,2021,4,2021-T4,63.0
Salamanca,2022,1,2022-T1,52.0
Salamanca,2022,2,2022-T2,34.0
Salamanca,2022,3,2022-T3,53.0
Salamanca,2022,4,2022-T4,49.0
Salamanca,2023,1,2023-T1,29.0
Salamanca,2023,2,2023-T2,52.0
Salamanca,2023,3,2023-T3,35.0
Salamanca,2023,4,2023-T4,72.0
Salamanca,2024,1,2024-T1,55.0
Salamanca,2024,2,2024-T2,61.0
Salamanca,2024,3,2024-T3,90.0
Salamanca,2024,4,2024-T4,53.0
Salamanca,2025,1,2025-T1,90.0
Salamanca,2025,2,2025-T2,69.0
Salamanca,2025,3,2025-T3,88.0
Salamanca,2025,4,2025-T4,208.0
Salamanca,2026,1,2026-T1,221.0
Santa Cruz de Tenerife,2004,1,2004-T1,289.0
Santa Cruz de Tenerife,2004,2,2004-T2,262.0
Santa Cruz de Tenerife,2004,3,2004-T3,277.0
Santa Cruz de Tenerife,2004,4,2004-T4,263.0
Santa Cruz de Tenerife,2005,1,2005-T1,308.0
Santa Cruz de Tenerife,2005,2,2005-T2,488.0
Santa Cruz de Tenerife,2005,3,2005-T3,358.0
Santa Cruz de Tenerife,2005,4,2005-T4,266.0
Santa Cruz de Tenerife,2006,1,2006-T1,306.0
Santa Cruz de Tenerife,2006,2,2006-T2,276.0
Santa Cruz de Tenerife,2006,3,2006-T3,271.0
Santa Cruz de Tenerife,2006,4,2006-T4,283.0
Santa Cruz de Tenerife,2007,1,2007-T1,295.0
Santa Cruz de Tenerife,2007,2,2007-T2,214.0
Santa Cruz de Tenerife,2007,3,2007-T3,174.0
Santa Cruz de Tenerife,2007,4,2007-T4,131.0
Santa Cruz de Tenerife,2008,1,2008-T1,106.0
Santa Cruz de Tenerife,2008,2,2008-T2,106.0
Santa Cruz de Tenerife,2008,3,2008-T3,86.0
Santa Cruz de Tenerife,2008,4,2008-T4,71.0
Santa Cruz de Tenerife,2009,1,2009-T1,72.0
Santa Cruz de Tenerife,2009,2,2009-T2,66.0
Santa Cruz de Tenerife,2009,3,2009-T3,62.0
Santa Cruz de Tenerife,2009,4,2009-T4,75.0
Santa Cruz de Tenerife,2010,1,2010-T1,65.0
Santa Cruz de Tenerife,2010,2,2010-T2,75.0
Santa Cruz de Tenerife,2010,3,2010-T3,102.0
Santa Cruz de Tenerife,2010,4,2010-T4,69.0
Santa Cruz de Tenerife,2011,1,2011-T1,59.0
Santa Cruz de Tenerife,2011,2,2011-T2,71.0
Santa Cruz de Tenerife,2011,3,2011-T3,48.0
Santa Cruz de Tenerife,2011,4,2011-T4,56.0
Santa Cruz de Tenerife,2012,1,2012-T1,41.0
Santa Cruz de Tenerife,2012,2,2012-T2,46.0
Santa Cruz de Tenerife,2012,3,2012-T3,33.0
Santa Cruz de Tenerife,2012,4,2012-T4,46.0
Santa Cruz de Tenerife,2013,1,2013-T1,35.0
Santa Cruz de Tenerife,2013,2,2013-T2,46.0
Santa Cruz de Tenerife,2013,3,2013-T3,45.0
Santa Cruz de Tenerife,2013,4,2013-T4,53.0
Santa Cruz de Tenerife,2014,1,2014-T1,42.0
Santa Cruz de Tenerife,2014,2,2014-T2,35.0
Santa Cruz de Tenerife,2014,3,2014-T3,47.0
Santa Cruz de Tenerife,2014,4,2014-T4,48.0
Santa Cruz de Tenerife,2015,1,2015-T1,45.0
Santa Cruz de Tenerife,2015,2,2015-T2,50.0
Santa Cruz de Tenerife,2015,3,2015-T3,49.0
Santa Cruz de Tenerife,2015,4,2015-T4,56.0
Santa Cruz de Tenerife,2016,1,2016-T1,49.0
Santa Cruz de Tenerife,2016,2,2016-T2,59.0
Santa Cruz de Tenerife,2016,3,2016-T3,84.0
Santa Cruz de Tenerife,2016,4,2016-T4,67.0
Santa Cruz de Tenerife,2017,1,2017-T1,73.0
Santa Cruz de Tenerife,2017,2,2017-T2,70.0
Santa Cruz de Tenerife,2017,3,2017-T3,71.0
Santa Cruz de Tenerife,2017,4,2017-T4,80.0
Santa Cruz de Tenerife,2018,1,2018-T1,91.0
Santa Cruz de Tenerife,2018,2,2018-T2,96.0
Santa Cruz de Tenerife,2018,3,2018-T3,78.0
Santa Cruz de Tenerife,2018,4,2018-T4,90.0
Santa Cruz de Tenerife,2019,1,2019-T1,78.0
Santa Cruz de Tenerife,2019,2,2019-T2,66.0
Santa Cruz de Tenerife,2019,3,2019-T3,65.0
Santa Cruz de Tenerife,2019,4,2019-T4,115.0
Santa Cruz de Tenerife,2020,1,2020-T1,50.0
Santa Cruz de Tenerife,2020,2,2020-T2,37.0
Santa Cruz de Tenerife,2020,3,2020-T3,58.0
Santa Cruz de Tenerife,2020,4,2020-T4,65.0
Santa Cruz de Tenerife,2021,1,2021-T1,50.0
Santa Cruz de Tenerife,2021,2,2021-T2,125.0
Santa Cruz de Tenerife,2021,3,2021-T3,98.0
Santa Cruz de Tenerife,2021,4,2021-T4,82.0
Santa Cruz de Tenerife,2022,1,2022-T1,113.0
Santa Cruz de Tenerife,2022,2,2022-T2,112.0
Santa Cruz de Tenerife,2022,3,2022-T3,65.0
Santa Cruz de Tenerife,2022,4,2022-T4,128.0
Santa Cruz de Tenerife,2023,1,2023-T1,116.0
Santa Cruz de Tenerife,2023,2,2023-T2,131.0
Santa Cruz de Tenerife,2023,3,2023-T3,62.0
Santa Cruz de Tenerife,2023,4,2023-T4,115.0
Santa Cruz de Tenerife,2024,1,2024-T1,94.0
Santa Cruz de Tenerife,2024,2,2024-T2,101.0
Santa Cruz de Tenerife,2024,3,2024-T3,89.0
Santa Cruz de Tenerife,2024,4,2024-T4,76.0
Santa Cruz de Tenerife,2025,1,2025-T1,78.0
Santa Cruz de Tenerife,2025,2,2025-T2,104.0
Santa Cruz de Tenerife,2025,3,2025-T3,109.0
Santa Cruz de Tenerife,2025,4,2025-T4,102.0
Santa Cruz de Tenerife,2026,1,2026-T1,106.0
Segovia,2004,1,2004-T1,390.0
Segovia,2004,2,2004-T2,305.0
Segovia,2004,3,2004-T3,333.0
Segovia,2004,4,2004-T4,417.0
Segovia,2005,1,2005-T1,348.0
Segovia,2005,2,2005-T2,421.0
Segovia,2005,3,2005-T3,287.0
Segovia,2005,4,2005-T4,324.0
Segovia,2006,1,2006-T1,326.0
Segovia,2006,2,2006-T2,249.0
Segovia,2006,3,2006-T3,206.0
Segovia,2006,4,2006-T4,146.0
Segovia,2007,1,2007-T1,108.0
Segovia,2007,2,2007-T2,126.0
Segovia,2007,3,2007-T3,68.0
Segovia,2007,4,2007-T4,100.0
Segovia,2008,1,2008-T1,103.0
Segovia,2008,2,2008-T2,92.0
Segovia,2008,3,2008-T3,184.0
Segovia,2008,4,2008-T4,127.0
Segovia,2009,1,2009-T1,54.0
Segovia,2009,2,2009-T2,136.0
Segovia,2009,3,2009-T3,58.0
Segovia,2009,4,2009-T4,65.0
Segovia,2010,1,2010-T1,52.0
Segovia,2010,2,2010-T2,76.0
Segovia,2010,3,2010-T3,46.0
Segovia,2010,4,2010-T4,56.0
Segovia,2011,1,2011-T1,52.0
Segovia,2011,2,2011-T2,55.0
Segovia,2011,3,2011-T3,57.0
Segovia,2011,4,2011-T4,91.0
Segovia,2012,1,2012-T1,50.0
Segovia,2012,2,2012-T2,36.0
Segovia,2012,3,2012-T3,125.0
Segovia,2012,4,2012-T4,48.0
Segovia,2013,1,2013-T1,32.0
Segovia,2013,2,2013-T2,27.0
Segovia,2013,3,2013-T3,64.0
Segovia,2013,4,2013-T4,33.0
Segovia,2014,1,2014-T1,27.0
Segovia,2014,2,2014-T2,45.0
Segovia,2014,3,2014-T3,40.0
Segovia,2014,4,2014-T4,63.0
Segovia,2015,1,2015-T1,30.0
Segovia,2015,2,2015-T2,38.0
Segovia,2015,3,2015-T3,46.0
Segovia,2015,4,2015-T4,47.0
Segovia,2016,1,2016-T1,37.0
Segovia,2016,2,2016-T2,43.0
Segovia,2016,3,2016-T3,23.0
Segovia,2016,4,2016-T4,34.0
Segovia,2017,1,2017-T1,52.0
Segovia,2017,2,2017-T2,48.0
Segovia,2017,3,2017-T3,53.0
Segovia,2017,4,2017-T4,133.0
Segovia,2018,1,2018-T1,44.0
Segovia,2018,2,2018-T2,43.0
Segovia,2018,3,2018-T3,56.0
Segovia,2018,4,2018-T4,76.0
Segovia,2019,1,2019-T1,59.0
Segovia,2019,2,2019-T2,35.0
Segovia,2019,3,2019-T3,127.0
Segovia,2019,4,2019-T4,101.0
Segovia,2020,1,2020-T1,27.0
Segovia,2020,2,2020-T2,29.0
Segovia,2020,3,2020-T3,55.0
Segovia,2020,4,2020-T4,87.0
Segovia,2021,1,2021-T1,91.0
Segovia,2021,2,2021-T2,185.0
Segovia,2021,3,2021-T3,84.0
Segovia,2021,4,2021-T4,111.0
Segovia,2022,1,2022-T1,117.0
Segovia,2022,2,2022-T2,78.0
Segovia,2022,3,2022-T3,55.0
Segovia,2022,4,2022-T4,82.0
Segovia,2023,1,2023-T1,55.0
Segovia,2023,2,2023-T2,70.0
Segovia,2023,3,2023-T3,38.0
Segovia,2023,4,2023-T4,128.0
Segovia,2024,1,2024-T1,62.0
Segovia,2024,2,2024-T2,55.0
Segovia,2024,3,2024-T3,85.0
Segovia,2024,4,2024-T4,57.0
Segovia,2025,1,2025-T1,85.0
Segovia,2025,2,2025-T2,106.0
Segovia,2025,3,2025-T3,124.0
Segovia,2025,4,2025-T4,142.0
Segovia,2026,1,2026-T1,179.0
Sevilla,2004,1,2004-T1,1204.0
Sevilla,2004,2,2004-T2,1395.0
Sevilla,2004,3,2004-T3,874.0
Sevilla,2004,4,2004-T4,1187.0
Sevilla,2005,1,2005-T1,995.0
Sevilla,2005,2,2005-T2,1369.0
Sevilla,2005,3,2005-T3,1229.0
Sevilla,2005,4,2005-T4,749.0
Sevilla,2006,1,2006-T1,856.0
Sevilla,2006,2,2006-T2,680.0
Sevilla,2006,3,2006-T3,831.0
Sevilla,2006,4,2006-T4,868.0
Sevilla,2007,1,2007-T1,833.0
Sevilla,2007,2,2007-T2,865.0
Sevilla,2007,3,2007-T3,601.0
Sevilla,2007,4,2007-T4,840.0
Sevilla,2008,1,2008-T1,586.0
Sevilla,2008,2,2008-T2,603.0
Sevilla,2008,3,2008-T3,494.0
Sevilla,2008,4,2008-T4,486.0
Sevilla,2009,1,2009-T1,457.0
Sevilla,2009,2,2009-T2,468.0
Sevilla,2009,3,2009-T3,270.0
Sevilla,2009,4,2009-T4,739.0
Sevilla,2010,1,2010-T1,344.0
Sevilla,2010,2,2010-T2,331.0
Sevilla,2010,3,2010-T3,329.0
Sevilla,2010,4,2010-T4,328.0
Sevilla,2011,1,2011-T1,369.0
Sevilla,2011,2,2011-T2,250.0
Sevilla,2011,3,2011-T3,179.0
Sevilla,2011,4,2011-T4,351.0
Sevilla,2012,1,2012-T1,278.0
Sevilla,2012,2,2012-T2,212.0
Sevilla,2012,3,2012-T3,225.0
Sevilla,2012,4,2012-T4,345.0
Sevilla,2013,1,2013-T1,117.0
Sevilla,2013,2,2013-T2,226.0
Sevilla,2013,3,2013-T3,247.0
Sevilla,2013,4,2013-T4,266.0
Sevilla,2014,1,2014-T1,286.0
Sevilla,2014,2,2014-T2,214.0
Sevilla,2014,3,2014-T3,272.0
Sevilla,2014,4,2014-T4,280.0
Sevilla,2015,1,2015-T1,208.0
Sevilla,2015,2,2015-T2,265.0
Sevilla,2015,3,2015-T3,223.0
Sevilla,2015,4,2015-T4,306.0
Sevilla,2016,1,2016-T1,266.0
Sevilla,2016,2,2016-T2,178.0
Sevilla,2016,3,2016-T3,279.0
Sevilla,2016,4,2016-T4,180.0
Sevilla,2017,1,2017-T1,287.0
Sevilla,2017,2,2017-T2,472.0
Sevilla,2017,3,2017-T3,294.0
Sevilla,2017,4,2017-T4,306.0
Sevilla,2018,1,2018-T1,353.0
Sevilla,2018,2,2018-T2,349.0
Sevilla,2018,3,2018-T3,217.0
Sevilla,2018,4,2018-T4,294.0
Sevilla,2019,1,2019-T1,246.0
Sevilla,2019,2,2019-T2,230.0
Sevilla,2019,3,2019-T3,250.0
Sevilla,2019,4,2019-T4,293.0
Sevilla,2020,1,2020-T1,180.0
Sevilla,2020,2,2020-T2,185.0
Sevilla,2020,3,2020-T3,309.0
Sevilla,2020,4,2020-T4,433.0
Sevilla,2021,1,2021-T1,476.0
Sevilla,2021,2,2021-T2,616.0
Sevilla,2021,3,2021-T3,345.0
Sevilla,2021,4,2021-T4,397.0
Sevilla,2022,1,2022-T1,483.0
Sevilla,2022,2,2022-T2,390.0
Sevilla,2022,3,2022-T3,243.0
Sevilla,2022,4,2022-T4,339.0
Sevilla,2023,1,2023-T1,245.0
Sevilla,2023,2,2023-T2,341.0
Sevilla,2023,3,2023-T3,210.0
Sevilla,2023,4,2023-T4,287.0
Sevilla,2024,1,2024-T1,297.0
Sevilla,2024,2,2024-T2,343.0
Sevilla,2024,3,2024-T3,233.0
Sevilla,2024,4,2024-T4,244.0
Sevilla,2025,1,2025-T1,325.0
Sevilla,2025,2,2025-T2,420.0
Sevilla,2025,3,2025-T3,313.0
Sevilla,2025,4,2025-T4,344.0
Sevilla,2026,1,2026-T1,506.0
Soria,2004,1,2004-T1,47.0
Soria,2004,2,2004-T2,76.0
Soria,2004,3,2004-T3,113.0
Soria,2004,4,2004-T4,85.0
Soria,2005,1,2005-T1,80.0
Soria,2005,2,2005-T2,78.0
Soria,2005,3,2005-T3,45.0
Soria,2005,4,2005-T4,72.0
Soria,2006,1,2006-T1,42.0
Soria,2006,2,2006-T2,34.0
Soria,2006,3,2006-T3,57.0
Soria,2006,4,2006-T4,75.0
Soria,2007,1,2007-T1,51.0
Soria,2007,2,2007-T2,53.0
Soria,2007,3,2007-T3,29.0
Soria,2007,4,2007-T4,72.0
Soria,2008,1,2008-T1,54.0
Soria,2008,2,2008-T2,35.0
Soria,2008,3,2008-T3,43.0
Soria,2008,4,2008-T4,39.0
Soria,2009,1,2009-T1,76.0
Soria,2009,2,2009-T2,21.0
Soria,2009,3,2009-T3,21.0
Soria,2009,4,2009-T4,29.0
Soria,2010,1,2010-T1,26.0
Soria,2010,2,2010-T2,32.0
Soria,2010,3,2010-T3,21.0
Soria,2010,4,2010-T4,113.0
Soria,2011,1,2011-T1,32.0
Soria,2011,2,2011-T2,14.0
Soria,2011,3,2011-T3,22.0
Soria,2011,4,2011-T4,25.0
Soria,2012,1,2012-T1,9.0
Soria,2012,2,2012-T2,27.0
Soria,2012,3,2012-T3,60.0
Soria,2012,4,2012-T4,19.0
Soria,2013,1,2013-T1,12.0
Soria,2013,2,2013-T2,6.0
Soria,2013,3,2013-T3,36.0
Soria,2013,4,2013-T4,16.0
Soria,2014,1,2014-T1,6.0
Soria,2014,2,2014-T2,31.0
Soria,2014,3,2014-T3,12.0
Soria,2014,4,2014-T4,29.0
Soria,2015,1,2015-T1,22.0
Soria,2015,2,2015-T2,13.0
Soria,2015,3,2015-T3,16.0
Soria,2015,4,2015-T4,13.0
Soria,2016,1,2016-T1,27.0
Soria,2016,2,2016-T2,12.0
Soria,2016,3,2016-T3,11.0
Soria,2016,4,2016-T4,19.0
Soria,2017,1,2017-T1,6.0
Soria,2017,2,2017-T2,15.0
Soria,2017,3,2017-T3,36.0
Soria,2017,4,2017-T4,17.0
Soria,2018,1,2018-T1,12.0
Soria,2018,2,2018-T2,7.0
Soria,2018,3,2018-T3,10.0
Soria,2018,4,2018-T4,19.0
Soria,2019,1,2019-T1,32.0
Soria,2019,2,2019-T2,14.0
Soria,2019,3,2019-T3,23.0
Soria,2019,4,2019-T4,24.0
Soria,2020,1,2020-T1,2.0
Soria,2020,2,2020-T2,4.0
Soria,2020,3,2020-T3,18.0
Soria,2020,4,2020-T4,18.0
Soria,2021,1,2021-T1,11.0
Soria,2021,2,2021-T2,36.0
Soria,2021,3,2021-T3,47.0
Soria,2021,4,2021-T4,33.0
Soria,2022,1,2022-T1,18.0
Soria,2022,2,2022-T2,23.0
Soria,2022,3,2022-T3,29.0
Soria,2022,4,2022-T4,27.0
Soria,2023,1,2023-T1,17.0
Soria,2023,2,2023-T2,31.0
Soria,2023,3,2023-T3,20.0
Soria,2023,4,2023-T4,24.0
Soria,2024,1,2024-T1,16.0
Soria,2024,2,2024-T2,19.0
Soria,2024,3,2024-T3,35.0
Soria,2024,4,2024-T4,7.0
Soria,2025,1,2025-T1,28.0
Soria,2025,2,2025-T2,17.0
Soria,2025,3,2025-T3,24.0
Soria,2025,4,2025-T4,28.0
Soria,2026,1,2026-T1,14.0
Tarragona,2004,1,2004-T1,986.0
Tarragona,2004,2,2004-T2,1011.0
Tarragona,2004,3,2004-T3,856.0
Tarragona,2004,4,2004-T4,991.0
Tarragona,2005,1,2005-T1,828.0
Tarragona,2005,2,2005-T2,909.0
Tarragona,2005,3,2005-T3,753.0
Tarragona,2005,4,2005-T4,541.0
Tarragona,2006,1,2006-T1,470.0
Tarragona,2006,2,2006-T2,448.0
Tarragona,2006,3,2006-T3,345.0
Tarragona,2006,4,2006-T4,450.0
Tarragona,2007,1,2007-T1,366.0
Tarragona,2007,2,2007-T2,378.0
Tarragona,2007,3,2007-T3,211.0
Tarragona,2007,4,2007-T4,188.0
Tarragona,2008,1,2008-T1,165.0
Tarragona,2008,2,2008-T2,111.0
Tarragona,2008,3,2008-T3,152.0
Tarragona,2008,4,2008-T4,213.0
Tarragona,2009,1,2009-T1,119.0
Tarragona,2009,2,2009-T2,124.0
Tarragona,2009,3,2009-T3,106.0
Tarragona,2009,4,2009-T4,97.0
Tarragona,2010,1,2010-T1,140.0
Tarragona,2010,2,2010-T2,119.0
Tarragona,2010,3,2010-T3,71.0
Tarragona,2010,4,2010-T4,96.0
Tarragona,2011,1,2011-T1,85.0
Tarragona,2011,2,2011-T2,101.0
Tarragona,2011,3,2011-T3,58.0
Tarragona,2011,4,2011-T4,85.0
Tarragona,2012,1,2012-T1,86.0
Tarragona,2012,2,2012-T2,73.0
Tarragona,2012,3,2012-T3,133.0
Tarragona,2012,4,2012-T4,69.0
Tarragona,2013,1,2013-T1,70.0
Tarragona,2013,2,2013-T2,94.0
Tarragona,2013,3,2013-T3,106.0
Tarragona,2013,4,2013-T4,97.0
Tarragona,2014,1,2014-T1,59.0
Tarragona,2014,2,2014-T2,126.0
Tarragona,2014,3,2014-T3,84.0
Tarragona,2014,4,2014-T4,100.0
Tarragona,2015,1,2015-T1,74.0
Tarragona,2015,2,2015-T2,75.0
Tarragona,2015,3,2015-T3,70.0
Tarragona,2015,4,2015-T4,78.0
Tarragona,2016,1,2016-T1,85.0
Tarragona,2016,2,2016-T2,86.0
Tarragona,2016,3,2016-T3,77.0
Tarragona,2016,4,2016-T4,84.0
Tarragona,2017,1,2017-T1,107.0
Tarragona,2017,2,2017-T2,107.0
Tarragona,2017,3,2017-T3,87.0
Tarragona,2017,4,2017-T4,106.0
Tarragona,2018,1,2018-T1,80.0
Tarragona,2018,2,2018-T2,114.0
Tarragona,2018,3,2018-T3,120.0
Tarragona,2018,4,2018-T4,124.0
Tarragona,2019,1,2019-T1,106.0
Tarragona,2019,2,2019-T2,59.0
Tarragona,2019,3,2019-T3,105.0
Tarragona,2019,4,2019-T4,135.0
Tarragona,2020,1,2020-T1,52.0
Tarragona,2020,2,2020-T2,57.0
Tarragona,2020,3,2020-T3,85.0
Tarragona,2020,4,2020-T4,162.0
Tarragona,2021,1,2021-T1,186.0
Tarragona,2021,2,2021-T2,219.0
Tarragona,2021,3,2021-T3,190.0
Tarragona,2021,4,2021-T4,225.0
Tarragona,2022,1,2022-T1,203.0
Tarragona,2022,2,2022-T2,144.0
Tarragona,2022,3,2022-T3,244.0
Tarragona,2022,4,2022-T4,191.0
Tarragona,2023,1,2023-T1,232.0
Tarragona,2023,2,2023-T2,156.0
Tarragona,2023,3,2023-T3,100.0
Tarragona,2023,4,2023-T4,226.0
Tarragona,2024,1,2024-T1,182.0
Tarragona,2024,2,2024-T2,166.0
Tarragona,2024,3,2024-T3,172.0
Tarragona,2024,4,2024-T4,128.0
Tarragona,2025,1,2025-T1,250.0
Tarragona,2025,2,2025-T2,257.0
Tarragona,2025,3,2025-T3,229.0
Tarragona,2025,4,2025-T4,355.0
Tarragona,2026,1,2026-T1,234.0
Teruel,2004,1,2004-T1,71.0
Teruel,2004,2,2004-T2,61.0
Teruel,2004,3,2004-T3,48.0
Teruel,2004,4,2004-T4,55.0
Teruel,2005,1,2005-T1,47.0
Teruel,2005,2,2005-T2,77.0
Teruel,2005,3,2005-T3,50.0
Teruel,2005,4,2005-T4,50.0
Teruel,2006,1,2006-T1,38.0
Teruel,2006,2,2006-T2,29.0
Teruel,2006,3,2006-T3,53.0
Teruel,2006,4,2006-T4,57.0
Teruel,2007,1,2007-T1,43.0
Teruel,2007,2,2007-T2,78.0
Teruel,2007,3,2007-T3,56.0
Teruel,2007,4,2007-T4,51.0
Teruel,2008,1,2008-T1,45.0
Teruel,2008,2,2008-T2,49.0
Teruel,2008,3,2008-T3,35.0
Teruel,2008,4,2008-T4,48.0
Teruel,2009,1,2009-T1,23.0
Teruel,2009,2,2009-T2,26.0
Teruel,2009,3,2009-T3,27.0
Teruel,2009,4,2009-T4,24.0
Teruel,2010,1,2010-T1,36.0
Teruel,2010,2,2010-T2,44.0
