provincia,anio,trimestre,periodo,numero_transacciones
Córdoba,2018,1,2018-T1,92.0
Córdoba,2018,2,2018-T2,111.0
Córdoba,2018,3,2018-T3,86.0
Córdoba,2018,4,2018-T4,100.0
Córdoba,2019,1,2019-T1,99.0
Córdoba,2019,2,2019-T2,47.0
Córdoba,2019,3,2019-T3,81.0
Córdoba,2019,4,2019-T4,112.0
Córdoba,2020,1,2020-T1,60.0
Córdoba,2020,2,2020-T2,50.0
Córdoba,2020,3,2020-T3,60.0
Córdoba,2020,4,2020-T4,176.0
Córdoba,2021,1,2021-T1,103.0
Córdoba,2021,2,2021-T2,154.0
Córdoba,2021,3,2021-T3,91.0
Córdoba,2021,4,2021-T4,144.0
Córdoba,2022,1,2022-T1,111.0
Córdoba,2022,2,2022-T2,93.0
Córdoba,2022,3,2022-T3,84.0
Córdoba,2022,4,2022-T4,78.0
Córdoba,2023,1,2023-T1,95.0
Córdoba,2023,2,2023-T2,77.0
Córdoba,2023,3,2023-T3,76.0
Córdoba,2023,4,2023-T4,173.0
Córdoba,2024,1,2024-T1,102.0
Córdoba,2024,2,2024-T2,68.0
Córdoba,2024,3,2024-T3,99.0
Córdoba,2024,4,2024-T4,40.0
Córdoba,2025,1,2025-T1,103.0
Córdoba,2025,2,2025-T2,88.0
Córdoba,2025,3,2025-T3,118.0
Córdoba,2025,4,2025-T4,121.0
Córdoba,2026,1,2026-T1,90.0
Girona,2004,1,2004-T1,1574.0
Girona,2004,2,2004-T2,1418.0
Girona,2004,3,2004-T3,1153.0
Girona,2004,4,2004-T4,1590.0
Girona,2005,1,2005-T1,1339.0
Girona,2005,2,2005-T2,1403.0
Girona,2005,3,2005-T3,1243.0
Girona,2005,4,2005-T4,1234.0
Girona,2006,1,2006-T1,879.0
Girona,2006,2,2006-T2,857.0
Girona,2006,3,2006-T3,697.0
Girona,2006,4,2006-T4,870.0
Girona,2007,1,2007-T1,722.0
Girona,2007,2,2007-T2,653.0
Girona,2007,3,2007-T3,478.0
Girona,2007,4,2007-T4,415.0
Girona,2008,1,2008-T1,357.0
Girona,2008,2,2008-T2,310.0
Girona,2008,3,2008-T3,211.0
Girona,2008,4,2008-T4,234.0
Girona,2009,1,2009-T1,180.0
Girona,2009,2,2009-T2,172.0
Girona,2009,3,2009-T3,203.0
Girona,2009,4,2009-T4,215.0
Girona,2010,1,2010-T1,168.0
Girona,2010,2,2010-T2,197.0
Girona,2010,3,2010-T3,123.0
Girona,2010,4,2010-T4,201.0
Girona,2011,1,2011-T1,145.0
Girona,2011,2,2011-T2,144.0
Girona,2011,3,2011-T3,114.0
Girona,2011,4,2011-T4,142.0
Girona,2012,1,2012-T1,101.0
Girona,2012,2,2012-T2,165.0
Girona,2012,3,2012-T3,138.0
Girona,2012,4,2012-T4,154.0
Girona,2013,1,2013-T1,128.0
Girona,2013,2,2013-T2,164.0
Girona,2013,3,2013-T3,166.0
Girona,2013,4,2013-T4,165.0
Girona,2014,1,2014-T1,218.0
Girona,2014,2,2014-T2,155.0
Girona,2014,3,2014-T3,167.0
Girona,2014,4,2014-T4,162.0
Girona,2015,1,2015-T1,137.0
Girona,2015,2,2015-T2,163.0
Girona,2015,3,2015-T3,139.0
Girona,2015,4,2015-T4,177.0
Girona,2016,1,2016-T1,152.0
Girona,2016,2,2016-T2,192.0
Girona,2016,3,2016-T3,215.0
Girona,2016,4,2016-T4,207.0
Girona,2017,1,2017-T1,248.0
Girona,2017,2,2017-T2,244.0
Girona,2017,3,2017-T3,203.0
Girona,2017,4,2017-T4,224.0
Girona,2018,1,2018-T1,231.0
Girona,2018,2,2018-T2,280.0
Girona,2018,3,2018-T3,243.0
Girona,2018,4,2018-T4,215.0
Girona,2019,1,2019-T1,166.0
Girona,2019,2,2019-T2,183.0
Girona,2019,3,2019-T3,196.0
Girona,2019,4,2019-T4,249.0
Girona,2020,1,2020-T1,158.0
Girona,2020,2,2020-T2,86.0
Girona,2020,3,2020-T3,185.0
Girona,2020,4,2020-T4,267.0
Girona,2021,1,2021-T1,266.0
Girona,2021,2,2021-T2,338.0
Girona,2021,3,2021-T3,316.0
Girona,2021,4,2021-T4,338.0
Girona,2022,1,2022-T1,337.0
Girona,2022,2,2022-T2,305.0
Girona,2022,3,2022-T3,273.0
Girona,2022,4,2022-T4,315.0
Girona,2023,1,2023-T1,255.0
Girona,2023,2,2023-T2,274.0
Girona,2023,3,2023-T3,217.0
Girona,2023,4,2023-T4,252.0
Girona,2024,1,2024-T1,294.0
Girona,2024,2,2024-T2,248.0
Girona,2024,3,2024-T3,269.0
Girona,2024,4,2024-T4,197.0
Girona,2025,1,2025-T1,315.0
Girona,2025,2,2025-T2,276.0
Girona,2025,3,2025-T3,271.0
Girona,2025,4,2025-T4,351.0
Girona,2026,1,2026-T1,366.0
Granada,2004,1,2004-T1,293.0
Granada,2004,2,2004-T2,336.0
Granada,2004,3,2004-T3,252.0
Granada,2004,4,2004-T4,353.0
Granada,2005,1,2005-T1,307.0
Granada,2005,2,2005-T2,335.0
Granada,2005,3,2005-T3,289.0
Granada,2005,4,2005-T4,286.0
Granada,2006,1,2006-T1,234.0
Granada,2006,2,2006-T2,307.0
Granada,2006,3,2006-T3,212.0
Granada,2006,4,2006-T4,383.0
Granada,2007,1,2007-T1,334.0
Granada,2007,2,2007-T2,287.0
Granada,2007,3,2007-T3,239.0
Granada,2007,4,2007-T4,347.0
Granada,2008,1,2008-T1,327.0
Granada,2008,2,2008-T2,179.0
Granada,2008,3,2008-T3,216.0
Granada,2008,4,2008-T4,215.0
Granada,2009,1,2009-T1,146.0
Granada,2009,2,2009-T2,132.0
Granada,2009,3,2009-T3,156.0
Granada,2009,4,2009-T4,145.0
Granada,2010,1,2010-T1,102.0
Granada,2010,2,2010-T2,138.0
Granada,2010,3,2010-T3,95.0
Granada,2010,4,2010-T4,121.0
Granada,2011,1,2011-T1,160.0
Granada,2011,2,2011-T2,124.0
Granada,2011,3,2011-T3,81.0
Granada,2011,4,2011-T4,118.0
Granada,2012,1,2012-T1,175.0
Granada,2012,2,2012-T2,105.0
Granada,2012,3,2012-T3,78.0
Granada,2012,4,2012-T4,64.0
Granada,2013,1,2013-T1,87.0
Granada,2013,2,2013-T2,93.0
Granada,2013,3,2013-T3,82.0
Granada,2013,4,2013-T4,181.0
Granada,2014,1,2014-T1,60.0
Granada,2014,2,2014-T2,71.0
Granada,2014,3,2014-T3,103.0
Granada,2014,4,2014-T4,110.0
Granada,2015,1,2015-T1,106.0
Granada,2015,2,2015-T2,74.0
Granada,2015,3,2015-T3,95.0
Granada,2015,4,2015-T4,129.0
Granada,2016,1,2016-T1,113.0
Granada,2016,2,2016-T2,121.0
Granada,2016,3,2016-T3,122.0
Granada,2016,4,2016-T4,101.0
Granada,2017,1,2017-T1,104.0
Granada,2017,2,2017-T2,142.0
Granada,2017,3,2017-T3,136.0
Granada,2017,4,2017-T4,204.0
Granada,2018,1,2018-T1,194.0
Granada,2018,2,2018-T2,227.0
Granada,2018,3,2018-T3,125.0
Granada,2018,4,2018-T4,181.0
Granada,2019,1,2019-T1,186.0
Granada,2019,2,2019-T2,90.0
Granada,2019,3,2019-T3,188.0
Granada,2019,4,2019-T4,139.0
Granada,2020,1,2020-T1,81.0
Granada,2020,2,2020-T2,88.0
Granada,2020,3,2020-T3,130.0
Granada,2020,4,2020-T4,238.0
Granada,2021,1,2021-T1,421.0
Granada,2021,2,2021-T2,228.0
Granada,2021,3,2021-T3,173.0
Granada,2021,4,2021-T4,216.0
Granada,2022,1,2022-T1,188.0
Granada,2022,2,2022-T2,219.0
Granada,2022,3,2022-T3,277.0
Granada,2022,4,2022-T4,171.0
Granada,2023,1,2023-T1,214.0
Granada,2023,2,2023-T2,175.0
Granada,2023,3,2023-T3,212.0
Granada,2023,4,2023-T4,312.0
Granada,2024,1,2024-T1,203.0
Granada,2024,2,2024-T2,158.0
Granada,2024,3,2024-T3,190.0
Granada,2024,4,2024-T4,120.0
Granada,2025,1,2025-T1,262.0
Granada,2025,2,2025-T2,175.0
Granada,2025,3,2025-T3,228.0
Granada,2025,4,2025-T4,226.0
Granada,2026,1,2026-T1,211.0
Guadalajara,2004,1,2004-T1,414.0
Guadalajara,2004,2,2004-T2,460.0
Guadalajara,2004,3,2004-T3,285.0
Guadalajara,2004,4,2004-T4,536.0
Guadalajara,2005,1,2005-T1,418.0
Guadalajara,2005,2,2005-T2,1028.0
Guadalajara,2005,3,2005-T3,289.0
Guadalajara,2005,4,2005-T4,221.0
Guadalajara,2006,1,2006-T1,250.0
Guadalajara,2006,2,2006-T2,491.0
Guadalajara,2006,3,2006-T3,385.0
Guadalajara,2006,4,2006-T4,503.0
Guadalajara,2007,1,2007-T1,254.0
Guadalajara,2007,2,2007-T2,204.0
Guadalajara,2007,3,2007-T3,165.0
Guadalajara,2007,4,2007-T4,179.0
Guadalajara,2008,1,2008-T1,129.0
Guadalajara,2008,2,2008-T2,154.0
Guadalajara,2008,3,2008-T3,157.0
Guadalajara,2008,4,2008-T4,235.0
Guadalajara,2009,1,2009-T1,63.0
Guadalajara,2009,2,2009-T2,164.0
Guadalajara,2009,3,2009-T3,103.0
Guadalajara,2009,4,2009-T4,94.0
Guadalajara,2010,1,2010-T1,76.0
Guadalajara,2010,2,2010-T2,112.0
Guadalajara,2010,3,2010-T3,88.0
Guadalajara,2010,4,2010-T4,84.0
Guadalajara,2011,1,2011-T1,133.0
Guadalajara,2011,2,2011-T2,91.0
Guadalajara,2011,3,2011-T3,93.0
Guadalajara,2011,4,2011-T4,65.0
Guadalajara,2012,1,2012-T1,165.0
Guadalajara,2012,2,2012-T2,81.0
Guadalajara,2012,3,2012-T3,54.0
Guadalajara,2012,4,2012-T4,68.0
Guadalajara,2013,1,2013-T1,42.0
Guadalajara,2013,2,2013-T2,135.0
Guadalajara,2013,3,2013-T3,38.0
Guadalajara,2013,4,2013-T4,267.0
Guadalajara,2014,1,2014-T1,77.0
Guadalajara,2014,2,2014-T2,52.0
Guadalajara,2014,3,2014-T3,49.0
Guadalajara,2014,4,2014-T4,94.0
Guadalajara,2015,1,2015-T1,42.0
Guadalajara,2015,2,2015-T2,87.0
Guadalajara,2015,3,2015-T3,54.0
Guadalajara,2015,4,2015-T4,58.0
Guadalajara,2016,1,2016-T1,33.0
Guadalajara,2016,2,2016-T2,77.0
Guadalajara,2016,3,2016-T3,148.0
Guadalajara,2016,4,2016-T4,82.0
Guadalajara,2017,1,2017-T1,73.0
Guadalajara,2017,2,2017-T2,114.0
Guadalajara,2017,3,2017-T3,165.0
Guadalajara,2017,4,2017-T4,138.0
Guadalajara,2018,1,2018-T1,89.0
Guadalajara,2018,2,2018-T2,200.0
Guadalajara,2018,3,2018-T3,110.0
Guadalajara,2018,4,2018-T4,129.0
Guadalajara,2019,1,2019-T1,144.0
Guadalajara,2019,2,2019-T2,92.0
Guadalajara,2019,3,2019-T3,111.0
Guadalajara,2019,4,2019-T4,92.0
Guadalajara,2020,1,2020-T1,87.0
Guadalajara,2020,2,2020-T2,41.0
Guadalajara,2020,3,2020-T3,97.0
Guadalajara,2020,4,2020-T4,196.0
Guadalajara,2021,1,2021-T1,194.0
Guadalajara,2021,2,2021-T2,179.0
Guadalajara,2021,3,2021-T3,227.0
Guadalajara,2021,4,2021-T4,290.0
Guadalajara,2022,1,2022-T1,213.0
Guadalajara,2022,2,2022-T2,401.0
Guadalajara,2022,3,2022-T3,232.0
Guadalajara,2022,4,2022-T4,178.0
Guadalajara,2023,1,2023-T1,150.0
Guadalajara,2023,2,2023-T2,194.0
Guadalajara,2023,3,2023-T3,208.0
Guadalajara,2023,4,2023-T4,177.0
Guadalajara,2024,1,2024-T1,135.0
Guadalajara,2024,2,2024-T2,185.0
Guadalajara,2024,3,2024-T3,187.0
Guadalajara,2024,4,2024-T4,120.0
Guadalajara,2025,1,2025-T1,187.0
Guadalajara,2025,2,2025-T2,358.0
Guadalajara,2025,3,2025-T3,211.0
Guadalajara,2025,4,2025-T4,349.0
Guadalajara,2026,1,2026-T1,206.0
Guipúzcoa,2004,1,2004-T1,53.0
Guipúzcoa,2004,2,2004-T2,79.0
Guipúzcoa,2004,3,2004-T3,57.0
Guipúzcoa,2004,4,2004-T4,66.0
Guipúzcoa,2005,1,2005-T1,71.0
Guipúzcoa,2005,2,2005-T2,77.0
Guipúzcoa,2005,3,2005-T3,67.0
Guipúzcoa,2005,4,2005-T4,60.0
Guipúzcoa,2006,1,2006-T1,58.0
Guipúzcoa,2006,2,2006-T2,52.0
Guipúzcoa,2006,3,2006-T3,59.0
Guipúzcoa,2006,4,2006-T4,71.0
Guipúzcoa,2007,1,2007-T1,58.0
Guipúzcoa,2007,2,2007-T2,104.0
Guipúzcoa,2007,3,2007-T3,41.0
Guipúzcoa,2007,4,2007-T4,66.0
Guipúzcoa,2008,1,2008-T1,46.0
Guipúzcoa,2008,2,2008-T2,37.0
Guipúzcoa,2008,3,2008-T3,43.0
Guipúzcoa,2008,4,2008-T4,76.0
Guipúzcoa,2009,1,2009-T1,16.0
Guipúzcoa,2009,2,2009-T2,22.0
Guipúzcoa,2009,3,2009-T3,29.0
Guipúzcoa,2009,4,2009-T4,16.0
Guipúzcoa,2010,1,2010-T1,12.0
Guipúzcoa,2010,2,2010-T2,21.0
Guipúzcoa,2010,3,2010-T3,12.0
Guipúzcoa,2010,4,2010-T4,32.0
Guipúzcoa,2011,1,2011-T1,5.0
Guipúzcoa,2011,2,2011-T2,10.0
Guipúzcoa,2011,3,2011-T3,20.0
Guipúzcoa,2011,4,2011-T4,16.0
Guipúzcoa,2012,1,2012-T1,8.0
Guipúzcoa,2012,2,2012-T2,8.0
Guipúzcoa,2012,3,2012-T3,8.0
Guipúzcoa,2012,4,2012-T4,27.0
Guipúzcoa,2013,1,2013-T1,6.0
Guipúzcoa,2013,2,2013-T2,5.0
Guipúzcoa,2013,3,2013-T3,11.0
Guipúzcoa,2013,4,2013-T4,6.0
Guipúzcoa,2014,1,2014-T1,4.0
Guipúzcoa,2014,2,2014-T2,7.0
Guipúzcoa,2014,3,2014-T3,14.0
Guipúzcoa,2014,4,2014-T4,24.0
Guipúzcoa,2015,1,2015-T1,10.0
Guipúzcoa,2015,2,2015-T2,16.0
Guipúzcoa,2015,3,2015-T3,17.0
Guipúzcoa,2015,4,2015-T4,12.0
Guipúzcoa,2016,1,2016-T1,12.0
Guipúzcoa,2016,2,2016-T2,9.0
Guipúzcoa,2016,3,2016-T3,11.0
Guipúzcoa,2016,4,2016-T4,11.0
Guipúzcoa,2017,1,2017-T1,16.0
Guipúzcoa,2017,2,2017-T2,8.0
Guipúzcoa,2017,3,2017-T3,16.0
Guipúzcoa,2017,4,2017-T4,16.0
Guipúzcoa,2018,1,2018-T1,8.0
Guipúzcoa,2018,2,2018-T2,12.0
Guipúzcoa,2018,3,2018-T3,13.0
Guipúzcoa,2018,4,2018-T4,34.0
Guipúzcoa,2019,1,2019-T1,8.0
Guipúzcoa,2019,2,2019-T2,11.0
Guipúzcoa,2019,3,2019-T3,15.0
Guipúzcoa,2019,4,2019-T4,17.0
Guipúzcoa,2020,1,2020-T1,20.0
Guipúzcoa,2020,2,2020-T2,8.0
Guipúzcoa,2020,3,2020-T3,5.0
Guipúzcoa,2020,4,2020-T4,19.0
Guipúzcoa,2021,1,2021-T1,20.0
Guipúzcoa,2021,2,2021-T2,15.0
Guipúzcoa,2021,3,2021-T3,12.0
Guipúzcoa,2021,4,2021-T4,12.0
Guipúzcoa,2022,1,2022-T1,18.0
Guipúzcoa,2022,2,2022-T2,17.0
Guipúzcoa,2022,3,2022-T3,10.0
Guipúzcoa,2022,4,2022-T4,20.0
Guipúzcoa,2023,1,2023-T1,10.0
Guipúzcoa,2023,2,2023-T2,19.0
Guipúzcoa,2023,3,2023-T3,8.0
Guipúzcoa,2023,4,2023-T4,9.0
Guipúzcoa,2024,1,2024-T1,16.0
Guipúzcoa,2024,2,2024-T2,11.0
Guipúzcoa,2024,3,2024-T3,13.0
Guipúzcoa,2024,4,2024-T4,3.0
Guipúzcoa,2025,1,2025-T1,16.0
Guipúzcoa,2025,2,2025-T2,15.0
Guipúzcoa,2025,3,2025-T3,10.0
Guipúzcoa,2025,4,2025-T4,16.0
Guipúzcoa,2026,1,2026-T1,9.0
Huelva,2004,1,2004-T1,279.0
Huelva,2004,2,2004-T2,139.0
Huelva,2004,3,2004-T3,93.0
Huelva,2004,4,2004-T4,139.0
Huelva,2005,1,2005-T1,188.0
Huelva,2005,2,2005-T2,108.0
Huelva,2005,3,2005-T3,111.0
Huelva,2005,4,2005-T4,124.0
Huelva,2006,1,2006-T1,85.0
Huelva,2006,2,2006-T2,120.0
Huelva,2006,3,2006-T3,114.0
Huelva,2006,4,2006-T4,216.0
Huelva,2007,1,2007-T1,91.0
Huelva,2007,2,2007-T2,110.0
Huelva,2007,3,2007-T3,224.0
Huelva,2007,4,2007-T4,233.0
Huelva,2008,1,2008-T1,178.0
Huelva,2008,2,2008-T2,160.0
Huelva,2008,3,2008-T3,92.0
Huelva,2008,4,2008-T4,191.0
Huelva,2009,1,2009-T1,118.0
Huelva,2009,2,2009-T2,114.0
Huelva,2009,3,2009-T3,49.0
Huelva,2009,4,2009-T4,89.0
Huelva,2010,1,2010-T1,49.0
Huelva,2010,2,2010-T2,73.0
Huelva,2010,3,2010-T3,105.0
Huelva,2010,4,2010-T4,65.0
Huelva,2011,1,2011-T1,90.0
Huelva,2011,2,2011-T2,129.0
Huelva,2011,3,2011-T3,53.0
Huelva,2011,4,2011-T4,46.0
Huelva,2012,1,2012-T1,87.0
Huelva,2012,2,2012-T2,32.0
Huelva,2012,3,2012-T3,73.0
Huelva,2012,4,2012-T4,70.0
Huelva,2013,1,2013-T1,29.0
Huelva,2013,2,2013-T2,93.0
Huelva,2013,3,2013-T3,60.0
Huelva,2013,4,2013-T4,89.0
Huelva,2014,1,2014-T1,48.0
Huelva,2014,2,2014-T2,42.0
Huelva,2014,3,2014-T3,50.0
Huelva,2014,4,2014-T4,45.0
Huelva,2015,1,2015-T1,26.0
Huelva,2015,2,2015-T2,48.0
Huelva,2015,3,2015-T3,329.0
Huelva,2015,4,2015-T4,22.0
Huelva,2016,1,2016-T1,42.0
Huelva,2016,2,2016-T2,50.0
Huelva,2016,3,2016-T3,41.0
Huelva,2016,4,2016-T4,53.0
Huelva,2017,1,2017-T1,52.0
Huelva,2017,2,2017-T2,82.0
Huelva,2017,3,2017-T3,65.0
Huelva,2017,4,2017-T4,62.0
Huelva,2018,1,2018-T1,52.0
Huelva,2018,2,2018-T2,50.0
Huelva,2018,3,2018-T3,45.0
Huelva,2018,4,2018-T4,92.0
Huelva,2019,1,2019-T1,38.0
Huelva,2019,2,2019-T2,67.0
Huelva,2019,3,2019-T3,42.0
Huelva,2019,4,2019-T4,346.0
Huelva,2020,1,2020-T1,21.0
Huelva,2020,2,2020-T2,27.0
Huelva,2020,3,2020-T3,42.0
Huelva,2020,4,2020-T4,82.0
Huelva,2021,1,2021-T1,76.0
Huelva,2021,2,2021-T2,103.0
Huelva,2021,3,2021-T3,67.0
Huelva,2021,4,2021-T4,94.0
Huelva,2022,1,2022-T1,95.0
Huelva,2022,2,2022-T2,103.0
Huelva,2022,3,2022-T3,51.0
Huelva,2022,4,2022-T4,49.0
Huelva,2023,1,2023-T1,51.0
Huelva,2023,2,2023-T2,49.0
Huelva,2023,3,2023-T3,59.0
Huelva,2023,4,2023-T4,72.0
Huelva,2024,1,2024-T1,88.0
Huelva,2024,2,2024-T2,92.0
Huelva,2024,3,2024-T3,58.0
Huelva,2024,4,2024-T4,29.0
Huelva,2025,1,2025-T1,99.0
Huelva,2025,2,2025-T2,93.0
Huelva,2025,3,2025-T3,314.0
Huelva,2025,4,2025-T4,91.0
Huelva,2026,1,2026-T1,85.0
Huesca,2004,1,2004-T1,149.0
Huesca,2004,2,2004-T2,146.0
Huesca,2004,3,2004-T3,135.0
Huesca,2004,4,2004-T4,234.0
Huesca,2005,1,2005-T1,183.0
Huesca,2005,2,2005-T2,237.0
Huesca,2005,3,2005-T3,165.0
Huesca,2005,4,2005-T4,204.0
Huesca,2006,1,2006-T1,149.0
Huesca,2006,2,2006-T2,124.0
Huesca,2006,3,2006-T3,122.0
Huesca,2006,4,2006-T4,92.0
Huesca,2007,1,2007-T1,55.0
Huesca,2007,2,2007-T2,98.0
Huesca,2007,3,2007-T3,81.0
Huesca,2007,4,2007-T4,101.0
Huesca,2008,1,2008-T1,62.0
Huesca,2008,2,2008-T2,47.0
Huesca,2008,3,2008-T3,41.0
Huesca,2008,4,2008-T4,73.0
Huesca,2009,1,2009-T1,26.0
Huesca,2009,2,2009-T2,37.0
Huesca,2009,3,2009-T3,53.0
Huesca,2009,4,2009-T4,47.0
Huesca,2010,1,2010-T1,35.0
Huesca,2010,2,2010-T2,56.0
Huesca,2010,3,2010-T3,29.0
Huesca,2010,4,2010-T4,33.0
Huesca,2011,1,2011-T1,28.0
Huesca,2011,2,2011-T2,31.0
Huesca,2011,3,2011-T3,24.0
Huesca,2011,4,2011-T4,21.0
Huesca,2012,1,2012-T1,42.0
Huesca,2012,2,2012-T2,40.0
Huesca,2012,3,2012-T3,51.0
Huesca,2012,4,2012-T4,22.0
Huesca,2013,1,2013-T1,17.0
Huesca,2013,2,2013-T2,22.0
Huesca,2013,3,2013-T3,20.0
Huesca,2013,4,2013-T4,26.0
Huesca,2014,1,2014-T1,25.0
Huesca,2014,2,2014-T2,25.0
Huesca,2014,3,2014-T3,36.0
Huesca,2014,4,2014-T4,33.0
Huesca,2015,1,2015-T1,20.0
Huesca,2015,2,2015-T2,26.0
Huesca,2015,3,2015-T3,25.0
Huesca,2015,4,2015-T4,30.0
Huesca,2016,1,2016-T1,26.0
Huesca,2016,2,2016-T2,34.0
Huesca,2016,3,2016-T3,17.0
Huesca,2016,4,2016-T4,28.0
Huesca,2017,1,2017-T1,63.0
Huesca,2017,2,2017-T2,22.0
Huesca,2017,3,2017-T3,32.0
Huesca,2017,4,2017-T4,36.0
Huesca,2018,1,2018-T1,30.0
Huesca,2018,2,2018-T2,33.0
Huesca,2018,3,2018-T3,45.0
Huesca,2018,4,2018-T4,33.0
Huesca,2019,1,2019-T1,32.0
Huesca,2019,2,2019-T2,19.0
Huesca,2019,3,2019-T3,39.0
Huesca,2019,4,2019-T4,37.0
Huesca,2020,1,2020-T1,18.0
Huesca,2020,2,2020-T2,17.0
Huesca,2020,3,2020-T3,41.0
Huesca,2020,4,2020-T4,40.0
Huesca,2021,1,2021-T1,25.0
Huesca,2021,2,2021-T2,48.0
Huesca,2021,3,2021-T3,45.0
Huesca,2021,4,2021-T4,77.0
Huesca,2022,1,2022-T1,62.0
Huesca,2022,2,2022-T2,51.0
Huesca,2022,3,2022-T3,55.0
Huesca,2022,4,2022-T4,38.0
Huesca,2023,1,2023-T1,38.0
Huesca,2023,2,2023-T2,47.0
Huesca,2023,3,2023-T3,26.0
Huesca,2023,4,2023-T4,89.0
Huesca,2024,1,2024-T1,61.0
Huesca,2024,2,2024-T2,40.0
Huesca,2024,3,2024-T3,36.0
Huesca,2024,4,2024-T4,18.0
Huesca,2025,1,2025-T1,49.0
Huesca,2025,2,2025-T2,82.0
Huesca,2025,3,2025-T3,57.0
Huesca,2025,4,2025-T4,43.0
Huesca,2026,1,2026-T1,28.0
Jaén,2004,1,2004-T1,298.0
Jaén,2004,2,2004-T2,135.0
Jaén,2004,3,2004-T3,143.0
Jaén,2004,4,2004-T4,205.0
Jaén,2005,1,2005-T1,189.0
Jaén,2005,2,2005-T2,207.0
Jaén,2005,3,2005-T3,211.0
Jaén,2005,4,2005-T4,177.0
Jaén,2006,1,2006-T1,160.0
Jaén,2006,2,2006-T2,420.0
Jaén,2006,3,2006-T3,171.0
Jaén,2006,4,2006-T4,309.0
Jaén,2007,1,2007-T1,396.0
Jaén,2007,2,2007-T2,311.0
Jaén,2007,3,2007-T3,263.0
Jaén,2007,4,2007-T4,258.0
Jaén,2008,1,2008-T1,232.0
Jaén,2008,2,2008-T2,271.0
Jaén,2008,3,2008-T3,226.0
Jaén,2008,4,2008-T4,203.0
Jaén,2009,1,2009-T1,191.0
Jaén,2009,2,2009-T2,156.0
Jaén,2009,3,2009-T3,119.0
Jaén,2009,4,2009-T4,182.0
Jaén,2010,1,2010-T1,119.0
Jaén,2010,2,2010-T2,267.0
Jaén,2010,3,2010-T3,109.0
Jaén,2010,4,2010-T4,172.0
Jaén,2011,1,2011-T1,157.0
Jaén,2011,2,2011-T2,155.0
Jaén,2011,3,2011-T3,121.0
Jaén,2011,4,2011-T4,135.0
Jaén,2012,1,2012-T1,101.0
Jaén,2012,2,2012-T2,107.0
Jaén,2012,3,2012-T3,137.0
Jaén,2012,4,2012-T4,89.0
Jaén,2013,1,2013-T1,76.0
Jaén,2013,2,2013-T2,103.0
Jaén,2013,3,2013-T3,99.0
Jaén,2013,4,2013-T4,80.0
Jaén,2014,1,2014-T1,80.0
Jaén,2014,2,2014-T2,70.0
Jaén,2014,3,2014-T3,72.0
Jaén,2014,4,2014-T4,91.0
Jaén,2015,1,2015-T1,61.0
Jaén,2015,2,2015-T2,88.0
Jaén,2015,3,2015-T3,99.0
Jaén,2015,4,2015-T4,142.0
Jaén,2016,1,2016-T1,67.0
Jaén,2016,2,2016-T2,118.0
Jaén,2016,3,2016-T3,68.0
Jaén,2016,4,2016-T4,95.0
Jaén,2017,1,2017-T1,100.0
Jaén,2017,2,2017-T2,129.0
Jaén,2017,3,2017-T3,95.0
Jaén,2017,4,2017-T4,135.0
Jaén,2018,1,2018-T1,103.0
Jaén,2018,2,2018-T2,112.0
Jaén,2018,3,2018-T3,106.0
Jaén,2018,4,2018-T4,115.0
Jaén,2019,1,2019-T1,111.0
Jaén,2019,2,2019-T2,110.0
Jaén,2019,3,2019-T3,54.0
Jaén,2019,4,2019-T4,93.0
Jaén,2020,1,2020-T1,44.0
Jaén,2020,2,2020-T2,56.0
Jaén,2020,3,2020-T3,93.0
Jaén,2020,4,2020-T4,157.0
Jaén,2021,1,2021-T1,152.0
Jaén,2021,2,2021-T2,159.0
Jaén,2021,3,2021-T3,122.0
Jaén,2021,4,2021-T4,140.0
Jaén,2022,1,2022-T1,137.0
Jaén,2022,2,2022-T2,104.0
Jaén,2022,3,2022-T3,95.0
Jaén,2022,4,2022-T4,152.0
Jaén,2023,1,2023-T1,108.0
Jaén,2023,2,2023-T2,89.0
Jaén,2023,3,2023-T3,81.0
Jaén,2023,4,2023-T4,99.0
Jaén,2024,1,2024-T1,91.0
Jaén,2024,2,2024-T2,91.0
Jaén,2024,3,2024-T3,63.0
Jaén,2024,4,2024-T4,46.0
Jaén,2025,1,2025-T1,73.0
Jaén,2025,2,2025-T2,91.0
Jaén,2025,3,2025-T3,92.0
Jaén,2025,4,2025-T4,150.0
Jaén,2026,1,2026-T1,101.0
León,2004,1,2004-T1,184.0
León,2004,2,2004-T2,297.0
León,2004,3,2004-T3,398.0
León,2004,4,2004-T4,296.0
León,2005,1,2005-T1,246.0
León,2005,2,2005-T2,286.0
León,2005,3,2005-T3,261.0
León,2005,4,2005-T4,224.0
León,2006,1,2006-T1,186.0
León,2006,2,2006-T2,179.0
León,2006,3,2006-T3,184.0
León,2006,4,2006-T4,187.0
León,2007,1,2007-T1,272.0
León,2007,2,2007-T2,174.0
León,2007,3,2007-T3,183.0
León,2007,4,2007-T4,186.0
León,2008,1,2008-T1,174.0
León,2008,2,2008-T2,131.0
León,2008,3,2008-T3,168.0
León,2008,4,2008-T4,110.0
León,2009,1,2009-T1,75.0
León,2009,2,2009-T2,96.0
León,2009,3,2009-T3,112.0
León,2009,4,2009-T4,113.0
León,2010,1,2010-T1,58.0
León,2010,2,2010-T2,107.0
