provincia,anio,trimestre,periodo,precio_suelo_m2
Santa Cruz de Tenerife,2006,1,2006-T1,285.29
Santa Cruz de Tenerife,2006,2,2006-T2,305.43
Santa Cruz de Tenerife,2006,3,2006-T3,298.09
Santa Cruz de Tenerife,2006,4,2006-T4,297.74
Santa Cruz de Tenerife,2007,1,2007-T1,304.44
Santa Cruz de Tenerife,2007,2,2007-T2,339.0
Santa Cruz de Tenerife,2007,3,2007-T3,318.63
Santa Cruz de Tenerife,2007,4,2007-T4,349.2
Santa Cruz de Tenerife,2008,1,2008-T1,375.11
Santa Cruz de Tenerife,2008,2,2008-T2,381.44
Santa Cruz de Tenerife,2008,3,2008-T3,356.83
Santa Cruz de Tenerife,2008,4,2008-T4,373.23
Santa Cruz de Tenerife,2009,1,2009-T1,314.8
Santa Cruz de Tenerife,2009,2,2009-T2,341.9
Santa Cruz de Tenerife,2009,3,2009-T3,315.19
Santa Cruz de Tenerife,2009,4,2009-T4,266.93
Santa Cruz de Tenerife,2010,1,2010-T1,230.51
Santa Cruz de Tenerife,2010,2,2010-T2,278.46
Santa Cruz de Tenerife,2010,3,2010-T3,219.9
Santa Cruz de Tenerife,2010,4,2010-T4,235.34
Santa Cruz de Tenerife,2011,1,2011-T1,256.32
Santa Cruz de Tenerife,2011,2,2011-T2,174.39
Santa Cruz de Tenerife,2011,3,2011-T3,211.48
Santa Cruz de Tenerife,2011,4,2011-T4,159.39
Santa Cruz de Tenerife,2012,1,2012-T1,158.36
Santa Cruz de Tenerife,2012,2,2012-T2,168.28
Santa Cruz de Tenerife,2012,3,2012-T3,169.94
Santa Cruz de Tenerife,2012,4,2012-T4,185.93
Santa Cruz de Tenerife,2013,1,2013-T1,123.25
Santa Cruz de Tenerife,2013,2,2013-T2,150.47
Santa Cruz de Tenerife,2013,3,2013-T3,132.48
Santa Cruz de Tenerife,2013,4,2013-T4,170.04
Santa Cruz de Tenerife,2014,1,2014-T1,125.47
Santa Cruz de Tenerife,2014,2,2014-T2,168.91
Santa Cruz de Tenerife,2014,3,2014-T3,139.74
Santa Cruz de Tenerife,2014,4,2014-T4,204.07
Santa Cruz de Tenerife,2015,1,2015-T1,168.42
Santa Cruz de Tenerife,2015,2,2015-T2,177.07
Santa Cruz de Tenerife,2015,3,2015-T3,154.62
Santa Cruz de Tenerife,2015,4,2015-T4,150.26
Santa Cruz de Tenerife,2016,1,2016-T1,148.0
Santa Cruz de Tenerife,2016,2,2016-T2,160.72
Santa Cruz de Tenerife,2016,3,2016-T3,157.88
Santa Cruz de Tenerife,2016,4,2016-T4,154.97
Santa Cruz de Tenerife,2017,1,2017-T1,156.87
Santa Cruz de Tenerife,2017,2,2017-T2,177.65
Santa Cruz de Tenerife,2017,3,2017-T3,180.14
Santa Cruz de Tenerife,2017,4,2017-T4,185.17
Santa Cruz de Tenerife,2018,1,2018-T1,173.19
Santa Cruz de Tenerife,2018,2,2018-T2,188.72
Santa Cruz de Tenerife,2018,3,2018-T3,170.09
Santa Cruz de Tenerife,2018,4,2018-T4,169.91
Santa Cruz de Tenerife,2019,1,2019-T1,193.17
Santa Cruz de Tenerife,2019,2,2019-T2,213.57
Santa Cruz de Tenerife,2019,3,2019-T3,225.9
Santa Cruz de Tenerife,2019,4,2019-T4,174.71
Santa Cruz de Tenerife,2020,1,2020-T1,204.44
Santa Cruz de Tenerife,2020,2,2020-T2,128.74
Santa Cruz de Tenerife,2020,3,2020-T3,188.12
Santa Cruz de Tenerife,2020,4,2020-T4,195.82
Santa Cruz de Tenerife,2021,1,2021-T1,157.21
Santa Cruz de Tenerife,2021,2,2021-T2,194.03
Santa Cruz de Tenerife,2021,3,2021-T3,161.95
Santa Cruz de Tenerife,2021,4,2021-T4,195.04
Santa Cruz de Tenerife,2022,1,2022-T1,188.05
Santa Cruz de Tenerife,2022,2,2022-T2,213.33
Santa Cruz de Tenerife,2022,3,2022-T3,215.61
Santa Cruz de Tenerife,2022,4,2022-T4,213.62
Santa Cruz de Tenerife,2023,1,2023-T1,211.48
Santa Cruz de Tenerife,2023,2,2023-T2,174.25
Santa Cruz de Tenerife,2023,3,2023-T3,246.37
Santa Cruz de Tenerife,2023,4,2023-T4,244.32
Santa Cruz de Tenerife,2024,1,2024-T1,217.96
Santa Cruz de Tenerife,2024,2,2024-T2,229.05
Santa Cruz de Tenerife,2024,3,2024-T3,197.73
Santa Cruz de Tenerife,2024,4,2024-T4,203.05
Santa Cruz de Tenerife,2025,1,2025-T1,186.22
Santa Cruz de Tenerife,2025,2,2025-T2,250.6
Santa Cruz de Tenerife,2025,3,2025-T3,219.25
Santa Cruz de Tenerife,2025,4,2025-T4,248.64
Santa Cruz de Tenerife,2026,1,2026-T1,234.69
Segovia,2004,1,2004-T1,53.42
Segovia,2004,2,2004-T2,63.27
Segovia,2004,3,2004-T3,85.54
Segovia,2004,4,2004-T4,78.45
Segovia,2005,1,2005-T1,75.55
Segovia,2005,2,2005-T2,58.16
Segovia,2005,3,2005-T3,72.23
Segovia,2005,4,2005-T4,87.38
Segovia,2006,1,2006-T1,88.7
Segovia,2006,2,2006-T2,85.11
Segovia,2006,3,2006-T3,84.33
Segovia,2006,4,2006-T4,91.43
Segovia,2007,1,2007-T1,101.55
Segovia,2007,2,2007-T2,96.35
Segovia,2007,3,2007-T3,91.99
Segovia,2007,4,2007-T4,98.97
Segovia,2008,1,2008-T1,106.02
Segovia,2008,2,2008-T2,101.86
Segovia,2008,3,2008-T3,101.46
Segovia,2008,4,2008-T4,109.65
Segovia,2009,1,2009-T1,107.7
Segovia,2009,2,2009-T2,73.2
Segovia,2009,3,2009-T3,107.23
Segovia,2009,4,2009-T4,71.74
Segovia,2010,1,2010-T1,111.4
Segovia,2010,2,2010-T2,111.24
Segovia,2010,3,2010-T3,101.94
Segovia,2010,4,2010-T4,87.24
Segovia,2011,1,2011-T1,61.87
Segovia,2011,2,2011-T2,91.36
Segovia,2011,3,2011-T3,94.8
Segovia,2011,4,2011-T4,96.83
Segovia,2012,1,2012-T1,64.84
Segovia,2012,2,2012-T2,108.23
Segovia,2012,3,2012-T3,33.76
Segovia,2012,4,2012-T4,62.98
Segovia,2013,1,2013-T1,63.25
Segovia,2013,2,2013-T2,63.04
Segovia,2013,3,2013-T3,38.41
Segovia,2013,4,2013-T4,58.64
Segovia,2014,1,2014-T1,53.46
Segovia,2014,2,2014-T2,82.76
Segovia,2014,3,2014-T3,77.74
Segovia,2014,4,2014-T4,58.95
Segovia,2015,1,2015-T1,67.47
Segovia,2015,2,2015-T2,76.42
Segovia,2015,3,2015-T3,54.79
Segovia,2015,4,2015-T4,61.09
Segovia,2016,1,2016-T1,54.43
Segovia,2016,2,2016-T2,73.7
Segovia,2016,3,2016-T3,62.58
Segovia,2016,4,2016-T4,58.58
Segovia,2017,1,2017-T1,70.55
Segovia,2017,2,2017-T2,73.97
Segovia,2017,3,2017-T3,84.54
Segovia,2017,4,2017-T4,50.71
Segovia,2018,1,2018-T1,67.86
Segovia,2018,2,2018-T2,81.84
Segovia,2018,3,2018-T3,60.91
Segovia,2018,4,2018-T4,66.93
Segovia,2019,1,2019-T1,69.41
Segovia,2019,2,2019-T2,98.27
Segovia,2019,3,2019-T3,64.46
Segovia,2019,4,2019-T4,77.0
Segovia,2020,1,2020-T1,68.65
Segovia,2020,2,2020-T2,73.66
Segovia,2020,3,2020-T3,60.96
Segovia,2020,4,2020-T4,69.26
Segovia,2021,1,2021-T1,62.54
Segovia,2021,2,2021-T2,58.75
Segovia,2021,3,2021-T3,79.51
Segovia,2021,4,2021-T4,71.38
Segovia,2022,1,2022-T1,71.71
Segovia,2022,2,2022-T2,72.43
Segovia,2022,3,2022-T3,85.63
Segovia,2022,4,2022-T4,75.54
Segovia,2023,1,2023-T1,66.52
Segovia,2023,2,2023-T2,86.01
Segovia,2023,3,2023-T3,64.76
Segovia,2023,4,2023-T4,86.98
Segovia,2024,1,2024-T1,102.99
Segovia,2024,2,2024-T2,96.58
Segovia,2024,3,2024-T3,81.14
Segovia,2024,4,2024-T4,95.81
Segovia,2025,1,2025-T1,82.67
Segovia,2025,2,2025-T2,71.85
Segovia,2025,3,2025-T3,111.83
Segovia,2025,4,2025-T4,88.93
Segovia,2026,1,2026-T1,71.36
Sevilla,2004,1,2004-T1,155.99
Sevilla,2004,2,2004-T2,154.82
Sevilla,2004,3,2004-T3,173.41
Sevilla,2004,4,2004-T4,166.22
Sevilla,2005,1,2005-T1,169.38
Sevilla,2005,2,2005-T2,174.6
Sevilla,2005,3,2005-T3,186.19
Sevilla,2005,4,2005-T4,195.92
Sevilla,2006,1,2006-T1,180.27
Sevilla,2006,2,2006-T2,197.07
Sevilla,2006,3,2006-T3,202.73
Sevilla,2006,4,2006-T4,228.78
Sevilla,2007,1,2007-T1,227.32
Sevilla,2007,2,2007-T2,229.44
Sevilla,2007,3,2007-T3,240.29
Sevilla,2007,4,2007-T4,255.41
Sevilla,2008,1,2008-T1,255.42
Sevilla,2008,2,2008-T2,246.8
Sevilla,2008,3,2008-T3,229.51
Sevilla,2008,4,2008-T4,212.97
Sevilla,2009,1,2009-T1,240.5
Sevilla,2009,2,2009-T2,240.9
Sevilla,2009,3,2009-T3,185.18
Sevilla,2009,4,2009-T4,211.49
Sevilla,2010,1,2010-T1,192.75
Sevilla,2010,2,2010-T2,208.81
Sevilla,2010,3,2010-T3,181.13
Sevilla,2010,4,2010-T4,239.54
Sevilla,2011,1,2011-T1,178.92
Sevilla,2011,2,2011-T2,196.17
Sevilla,2011,3,2011-T3,174.33
Sevilla,2011,4,2011-T4,207.44
Sevilla,2012,1,2012-T1,193.34
Sevilla,2012,2,2012-T2,121.28
Sevilla,2012,3,2012-T3,181.64
Sevilla,2012,4,2012-T4,131.69
Sevilla,2013,1,2013-T1,183.76
Sevilla,2013,2,2013-T2,149.85
Sevilla,2013,3,2013-T3,145.73
Sevilla,2013,4,2013-T4,122.67
Sevilla,2014,1,2014-T1,182.33
Sevilla,2014,2,2014-T2,162.86
Sevilla,2014,3,2014-T3,122.2
Sevilla,2014,4,2014-T4,164.59
Sevilla,2015,1,2015-T1,137.76
Sevilla,2015,2,2015-T2,134.58
Sevilla,2015,3,2015-T3,124.41
Sevilla,2015,4,2015-T4,126.01
Sevilla,2016,1,2016-T1,122.76
Sevilla,2016,2,2016-T2,136.43
Sevilla,2016,3,2016-T3,142.74
Sevilla,2016,4,2016-T4,165.9
Sevilla,2017,1,2017-T1,170.99
Sevilla,2017,2,2017-T2,114.98
Sevilla,2017,3,2017-T3,155.98
Sevilla,2017,4,2017-T4,154.21
Sevilla,2018,1,2018-T1,144.51
Sevilla,2018,2,2018-T2,172.06
Sevilla,2018,3,2018-T3,155.79
Sevilla,2018,4,2018-T4,153.9
Sevilla,2019,1,2019-T1,172.17
Sevilla,2019,2,2019-T2,156.84
Sevilla,2019,3,2019-T3,147.04
Sevilla,2019,4,2019-T4,145.95
Sevilla,2020,1,2020-T1,129.5
Sevilla,2020,2,2020-T2,148.13
Sevilla,2020,3,2020-T3,125.3
Sevilla,2020,4,2020-T4,120.88
Sevilla,2021,1,2021-T1,136.27
Sevilla,2021,2,2021-T2,149.72
Sevilla,2021,3,2021-T3,140.09
Sevilla,2021,4,2021-T4,152.75
Sevilla,2022,1,2022-T1,155.8
Sevilla,2022,2,2022-T2,123.83
Sevilla,2022,3,2022-T3,147.57
Sevilla,2022,4,2022-T4,134.06
Sevilla,2023,1,2023-T1,157.76
Sevilla,2023,2,2023-T2,137.45
Sevilla,2023,3,2023-T3,135.82
Sevilla,2023,4,2023-T4,156.08
Sevilla,2024,1,2024-T1,163.67
Sevilla,2024,2,2024-T2,129.83
Sevilla,2024,3,2024-T3,161.56
Sevilla,2024,4,2024-T4,165.05
Sevilla,2025,1,2025-T1,180.48
Sevilla,2025,2,2025-T2,140.93
Sevilla,2025,3,2025-T3,190.99
Sevilla,2025,4,2025-T4,168.82
Sevilla,2026,1,2026-T1,143.57
Soria,2004,1,2004-T1,78.74
Soria,2004,2,2004-T2,37.8
Soria,2004,3,2004-T3,79.54
Soria,2004,4,2004-T4,96.63
Soria,2005,1,2005-T1,89.33
Soria,2005,2,2005-T2,96.41
Soria,2005,3,2005-T3,73.06
Soria,2005,4,2005-T4,99.41
Soria,2006,1,2006-T1,96.53
Soria,2006,2,2006-T2,149.19
Soria,2006,3,2006-T3,149.66
Soria,2006,4,2006-T4,106.47
Soria,2007,1,2007-T1,101.33
Soria,2007,2,2007-T2,93.54
Soria,2007,3,2007-T3,96.61
Soria,2007,4,2007-T4,89.55
Soria,2008,1,2008-T1,79.57
Soria,2008,2,2008-T2,110.45
Soria,2008,4,2008-T4,72.0
Soria,2009,1,2009-T1,80.4
Soria,2009,2,2009-T2,118.1
Soria,2009,3,2009-T3,152.63
Soria,2009,4,2009-T4,112.28
Soria,2010,1,2010-T1,130.53
Soria,2010,2,2010-T2,68.52
Soria,2010,3,2010-T3,57.56
Soria,2010,4,2010-T4,50.72
Soria,2011,1,2011-T1,70.44
Soria,2011,2,2011-T2,61.36
Soria,2011,3,2011-T3,88.85
Soria,2011,4,2011-T4,54.49
Soria,2012,1,2012-T1,44.2
Soria,2012,2,2012-T2,135.25
Soria,2012,3,2012-T3,38.77
Soria,2012,4,2012-T4,36.44
Soria,2013,1,2013-T1,83.02
Soria,2013,2,2013-T2,60.21
Soria,2013,3,2013-T3,53.27
Soria,2013,4,2013-T4,70.84
Soria,2014,1,2014-T1,85.36
Soria,2014,2,2014-T2,83.94
Soria,2014,3,2014-T3,88.92
Soria,2014,4,2014-T4,48.15
Soria,2015,1,2015-T1,69.81
Soria,2015,2,2015-T2,47.09
Soria,2015,3,2015-T3,43.39
Soria,2015,4,2015-T4,45.31
Soria,2016,1,2016-T1,75.41
Soria,2016,2,2016-T2,61.2
Soria,2016,3,2016-T3,38.32
Soria,2016,4,2016-T4,53.31
Soria,2017,1,2017-T1,55.9
Soria,2017,2,2017-T2,71.5
Soria,2017,3,2017-T3,78.89
Soria,2017,4,2017-T4,53.34
Soria,2018,1,2018-T1,58.67
Soria,2018,2,2018-T2,63.23
Soria,2018,3,2018-T3,50.38
Soria,2018,4,2018-T4,58.29
Soria,2019,1,2019-T1,53.47
Soria,2019,2,2019-T2,53.97
Soria,2019,3,2019-T3,46.08
Soria,2019,4,2019-T4,40.27
Soria,2020,1,2020-T1,72.68
Soria,2020,3,2020-T3,55.01
Soria,2020,4,2020-T4,80.9
Soria,2021,1,2021-T1,51.38
Soria,2021,2,2021-T2,56.38
Soria,2021,3,2021-T3,95.44
Soria,2021,4,2021-T4,81.56
Soria,2022,1,2022-T1,90.42
Soria,2022,2,2022-T2,67.54
Soria,2022,3,2022-T3,65.18
Soria,2022,4,2022-T4,90.26
Soria,2023,1,2023-T1,50.79
Soria,2023,2,2023-T2,46.36
Soria,2023,3,2023-T3,84.68
Soria,2023,4,2023-T4,77.11
Soria,2024,1,2024-T1,132.83
Soria,2024,2,2024-T2,100.6
Soria,2024,3,2024-T3,83.34
Soria,2024,4,2024-T4,73.46
Soria,2025,1,2025-T1,77.92
Soria,2025,2,2025-T2,75.38
Soria,2025,3,2025-T3,161.04
Soria,2025,4,2025-T4,94.76
Soria,2026,1,2026-T1,73.46
Tarragona,2004,1,2004-T1,139.31
Tarragona,2004,2,2004-T2,143.06
Tarragona,2004,3,2004-T3,166.47
Tarragona,2004,4,2004-T4,187.76
Tarragona,2005,1,2005-T1,203.24
Tarragona,2005,2,2005-T2,210.28
Tarragona,2005,3,2005-T3,217.09
Tarragona,2005,4,2005-T4,208.04
Tarragona,2006,1,2006-T1,184.03
Tarragona,2006,2,2006-T2,191.27
Tarragona,2006,3,2006-T3,213.26
Tarragona,2006,4,2006-T4,211.77
Tarragona,2007,1,2007-T1,206.85
Tarragona,2007,2,2007-T2,210.49
Tarragona,2007,3,2007-T3,199.95
Tarragona,2007,4,2007-T4,210.89
Tarragona,2008,1,2008-T1,222.36
Tarragona,2008,2,2008-T2,179.93
Tarragona,2008,3,2008-T3,211.22
Tarragona,2008,4,2008-T4,190.35
Tarragona,2009,1,2009-T1,208.1
Tarragona,2009,2,2009-T2,193.5
Tarragona,2009,3,2009-T3,154.27
Tarragona,2009,4,2009-T4,194.98
Tarragona,2010,1,2010-T1,242.9
Tarragona,2010,2,2010-T2,218.24
Tarragona,2010,3,2010-T3,153.96
Tarragona,2010,4,2010-T4,171.91
Tarragona,2011,1,2011-T1,215.71
Tarragona,2011,2,2011-T2,231.42
Tarragona,2011,3,2011-T3,138.2
Tarragona,2011,4,2011-T4,218.72
Tarragona,2012,1,2012-T1,117.55
Tarragona,2012,2,2012-T2,194.77
Tarragona,2012,3,2012-T3,160.91
Tarragona,2012,4,2012-T4,132.06
Tarragona,2013,1,2013-T1,94.45
Tarragona,2013,2,2013-T2,125.0
Tarragona,2013,3,2013-T3,149.51
Tarragona,2013,4,2013-T4,140.85
Tarragona,2014,1,2014-T1,127.28
Tarragona,2014,2,2014-T2,110.64
Tarragona,2014,3,2014-T3,155.1
Tarragona,2014,4,2014-T4,118.74
Tarragona,2015,1,2015-T1,110.16
Tarragona,2015,2,2015-T2,107.76
Tarragona,2015,3,2015-T3,99.43
Tarragona,2015,4,2015-T4,125.57
Tarragona,2016,1,2016-T1,112.32
Tarragona,2016,2,2016-T2,93.78
Tarragona,2016,3,2016-T3,96.77
Tarragona,2016,4,2016-T4,106.86
Tarragona,2017,1,2017-T1,122.81
Tarragona,2017,2,2017-T2,105.45
Tarragona,2017,3,2017-T3,103.8
Tarragona,2017,4,2017-T4,97.99
Tarragona,2018,1,2018-T1,102.22
Tarragona,2018,2,2018-T2,116.58
Tarragona,2018,3,2018-T3,113.13
Tarragona,2018,4,2018-T4,111.0
Tarragona,2019,1,2019-T1,98.48
Tarragona,2019,2,2019-T2,102.54
Tarragona,2019,3,2019-T3,106.53
Tarragona,2019,4,2019-T4,120.45
Tarragona,2020,1,2020-T1,128.7
Tarragona,2020,2,2020-T2,89.79
Tarragona,2020,3,2020-T3,117.06
Tarragona,2020,4,2020-T4,115.07
Tarragona,2021,1,2021-T1,97.93
Tarragona,2021,2,2021-T2,120.78
Tarragona,2021,3,2021-T3,108.71
Tarragona,2021,4,2021-T4,106.62
Tarragona,2022,1,2022-T1,109.65
Tarragona,2022,2,2022-T2,107.8
Tarragona,2022,3,2022-T3,94.22
Tarragona,2022,4,2022-T4,99.69
Tarragona,2023,1,2023-T1,83.39
Tarragona,2023,2,2023-T2,98.12
Tarragona,2023,3,2023-T3,122.27
Tarragona,2023,4,2023-T4,140.11
Tarragona,2024,1,2024-T1,130.26
Tarragona,2024,2,2024-T2,113.21
Tarragona,2024,3,2024-T3,140.17
Tarragona,2024,4,2024-T4,162.03
Tarragona,2025,1,2025-T1,142.0
Tarragona,2025,2,2025-T2,114.45
Tarragona,2025,3,2025-T3,133.6
Tarragona,2025,4,2025-T4,124.44
Tarragona,2026,1,2026-T1,139.08
Teruel,2004,1,2004-T1,50.62
Teruel,2004,2,2004-T2,58.61
Teruel,2004,3,2004-T3,55.68
Teruel,2004,4,2004-T4,71.78
Teruel,2005,1,2005-T1,85.25
Teruel,2005,2,2005-T2,78.64
Teruel,2005,3,2005-T3,75.11
Teruel,2005,4,2005-T4,84.78
Teruel,2006,1,2006-T1,94.1
Teruel,2006,2,2006-T2,108.2
Teruel,2006,3,2006-T3,102.35
Teruel,2006,4,2006-T4,93.54
Teruel,2007,1,2007-T1,115.29
Teruel,2007,2,2007-T2,101.27
Teruel,2007,3,2007-T3,94.53
Teruel,2007,4,2007-T4,95.36
Teruel,2008,1,2008-T1,95.37
Teruel,2008,2,2008-T2,92.53
Teruel,2008,3,2008-T3,100.68
Teruel,2008,4,2008-T4,88.32
Teruel,2009,1,2009-T1,79.7
Teruel,2009,2,2009-T2,98.4
Teruel,2009,3,2009-T3,81.74
Teruel,2009,4,2009-T4,114.24
Teruel,2010,1,2010-T1,107.91
Teruel,2010,2,2010-T2,85.34
Teruel,2010,3,2010-T3,68.18
Teruel,2010,4,2010-T4,72.65
Teruel,2011,1,2011-T1,102.27
Teruel,2011,2,2011-T2,106.95
Teruel,2011,3,2011-T3,90.22
Teruel,2011,4,2011-T4,75.06
Teruel,2012,1,2012-T1,76.58
Teruel,2012,2,2012-T2,33.85
Teruel,2012,3,2012-T3,47.48
Teruel,2012,4,2012-T4,71.91
Teruel,2013,1,2013-T1,73.97
Teruel,2013,2,2013-T2,64.31
Teruel,2013,3,2013-T3,64.98
Teruel,2013,4,2013-T4,78.68
Teruel,2014,1,2014-T1,40.44
Teruel,2014,2,2014-T2,79.86
Teruel,2014,3,2014-T3,51.32
Teruel,2014,4,2014-T4,46.33
Teruel,2015,2,2015-T2,67.11
Teruel,2015,3,2015-T3,86.58
Teruel,2015,4,2015-T4,51.7
Teruel,2016,1,2016-T1,68.53
Teruel,2016,2,2016-T2,51.24
Teruel,2016,4,2016-T4,100.59
Teruel,2017,1,2017-T1,83.88
Teruel,2017,2,2017-T2,64.55
Teruel,2017,3,2017-T3,76.44
Teruel,2017,4,2017-T4,63.01
Teruel,2018,1,2018-T1,96.21
Teruel,2018,2,2018-T2,98.55
Teruel,2018,3,2018-T3,50.29
Teruel,2018,4,2018-T4,94.32
Teruel,2019,1,2019-T1,61.28
Teruel,2019,2,2019-T2,52.14
Teruel,2019,3,2019-T3,46.25
Teruel,2019,4,2019-T4,96.1
Teruel,2020,1,2020-T1,89.51
Teruel,2020,2,2020-T2,100.44
Teruel,2020,3,2020-T3,44.84
Teruel,2020,4,2020-T4,95.75
Teruel,2021,1,2021-T1,54.34
Teruel,2021,2,2021-T2,82.14
Teruel,2021,3,2021-T3,53.92
Teruel,2021,4,2021-T4,63.49
Teruel,2022,1,2022-T1,46.24
Teruel,2022,2,2022-T2,74.53
Teruel,2022,3,2022-T3,79.15
Teruel,2022,4,2022-T4,76.54
Teruel,2023,1,2023-T1,58.19
Teruel,2023,2,2023-T2,42.06
Teruel,2023,3,2023-T3,66.5
Teruel,2023,4,2023-T4,70.56
Teruel,2024,1,2024-T1,81.52
Teruel,2024,2,2024-T2,95.33
Teruel,2024,3,2024-T3,87.67
Teruel,2024,4,2024-T4,66.78
Teruel,2025,1,2025-T1,99.19
Teruel,2025,2,2025-T2,82.02
Teruel,2025,3,2025-T3,113.73
Teruel,2025,4,2025-T4,87.17
Teruel,2026,1,2026-T1,112.41
Toledo,2004,1,2004-T1,102.62
Toledo,2004,2,2004-T2,102.58
Toledo,2004,3,2004-T3,144.26
Toledo,2004,4,2004-T4,158.63
Toledo,2005,1,2005-T1,145.43
Toledo,2005,2,2005-T2,166.22
Toledo,2005,3,2005-T3,175.65
Toledo,2005,4,2005-T4,177.15
Toledo,2006,1,2006-T1,159.57
Toledo,2006,2,2006-T2,161.98
Toledo,2006,3,2006-T3,170.47
Toledo,2006,4,2006-T4,234.27
Toledo,2007,1,2007-T1,199.56
Toledo,2007,2,2007-T2,208.47
Toledo,2007,3,2007-T3,202.79
Toledo,2007,4,2007-T4,256.33
Toledo,2008,1,2008-T1,190.22
Toledo,2008,2,2008-T2,223.72
Toledo,2008,3,2008-T3,196.03
Toledo,2008,4,2008-T4,194.41
Toledo,2009,1,2009-T1,175.3
Toledo,2009,2,2009-T2,197.8
Toledo,2009,3,2009-T3,135.41
Toledo,2009,4,2009-T4,242.42
Toledo,2010,1,2010-T1,204.82
Toledo,2010,2,2010-T2,217.92
Toledo,2010,3,2010-T3,161.04
Toledo,2010,4,2010-T4,214.51
Toledo,2011,1,2011-T1,276.92
Toledo,2011,2,2011-T2,172.28
Toledo,2011,3,2011-T3,161.74
Toledo,2011,4,2011-T4,138.8
Toledo,2012,1,2012-T1,111.39
Toledo,2012,2,2012-T2,125.1
Toledo,2012,3,2012-T3,96.39
Toledo,2012,4,2012-T4,106.44
Toledo,2013,1,2013-T1,127.61
Toledo,2013,2,2013-T2,147.21
Toledo,2013,3,2013-T3,98.67
Toledo,2013,4,2013-T4,119.18
Toledo,2014,1,2014-T1,57.69
Toledo,2014,2,2014-T2,77.64
Toledo,2014,3,2014-T3,82.01
Toledo,2014,4,2014-T4,91.5
Toledo,2015,1,2015-T1,101.58
Toledo,2015,2,2015-T2,105.62
Toledo,2015,3,2015-T3,89.69
Toledo,2015,4,2015-T4,94.58
Toledo,2016,1,2016-T1,100.82
Toledo,2016,2,2016-T2,95.86
Toledo,2016,3,2016-T3,88.4
Toledo,2016,4,2016-T4,92.52
Toledo,2017,1,2017-T1,91.78
Toledo,2017,2,2017-T2,91.53
Toledo,2017,3,2017-T3,103.45
Toledo,2017,4,2017-T4,92.87
Toledo,2018,1,2018-T1,91.82
Toledo,2018,2,2018-T2,82.38
Toledo,2018,3,2018-T3,77.32
Toledo,2018,4,2018-T4,64.84
Toledo,2019,1,2019-T1,82.16
Toledo,2019,2,2019-T2,105.33
Toledo,2019,3,2019-T3,75.78
Toledo,2019,4,2019-T4,97.06
Toledo,2020,1,2020-T1,87.22
Toledo,2020,2,2020-T2,83.28
Toledo,2020,3,2020-T3,77.07
Toledo,2020,4,2020-T4,88.9
Toledo,2021,1,2021-T1,61.64
Toledo,2021,2,2021-T2,116.91
Toledo,2021,3,2021-T3,79.5
Toledo,2021,4,2021-T4,78.88
Toledo,2022,1,2022-T1,85.28
Toledo,2022,2,2022-T2,99.35
Toledo,2022,3,2022-T3,102.2
Toledo,2022,4,2022-T4,102.32
Toledo,2023,1,2023-T1,68.07
Toledo,2023,2,2023-T2,79.66
Toledo,2023,3,2023-T3,102.15
Toledo,2023,4,2023-T4,94.92
Toledo,2024,1,2024-T1,113.61
Toledo,2024,2,2024-T2,104.3
Toledo,2024,3,2024-T3,100.04
Toledo,2024,4,2024-T4,102.54
Toledo,2025,1,2025-T1,117.9
Toledo,2025,2,2025-T2,118.52
Toledo,2025,3,2025-T3,118.52
Toledo,2025,4,2025-T4,116.19
Toledo,2026,1,2026-T1,161.74
Valencia/València,2004,1,2004-T1,245.9
Valencia/València,2004,2,2004-T2,258.26
Valencia/València,2004,3,2004-T3,272.49
Valencia/València,2004,4,2004-T4,268.57
Valencia/València,2005,1,2005-T1,308.53
Valencia/València,2005,2,2005-T2,308.38
Valencia/València,2005,3,2005-T3,312.56
Valencia/València,2005,4,2005-T4,358.36
Valencia/València,2006,1,2006-T1,307.6
Valencia/València,2006,2,2006-T2,374.7
Valencia/València,2006,3,2006-T3,366.23
Valencia/València,2006,4,2006-T4,382.1
Valencia/València,2007,1,2007-T1,391.17
Valencia/València,2007,2,2007-T2,372.05
Valencia/València,2007,3,2007-T3,350.07
Valencia/València,2007,4,2007-T4,378.91
Valencia/València,2008,1,2008-T1,356.96
Valencia/València,2008,2,2008-T2,371.98
Valencia/València,2008,3,2008-T3,308.04
Valencia/València,2008,4,2008-T4,374.63
Valencia/València,2009,1,2009-T1,354.8
Valencia/València,2009,2,2009-T2,346.4
Valencia/València,2009,3,2009-T3,332.66
Valencia/València,2009,4,2009-T4,285.19
Valencia/València,2010,1,2010-T1,229.75
Valencia/València,2010,2,2010-T2,221.55
Valencia/València,2010,3,2010-T3,235.59
Valencia/València,2010,4,2010-T4,235.66
Valencia/València,2011,1,2011-T1,276.2
Valencia/València,2011,2,2011-T2,205.96
Valencia/València,2011,3,2011-T3,222.37
Valencia/València,2011,4,2011-T4,244.13
Valencia/València,2012,1,2012-T1,197.97
Valencia/València,2012,2,2012-T2,226.42
Valencia/València,2012,3,2012-T3,193.8
Valencia/València,2012,4,2012-T4,192.82
Valencia/València,2013,1,2013-T1,192.96
Valencia/València,2013,2,2013-T2,195.29
Valencia/València,2013,3,2013-T3,214.2
Valencia/València,2013,4,2013-T4,150.46
Valencia/València,2014,1,2014-T1,171.07
Valencia/València,2014,2,2014-T2,197.03
